Data Month,metdiv23,Net New Enrollments Alternative Verification Process,Net New Enrollments Verified by School,Net New Enrollments Lifeline,Net New Enrollments National Verifier Application,Net New Enrollments Total,Total Alternative Verification Process,Total Verified by School,Total Lifeline,Total National Verifier Application,Total Subscribers
2022-12-01,29414,-1108,3,-233,1324,-14,816,7,13549,15105,29477
2023-01-01,29414,-50,1,478,1211,1640,766,8,14027,16316,31117
2023-02-01,29414,-36,-1,15,1034,1012,730,7,14042,17350,32129
2023-03-01,29414,-28,0,-205,1392,1159,702,7,13837,18742,33288
2023-04-01,29414,-30,0,-63,1524,1431,672,7,13774,20266,34719
2023-05-01,29414,-36,0,29,1668,1661,636,7,13803,21934,36380
2023-06-01,29414,-29,1,258,1297,1527,607,8,14061,23233,37909
2023-07-01,29414,-28,0,253,1082,1307,579,8,14313,24311,39211
2023-08-01,29414,-30,0,54,1651,1675,549,8,14367,25962,40886
2023-09-23,29414,-368,0,-166,930,396,181,8,14201,26892,41282
2023-10-01,29414,-24,0,-210,1371,1137,157,8,13992,28266,42423
2023-11-01,29414,-5,0,-626,1455,824,152,8,13365,29719,43244
2023-12-01,29414,0,0,-529,1668,1139,152,8,12836,31387,44383
2022-01-01,29484,174,0,795,1206,2175,1733,8,9914,8963,20618
2022-02-01,29484,77,0,1084,158,1319,1810,8,10998,9121,21937
2022-03-01,29484,-8,0,1060,1087,2139,1802,8,12058,10208,24076
2022-04-01,29484,-51,2,125,1082,1158,1751,10,12183,11290,25234
2022-05-01,29484,-37,2,378,1549,1892,1714,12,12561,12839,27126
2022-06-01,29484,-28,1,342,1123,1438,1686,13,12903,13962,28564
2022-07-01,29484,-46,1,144,778,877,1640,14,13047,14740,29441
2022-08-01,29484,-56,0,144,1187,1275,1584,14,13191,15927,30716
2022-09-01,29484,-48,0,413,1166,1531,1536,14,13604,17093,32247
2022-10-01,29484,-38,0,331,852,1145,1498,14,13935,17945,33392
2022-11-01,29484,-44,0,-962,792,-214,1454,14,12973,18737,33178
2022-12-01,29484,-598,1,437,1630,1470,856,15,13410,20367,34648
2023-01-01,29484,-19,0,294,1852,2127,837,15,13704,22219,36775
2023-02-01,29484,-20,-2,148,2073,2199,817,13,13852,24292,38974
2023-03-01,29484,-24,0,-12,2139,2103,793,13,13840,26431,41077
2023-04-01,29484,-11,0,-94,1911,1806,782,13,13746,28342,42883
2023-05-01,29484,-24,-1,126,2282,2383,758,12,13872,30624,45266
2023-06-01,29484,-20,-1,320,2142,2441,738,11,14192,32766,47707
2023-07-01,29484,-13,1,225,1938,2151,725,12,14417,34704,49858
2023-08-01,29484,-21,-1,207,2166,2351,704,11,14624,36870,52209
2023-09-23,29484,-248,0,-573,273,-548,456,11,14051,37143,51661
2023-10-01,29484,-25,1,-21,2109,2064,431,12,14030,39252,53725
2023-11-01,29484,-4,-2,-725,2955,2224,427,10,13305,42207,55949
2023-12-01,29484,-8,-1,-409,3999,3581,419,9,12896,46206,59530
2022-01-01,31084,7680,1,-254,19938,27365,90351,20,179569,114780,384720
2022-02-01,31084,11415,-2,2729,12242,26384,101766,18,182298,127022,411104
2022-03-01,31084,15244,-1,6807,21157,43207,117010,17,189104,148179,454310
2022-04-01,31084,13376,-2,5080,16342,34796,130386,15,194185,164521,489107
2022-05-01,31084,15588,0,3978,16281,35847,145974,15,198163,180802,524954
2022-06-01,31084,17055,-1,-11601,10481,15934,163029,14,186562,191283,540888
2022-07-01,31084,20837,-7,-11547,6029,15312,183866,7,175015,197312,556200
2022-08-01,31084,17831,0,-27540,10636,927,201697,7,147475,207948,557127
2022-09-01,31084,15949,1,2546,7352,25848,217646,8,150021,215300,582975
2022-10-01,31084,11225,0,1908,6634,19767,228871,8,151929,221934,602742
2022-11-01,31084,9196,-1,-9060,2921,3056,238067,7,142869,224855,605798
2022-12-01,31084,11428,0,-6277,3517,8668,249495,7,136592,228372,614466
2023-01-01,31084,4922,0,9061,10551,24534,254417,7,145653,238923,639000
2023-02-01,31084,11306,-1,1933,10027,23265,265723,6,147586,248950,662265
2023-03-01,31084,10680,0,3328,18072,32080,276403,6,150914,267022,694345
2023-04-01,31084,11171,0,-404,14404,25171,287574,6,150510,281426,719516
2023-05-01,31084,10065,-2,4515,1163,15741,297639,4,155025,282589,735257
2023-06-01,31084,12393,0,-1909,23263,33747,310032,4,153116,305854,769006
2023-07-01,31084,6194,0,117,21238,27549,316226,4,153232,327090,796552
2023-08-01,31084,8277,0,7047,29823,45147,324503,4,160279,356913,841699
2023-09-23,31084,5662,0,4079,21892,31633,330165,4,164358,378805,873332
2023-10-01,31084,2681,-1,2912,23304,28896,332846,3,167271,402112,902232
2023-11-01,31084,-1899,0,-4126,32699,26674,330947,3,163144,434805,928899
2023-12-01,31084,-2538,0,-11842,34908,20528,328409,3,151302,469713,949427
2022-01-01,31924,551,-1,366,820,1736,5356,6,16033,7873,29268
2022-02-01,31924,355,0,995,1135,2485,5711,6,17028,9008,31753
2022-03-01,31924,330,-1,1251,1245,2825,6041,5,18279,10253,34578
2022-04-01,31924,85,-1,-632,1347,799,6126,4,17647,11600,35377
2022-05-01,31924,195,0,286,1558,2039,6321,4,17933,13158,37416
2022-06-01,31924,108,0,689,1549,2346,6429,4,18622,14707,39762
2022-07-01,31924,154,-1,120,1369,1642,6583,3,18742,16076,41404
2022-08-01,31924,89,0,-281,1205,1013,6672,3,18461,17281,42417
2022-09-01,31924,179,0,422,1258,1859,6851,3,18883,18539,44276
2022-10-01,31924,82,0,560,1198,1840,6933,3,19443,19737,46116
2022-11-01,31924,17,0,340,722,1079,6950,3,19783,20459,47195
2022-12-01,31924,-861,0,-157,1611,593,6089,3,19626,22070,47788
2023-01-01,31924,29,0,204,1638,1871,6118,3,19830,23708,49659
2023-02-01,31924,276,0,-23,1293,1546,6394,3,19807,25001,51205
2023-03-01,31924,151,0,-202,1782,1731,6545,3,19605,26783,52936
2023-04-01,31924,158,0,-244,1648,1562,6703,3,19361,28431,54498
2023-05-01,31924,172,0,-446,1867,1593,6875,3,18915,30298,56091
2023-06-01,31924,229,0,-367,1873,1735,7104,3,18549,32177,57833
2023-07-01,31924,112,0,-308,1637,1441,7216,3,18240,33807,59266
2023-08-01,31924,156,0,-280,1943,1819,7372,3,17960,35750,61085
2023-09-23,31924,-190,0,-525,-470,-1185,7182,3,17435,35280,59900
2023-10-01,31924,25,-1,-172,1010,862,7207,2,17264,36297,60770
2023-11-01,31924,-34,0,-608,2204,1562,7173,2,16656,38494,62325
2023-12-01,31924,-18,0,-1232,2338,1088,7155,2,15424,40832,63413
2022-01-01,33124,859,0,2872,10178,13909,6537,4,45528,52796,104865
2022-02-01,33124,423,0,1311,9396,11130,6960,4,46839,62192,115995
2022-03-01,33124,260,0,2433,11040,13733,7220,4,49272,73232,129728
2022-04-01,33124,-377,0,781,9091,9495,6843,4,50053,82323,139223
2022-05-01,33124,-319,0,-572,5331,4440,6524,4,49481,87654,143663
2022-06-01,33124,-250,2,-6273,2405,-4116,6274,6,43208,90059,139547
2022-07-01,33124,-247,-1,-1894,2042,-100,6027,5,41314,92101,139447
2022-08-01,33124,-415,-1,-6249,4564,-2101,5612,4,35065,96665,137346
2022-09-01,33124,-208,0,357,2273,2422,5404,4,35422,98938,139768
2022-10-01,33124,-202,0,1245,8392,9435,5202,4,36667,107330,149203
2022-11-01,33124,-403,0,1854,6710,8161,4799,4,38521,114040,157364
2022-12-01,33124,-369,-2,3256,6932,9817,4430,2,41777,120972,167181
2023-01-01,33124,-242,0,-3352,-10814,-14408,4188,2,38425,110157,152772
2023-02-01,33124,-145,0,134,4312,4301,4043,2,38559,114469,157073
2023-03-01,33124,-2206,0,-629,5633,2798,1837,2,37930,120102,159871
2023-04-01,33124,-95,0,-499,6646,6052,1742,2,37431,126748,165923
2023-05-01,33124,-81,0,2028,5850,7797,1661,2,39459,132598,173720
2023-06-01,33124,-68,0,2678,5145,7755,1593,2,42144,137748,181487
2023-07-01,33124,-64,0,1840,5078,6854,1529,2,43977,142820,188328
2023-08-01,33124,-78,0,1534,9889,11345,1451,2,45511,152709,199673
2023-09-23,33124,-40,0,-545,8501,7916,1411,2,44966,161210,207589
2023-10-01,33124,-100,-1,-869,9547,8577,1311,1,44108,170763,216183
2023-11-01,33124,-36,0,-3251,10004,6717,1275,1,40848,180761,222885
2023-12-01,33124,-44,0,-2883,11733,8806,1231,1,37965,192494,231691
2022-01-01,33874,383,14,379,720,1496,2800,67,13021,6245,22133
2022-02-01,33874,123,10,762,725,1620,2923,77,13783,6970,23753
2022-03-01,33874,53,5,1200,792,2050,2976,82,14983,7762,25803
2022-04-01,33874,-153,4,-403,793,241,2824,86,14581,8554,26045
2022-05-01,33874,-116,12,346,1281,1523,2708,98,14927,9835,27568
2022-06-01,33874,-107,9,382,1155,1439,2601,107,15309,10990,29007
2022-07-01,33874,-102,-3,-79,1295,1111,2498,104,15230,12285,30117
2022-08-01,33874,-159,12,-185,1541,1209,2339,116,15045,13826,31326
2022-09-01,33874,-116,-8,166,1709,1751,2223,108,15211,15535,33077
2022-10-01,33874,-70,-3,89,1174,1190,2153,105,15300,16708,34266
2022-11-01,33874,-82,-3,-54,1177,1038,2071,102,15246,17885,35304
2022-12-01,33874,-1173,-5,-104,1983,701,898,97,15142,19868,36005
2023-01-01,33874,-25,-4,274,1425,1670,873,93,15416,21293,37675
2023-02-01,33874,-57,-4,-45,1615,1509,816,89,15371,22908,39184
2023-03-01,33874,-35,-5,-247,1721,1434,781,84,15124,24629,40618
2023-04-01,33874,-27,-2,-117,1525,1379,754,82,15007,26154,41997
2023-05-01,33874,-25,-2,-266,2131,1838,729,80,14741,28285,43835
2023-06-01,33874,-31,0,191,1943,2103,700,81,14951,30255,45987
2023-07-01,33874,-31,-1,-257,1395,1106,667,79,14672,31622,47040
2023-08-01,33874,-28,0,-21,1963,1914,639,79,14651,33585,48954
2023-09-23,33874,-13,1,26,1721,1735,626,80,14677,35306,50689
2023-10-01,33874,-364,-1,-341,770,64,264,80,14357,36113,50814
2023-11-01,33874,-37,-1,-449,1625,1138,227,78,13890,37700,51895
2023-12-01,33874,-6,-1,-414,1635,1214,221,77,13476,39335,53109
2022-01-01,35004,-14,1,996,443,1426,670,4,11947,5869,18490
2022-02-01,35004,-30,0,1274,-297,947,640,4,13221,5572,19437
2022-03-01,35004,-58,0,1575,813,2330,582,4,14796,6385,21767
2022-04-01,35004,-27,0,497,861,1331,555,4,15297,7250,23106
2022-05-01,35004,-11,0,676,1218,1883,544,4,15973,8468,24989
2022-06-01,35004,-15,0,346,1276,1607,529,4,16319,9744,26596
2022-07-01,35004,-4,-1,327,899,1221,525,3,16646,10643,27817
2022-08-01,35004,-9,0,134,1808,1933,516,3,16780,12451,29750
2022-09-01,35004,-11,0,435,2072,2496,505,3,17215,14523,32246
2022-10-01,35004,-10,0,660,1732,2382,495,3,17875,16255,34628
2022-11-01,35004,-9,0,232,1629,1852,486,3,18107,17884,36480
2022-12-01,35004,-6,0,243,2209,2446,480,3,18350,20093,38926
2023-01-01,35004,-10,0,584,2213,2787,470,3,18934,22302,41709
2023-02-01,35004,3,0,568,1599,2170,473,3,19503,23906,43885
2023-03-01,35004,-18,0,226,2574,2782,455,3,19729,26480,46667
2023-04-01,35004,-12,0,302,2090,2380,443,3,20031,28570,49047
2023-05-01,35004,-8,0,862,1812,2666,435,3,20892,30382,51712
2023-06-01,35004,-3,0,1368,2039,3404,432,3,22260,32421,55116
2023-07-01,35004,-5,0,775,1943,2713,427,3,23035,34364,57829
2023-08-01,35004,-3,0,136,2657,2790,424,3,23171,37021,60619
2023-09-23,35004,-1,0,440,1958,2397,423,3,23611,38979,63016
2023-10-01,35004,-12,0,1308,2277,3573,411,3,24919,41256,66589
2023-11-01,35004,-6,0,247,2440,2681,405,3,25166,43696,69270
2023-12-01,35004,-4,0,-954,2394,1436,401,3,24212,46090,70706
2022-01-01,35084,167,2,1130,1532,2831,1559,12,14776,13053,29400
2022-02-01,35084,40,0,1021,1632,2693,1599,12,15797,14685,32093
2022-03-01,35084,-16,2,1903,1608,3497,1583,14,17700,16293,35590
2022-04-01,35084,-66,0,436,1212,1582,1517,14,18136,17505,37172
2022-05-01,35084,-50,0,1092,845,1887,1467,14,19228,18350,39059
2022-06-01,35084,-57,1,1598,491,2033,1410,15,20826,18841,41092
2022-07-01,35084,-39,-1,1356,395,1711,1371,14,22182,19236,42803
2022-08-01,35084,-94,0,1059,1418,2383,1277,14,23241,20654,45186
2022-09-01,35084,-50,0,909,2020,2879,1227,14,24150,22674,48065
2022-10-01,35084,-30,1,416,1764,2151,1197,15,24566,24438,50216
2022-11-01,35084,-45,0,-874,1550,631,1152,15,23692,25988,50847
2022-12-01,35084,-537,0,-101,2572,1934,615,15,23591,28560,52781
2023-01-01,35084,-16,0,-65,2625,2544,599,15,23526,31182,55322
2023-02-01,35084,-19,-1,-14,2430,2396,580,14,23512,33614,57720
2023-03-01,35084,-26,0,-263,3271,2982,554,14,23249,36885,60702
2023-04-01,35084,-16,-1,-406,3456,3033,538,13,22843,40341,63735
2023-05-01,35084,-14,0,210,3676,3872,524,13,23053,44017,67607
2023-06-01,35084,-12,0,746,2451,3185,512,13,23799,46468,70792
2023-07-01,35084,-12,-2,636,2095,2717,500,11,24435,48563,73509
2023-08-01,35084,-17,-1,905,3089,3976,483,10,25340,51652,77485
2023-09-23,35084,-221,0,-695,447,-469,262,10,24645,52099,77016
2023-10-01,35084,-10,0,-272,2872,2590,252,10,24373,54972,79607
2023-11-01,35084,-10,1,-2223,4950,2718,242,11,22150,59921,82324
2023-12-01,35084,-5,0,-1633,5421,3783,237,11,20517,65342,86107
2022-01-01,35614,3367,5,14080,12277,29729,45204,155,241422,123194,409975
2022-02-01,35614,5050,0,9009,4576,18635,50254,155,250431,127770,428610
2022-03-01,35614,7760,-1,22309,13894,43962,58014,154,272740,141664,472572
2022-04-01,35614,5909,-3,12351,12362,30619,63923,151,285091,154026,503191
2022-05-01,35614,8078,-1,9866,19415,37358,72001,150,294957,173441,540549
2022-06-01,35614,7508,1,4984,17908,30401,79509,151,299940,191349,570949
2022-07-01,35614,9091,-5,-18721,9990,355,88600,146,281218,201339,571303
2022-08-01,35614,7950,-2,-6627,17103,18424,96550,144,274591,218442,589727
2022-09-01,35614,7801,-2,2597,20057,30453,104351,142,277188,238499,620180
2022-10-01,35614,5425,-2,2260,16135,23818,109776,140,279447,254634,643997
2022-11-01,35614,3576,-3,-2183,10867,12257,113352,137,277264,265501,656254
2022-12-01,35614,4728,-3,-5112,17393,17006,118080,134,272152,282894,673260
2023-01-01,35614,2072,-2,4824,16087,22981,120152,132,276976,298980,696240
2023-02-01,35614,4577,0,2567,16767,23911,124729,132,279543,315749,720153
2023-03-01,35614,4378,-5,203,26548,31124,129107,127,279746,342297,751277
2023-04-01,35614,3836,-1,-1305,27350,29880,132943,126,278441,369647,781157
2023-05-01,35614,3114,0,8765,27460,39339,136057,126,287205,397107,820495
2023-06-01,35614,4002,-1,15127,23589,42717,140630,128,303248,422289,866295
2023-07-01,35614,1390,-1,10646,23221,35256,141435,124,312922,443849,898330
2023-08-01,35614,3249,0,10983,28458,42690,144684,124,323905,472307,941020
2023-09-23,35614,3541,0,1846,18371,23758,148225,124,325751,490678,964778
2023-10-01,35614,1904,-1,4437,25553,31893,150733,126,331144,518159,1000162
2023-11-01,35614,45,-4,-12408,52993,40626,150190,119,317771,569336,1037416
2023-12-01,35614,-690,-2,-14898,51864,36274,149500,117,302873,621200,1073690
2022-01-01,36084,810,0,-122,2595,3283,5637,4,25514,15894,47049
2022-02-01,36084,426,-1,-17,1882,2290,6063,3,25497,17776,49339
2022-03-01,36084,120,0,561,3217,3898,6183,3,26058,20993,53237
2022-04-01,36084,-210,0,356,2903,3049,5973,3,26414,23896,56286
2022-05-01,36084,-193,0,-219,3331,2919,5780,3,26195,27227,59205
2022-06-01,36084,-182,0,-917,3344,2245,5598,3,25278,30571,61450
2022-07-01,36084,-154,0,-1798,3296,1344,5444,3,23479,33867,62793
2022-08-01,36084,-259,0,-2395,3578,924,5185,3,21084,37445,63717
2022-09-01,36084,-145,0,504,1639,1998,5040,3,21588,39084,65715
2022-10-01,36084,-122,0,549,931,1358,4918,3,22137,40015,67073
2022-11-01,36084,-158,0,-946,357,-747,4760,3,21191,40372,66326
2022-12-01,36084,-2742,-1,-202,912,-2033,2018,2,20989,41284,64293
2023-01-01,36084,-72,0,1433,1728,3089,1946,2,22422,43012,67382
2023-02-01,36084,-40,0,-249,2284,1995,1906,2,22173,45295,69376
2023-03-01,36084,-59,0,-74,3343,3210,1847,2,22099,48638,72586
2023-04-01,36084,-48,0,-3,3470,3419,1799,2,22096,52108,76005
2023-05-01,36084,-37,0,622,492,1077,1762,2,22718,52599,77081
2023-06-01,36084,-47,0,-158,3650,3445,1715,2,22560,56249,80526
2023-07-01,36084,-57,0,226,4450,4619,1658,2,22786,60699,85145
2023-08-01,36084,-41,0,1801,4894,6654,1617,2,24587,65593,91799
2023-09-23,36084,-43,0,560,3245,3762,1574,2,25147,68838,95561
2023-10-01,36084,-46,0,372,3729,4055,1528,2,25519,72567,99616
2023-11-01,36084,-45,0,-274,3944,3625,1483,2,25245,76511,103241
2023-12-01,36084,-962,0,-911,2847,974,521,2,24334,79358,104215
2022-01-01,37964,2107,-1,1318,1851,5275,14017,20,76392,21808,112237
2022-02-01,37964,598,0,4432,1936,6966,14615,20,80824,23744,119203
2022-03-01,37964,146,-2,8306,2546,10996,14761,18,89130,26290,130199
2022-04-01,37964,-971,-1,3276,2212,4516,13790,17,92406,28502,134715
2022-05-01,37964,-726,-1,3651,3642,6566,13064,16,96057,32144,141281
2022-06-01,37964,-724,-1,5038,3115,7428,12340,15,101095,35259,148709
2022-07-01,37964,-623,-3,-6893,5264,-2255,11717,12,94202,40523,146454
2022-08-01,37964,-899,-2,-4791,7854,2162,10818,10,89411,48377,148616
2022-09-01,37964,-552,0,-2186,7498,4760,10266,10,87225,55875,153376
2022-10-01,37964,-436,0,-1815,5229,2978,9830,10,85410,61104,156354
2022-11-01,37964,-444,0,-1475,4969,3050,9386,10,83935,66073,159404
2022-12-01,37964,-5667,0,-3790,6763,-2694,3719,10,80145,72836,156710
2023-01-01,37964,-173,0,-66,6824,6585,3546,10,80079,79660,163295
2023-02-01,37964,-140,0,-1741,6479,4598,3406,10,78338,86139,167893
2023-03-01,37964,-158,0,-2497,7230,4575,3248,10,75841,93369,172468
2023-04-01,37964,-133,0,-2266,6559,4160,3115,10,73575,99928,176628
2023-05-01,37964,-123,0,-1232,8395,7040,2992,10,72343,108323,183668
2023-06-01,37964,-122,-1,935,5950,6762,2870,9,73285,114276,190440
2023-07-01,37964,-111,0,-1611,5633,3911,2759,9,71669,119905,194342
2023-08-01,37964,-105,0,-527,7341,6709,2654,9,71142,127246,201051
2023-09-23,37964,-120,0,-1078,7583,6385,2534,9,70064,134829,207436
2023-10-01,37964,-1799,0,-1767,5494,1928,735,9,68301,140327,209372
2023-11-01,37964,-117,0,-3676,8513,4720,618,9,64622,148836,214085
2023-12-01,37964,-26,0,-3818,8592,4748,592,9,60804,157428,218833
2022-01-01,40484,81,1,120,315,517,748,3,1709,2528,4988
2022-02-01,40484,34,0,49,500,583,782,3,1758,3028,5571
2022-03-01,40484,27,0,160,372,559,809,3,1918,3400,6130
2022-04-01,40484,-36,0,26,313,303,773,3,1944,3713,6433
2022-05-01,40484,-22,0,-36,160,102,751,3,1908,3873,6535
2022-06-01,40484,-24,0,30,256,262,727,3,1938,4129,6797
2022-07-01,40484,-25,-1,73,364,411,702,2,2011,4493,7208
2022-08-01,40484,-41,0,53,378,390,661,2,2064,4871,7598
2022-09-01,40484,-29,0,144,354,469,632,2,2208,5225,8067
2022-10-01,40484,-19,0,-3,232,210,613,2,2205,5457,8277
2022-11-01,40484,-18,0,-22,152,112,595,2,2183,5609,8389
2022-12-01,40484,-320,0,0,287,-33,275,2,2183,5896,8356
2023-01-01,40484,-3,0,65,315,377,272,2,2248,6211,8733
2023-02-01,40484,-11,0,-19,280,250,261,2,2229,6491,8983
2023-03-01,40484,0,-1,-75,348,272,261,1,2154,6839,9255
2023-04-01,40484,-3,0,-39,312,270,258,1,2115,7151,9525
2023-05-01,40484,-6,0,16,491,501,252,1,2131,7642,10026
2023-06-01,40484,-7,0,-29,353,317,245,1,2102,7995,10343
2023-07-01,40484,-5,0,62,319,376,240,1,2164,8314,10719
2023-08-01,40484,-1,0,-12,312,299,239,1,2152,8626,11018
2023-09-23,40484,-126,0,-53,-248,-427,113,1,2099,8378,10591
2023-10-01,40484,-9,0,-40,432,383,104,1,2059,8810,10974
2023-11-01,40484,3,0,-148,431,286,107,1,1911,9241,11260
2023-12-01,40484,0,0,-93,303,210,107,1,1818,9544,11470
2022-01-01,41304,1409,0,502,1020,2931,14795,0,8568,10319,33682
2022-02-01,41304,1497,0,64,565,2126,16292,0,8632,10884,35808
2022-03-01,41304,1823,0,639,540,3002,18115,0,9271,11424,38810
2022-04-01,41304,1382,0,393,806,2581,19497,0,9664,12230,41391
2022-05-01,41304,2122,0,-145,886,2863,21619,0,9519,13116,44254
2022-06-01,41304,2336,0,-66,979,3249,23955,0,9453,14095,47503
2022-07-01,41304,2670,0,-252,1253,3671,26625,0,9201,15348,51174
2022-08-01,41304,2333,0,-760,698,2271,28958,0,8441,16046,53445
2022-09-01,41304,1902,0,374,43,2319,30860,0,8815,16089,55764
2022-10-01,41304,2141,0,569,889,3599,33001,0,9384,16978,59363
2022-11-01,41304,1698,0,570,905,3173,34699,0,9954,17883,62536
2022-12-01,41304,1726,0,749,1060,3535,36425,0,10703,18943,66071
2023-01-01,41304,1330,0,-925,-478,-73,37755,0,9778,18465,65998
2023-02-01,41304,747,0,-234,1212,1725,38502,0,9544,19677,67723
2023-03-01,41304,1403,0,-525,1198,2076,39905,0,9019,20875,69799
2023-04-01,41304,996,0,-341,1522,2177,40901,0,8678,22397,71976
2023-05-01,41304,890,0,-177,1779,2492,41791,0,8501,24176,74468
2023-06-01,41304,1261,1,299,1413,2974,43052,1,8800,25589,77442
2023-07-01,41304,625,0,245,1088,1958,43677,1,9045,26677,79400
2023-08-01,41304,1148,0,362,1421,2931,44825,1,9407,28098,82331
2023-09-23,41304,1444,0,179,1638,3261,46269,1,9586,29736,85592
2023-10-01,41304,955,-1,-11,1172,2115,47224,0,9575,30908,87707
2023-11-01,41304,836,0,-630,2045,2251,48060,0,8945,32953,89958
2023-12-01,41304,-913,0,-668,2475,894,47147,0,8277,35428,90852
2022-01-01,41884,502,0,-148,1502,1856,3551,6,12597,9772,25926
2022-02-01,41884,301,0,93,1047,1441,3852,6,12690,10819,27367
2022-03-01,41884,95,0,316,2012,2423,3947,6,13006,12831,29790
2022-04-01,41884,-108,0,213,1748,1853,3839,6,13219,14579,31643
2022-05-01,41884,-108,0,177,2275,2344,3731,6,13396,16854,33987
2022-06-01,41884,-66,0,-299,1638,1273,3665,6,13097,18492,35260
2022-07-01,41884,-76,-2,-719,2069,1272,3589,4,12377,20561,36531
2022-08-01,41884,-118,0,-984,2080,978,3471,4,11393,22641,37509
2022-09-01,41884,-77,0,188,1370,1481,3394,4,11581,24011,38990
2022-10-01,41884,-69,0,89,867,887,3325,4,11670,24878,39877
2022-11-01,41884,-83,0,-948,384,-647,3242,4,10722,25262,39230
2022-12-01,41884,-1595,0,-235,401,-1429,1647,4,10487,25663,37801
2023-01-01,41884,-33,0,985,1081,2033,1614,4,11472,26743,39833
2023-02-01,41884,-35,0,376,1088,1429,1579,4,11848,27831,41262
2023-03-01,41884,-41,0,462,1488,1909,1538,4,12310,29319,43171
2023-04-01,41884,-31,0,158,1845,1972,1507,4,12468,31164,45143
2023-05-01,41884,-28,0,719,206,897,1479,4,13187,31370,46040
2023-06-01,41884,-23,0,-143,1840,1674,1456,4,13047,33226,47733
2023-07-01,41884,-32,0,31,2306,2305,1424,4,13074,35512,50014
2023-08-01,41884,-35,0,975,2717,3657,1389,4,14049,38229,53671
2023-09-23,41884,-36,-1,311,1424,1698,1353,3,14360,39653,55369
2023-10-01,41884,-25,-1,389,1627,1990,1328,2,14752,41301,57383
2023-11-01,41884,-32,0,-202,2580,2346,1296,2,14548,43862,59708
2023-12-01,41884,-712,0,-893,1199,-406,584,2,13655,45061,59302
2022-01-01,42034,59,0,-17,129,171,456,0,822,1276,2554
2022-02-01,42034,42,0,8,-51,-1,498,0,830,1225,2553
2022-03-01,42034,19,0,68,236,323,517,0,898,1461,2876
2022-04-01,42034,-12,0,100,165,253,505,0,998,1626,3129
2022-05-01,42034,-19,0,89,216,286,486,0,1087,1842,3415
2022-06-01,42034,-13,0,-29,77,35,473,0,1058,1918,3449
2022-07-01,42034,-10,0,-126,108,-28,463,0,932,2026,3421
2022-08-01,42034,-15,0,-114,128,-1,448,0,818,2154,3420
2022-09-01,42034,-14,0,9,115,110,434,0,827,2269,3530
2022-10-01,42034,-4,0,1,173,170,430,0,828,2442,3700
2022-11-01,42034,-13,0,-48,66,5,417,0,780,2508,3705
2022-12-01,42034,-245,0,-3,108,-140,172,0,777,2616,3565
2023-01-01,42034,-2,0,82,117,197,170,0,859,2733,3762
2023-02-01,42034,-5,0,107,114,216,165,0,966,2847,3978
2023-03-01,42034,-1,0,-54,181,126,164,0,911,3028,4103
2023-04-01,42034,-1,0,-25,179,153,163,0,886,3207,4256
2023-05-01,42034,-7,0,16,49,58,156,0,902,3256,4314
2023-06-01,42034,-3,0,-36,144,105,153,0,866,3400,4419
2023-07-01,42034,-3,0,19,174,190,150,0,885,3574,4609
2023-08-01,42034,-6,0,5,217,216,144,0,890,3791,4825
2023-09-23,42034,-1,0,3,177,179,143,0,893,3968,5004
2023-10-01,42034,-4,0,36,142,174,139,0,929,4110,5178
2023-11-01,42034,-5,0,-52,162,105,134,0,877,4272,5283
2023-12-01,42034,-78,0,-53,82,-49,56,0,824,4354,5234
2022-01-01,42644,889,0,430,974,2293,7898,16,19249,11651,38814
2022-02-01,42644,617,0,897,539,2053,8515,16,20146,12190,40867
2022-03-01,42644,191,0,1448,1227,2866,8706,16,21594,13417,43733
2022-04-01,42644,-271,-1,-1097,1586,217,8435,15,20498,15004,43952
2022-05-01,42644,-282,0,144,1974,1836,8153,15,20642,16978,45788
2022-06-01,42644,-214,-1,73,1308,1166,7939,14,20715,18286,46954
2022-07-01,42644,-209,0,113,1614,1518,7730,14,20827,19900,48471
2022-08-01,42644,-380,0,207,1189,1016,7350,14,21034,21089,49487
2022-09-01,42644,-241,0,661,1625,2045,7109,14,21695,22714,51532
2022-10-01,42644,-284,0,555,1802,2073,6825,14,22250,24516,53605
2022-11-01,42644,-378,0,-283,1037,376,6447,14,21967,25553,53981
2022-12-01,42644,-3429,0,-564,2061,-1932,3018,14,21403,27614,52049
2023-01-01,42644,-166,0,202,2138,2174,2852,14,21605,29752,54223
2023-02-01,42644,-38,0,-157,2358,2163,2814,14,21448,32110,56386
2023-03-01,42644,-49,0,-291,3071,2731,2765,14,21157,35181,59117
2023-04-01,42644,-66,0,33,2118,2085,2699,14,21190,37299,61202
2023-05-01,42644,-61,0,-103,2150,1986,2638,14,21087,39449,63188
2023-06-01,42644,-62,0,-17,1706,1627,2576,14,21071,41155,64816
2023-07-01,42644,-39,0,200,1853,2014,2537,14,21270,43008,66829
2023-08-01,42644,-66,0,942,1855,2731,2471,14,22212,44863,69560
2023-09-23,42644,-77,0,1220,1320,2463,2394,14,23432,46183,72023
2023-10-01,42644,-1162,0,2018,546,1402,1232,14,25450,46729,73425
2023-11-01,42644,-120,-1,757,987,1623,1112,13,26207,47715,75047
2023-12-01,42644,-29,0,410,2367,2748,1083,13,26617,50082,77795
2022-01-01,45104,380,0,124,1203,1707,3137,8,11387,6569,21101
