Data Month,county,Net New Enrollments Alternative Verification Process,Net New Enrollments Verified by School,Net New Enrollments Lifeline,Net New Enrollments National Verifier Application,Net New Enrollments Total,Total Alternative Verification Process,Total Verified by School,Total Lifeline,Total National Verifier Application,Total Subscribers
2023-03-01,01035,0,0,-11,53,42,5,1,260,740,1006
2023-04-01,01035,0,0,-5,45,41,6,1,253,785,1045
2023-05-01,01035,0,0,-5,46,40,6,1,248,830,1087
2023-06-01,01035,0,0,-6,65,60,6,1,245,900,1152
2023-07-01,01035,0,0,7,29,36,6,1,250,926,1184
2023-08-01,01035,0,0,-3,31,28,6,1,246,958,1215
2023-09-23,01035,0,0,-20,-42,-62,6,1,227,917,1153
2023-10-01,01035,0,-1,-1,20,18,6,0,227,943,1177
2023-11-01,01035,0,0,-11,13,2,6,0,215,951,1173
2023-12-01,01035,0,0,-18,38,22,6,0,196,991,1193
2022-01-01,01037,11,0,3,15,30,220,0,95,169,482
2022-02-01,01037,14,0,2,9,27,235,0,97,178,508
2022-03-01,01037,12,0,7,12,31,246,0,102,190,539
2022-04-01,01037,19,0,5,5,31,264,0,109,194,569
2022-05-01,01037,30,0,-3,6,32,294,0,106,200,601
2022-06-01,01037,18,0,8,21,48,312,0,115,221,650
2022-07-01,01037,16,0,6,11,34,330,0,121,234,684
2022-08-01,01037,19,0,5,3,27,349,0,127,236,709
2022-09-01,01037,15,0,4,10,27,362,0,129,246,738
2022-10-01,01037,8,0,7,1,17,374,0,134,247,756
2022-11-01,01037,9,0,1,11,22,383,0,135,258,776
2022-12-01,01037,10,0,18,18,47,393,0,153,277,824
2023-01-01,01037,-8,0,4,88,83,383,0,160,365,907
2023-02-01,01037,20,0,8,50,79,403,0,168,418,987
2023-03-01,01037,22,0,-15,20,26,424,0,152,437,1013
2023-04-01,01037,19,0,-4,25,39,443,0,146,463,1054
2023-05-01,01037,18,0,-5,30,44,462,0,143,491,1098
2023-06-01,01037,24,0,4,0,28,485,0,145,493,1123
2023-07-01,01037,12,0,4,12,30,497,0,151,507,1153
2023-08-01,01037,18,0,4,7,27,514,0,155,512,1180
2023-09-23,01037,10,0,-2,-6,1,525,0,152,506,1182
2023-10-01,01037,-2,0,-6,39,30,524,0,145,544,1213
2023-11-01,01037,0,0,-18,15,-4,522,0,127,559,1210
2023-12-01,01037,-7,0,-11,29,11,516,0,117,588,1221
2022-01-01,01039,3,0,54,55,112,294,2,592,631,1518
2022-02-01,01039,-4,0,42,89,125,290,2,632,719,1647
2022-03-01,01039,-138,0,47,87,-3,154,2,679,808,1643
2022-04-01,01039,2,-1,20,32,54,156,1,699,839,1697
2022-05-01,01039,6,0,2,-18,-10,162,1,702,821,1687
2022-06-01,01039,4,0,-41,23,-16,166,1,659,845,1671
2022-07-01,01039,8,-1,-13,57,51,175,0,647,900,1721
2022-08-01,01039,10,0,-18,37,28,185,0,631,937,1752
2022-09-01,01039,7,0,-34,31,3,192,0,595,968,1752
2022-10-01,01039,0,0,12,3,15,192,0,605,971,1766
2022-11-01,01039,-1,0,32,68,97,191,0,636,1038,1865
2022-12-01,01039,4,0,8,120,132,195,0,644,1159,1997
2023-01-01,01039,-1,0,26,122,146,194,0,671,1281,2144
2023-02-01,01039,6,0,5,102,115,200,0,675,1383,2257
2023-03-01,01039,0,0,-4,192,187,200,0,671,1576,2445
2023-04-01,01039,9,0,6,129,144,209,0,676,1706,2589
2023-05-01,01039,6,0,-17,117,109,215,0,659,1823,2697
2023-06-01,01039,7,0,-17,70,61,222,0,643,1895,2760
2023-07-01,01039,6,0,-21,75,61,228,0,623,1966,2816
2023-08-01,01039,6,0,-10,99,94,234,0,611,2063,2910
2023-09-23,01039,-11,0,81,-9,60,223,0,692,2055,2969
2023-10-01,01039,7,0,-27,71,51,230,0,667,2130,3025
2023-11-01,01039,2,0,-50,108,65,232,0,617,2236,3084
2023-12-01,01039,8,0,-56,105,56,240,0,560,2341,3142
2022-01-01,01041,0,1,15,7,24,16,1,270,332,619
2022-02-01,01041,-2,0,8,-16,-10,15,1,276,315,608
2022-03-01,01041,-1,0,6,25,30,13,1,284,339,636
2022-04-01,01041,-6,0,20,-16,-3,7,1,303,323,633
2022-05-01,01041,-2,0,-7,11,2,5,1,297,335,637
2022-06-01,01041,0,0,-10,14,3,5,1,286,349,642
2022-07-01,01041,0,0,7,10,17,5,1,291,357,657
2022-08-01,01041,0,0,-13,-2,-13,5,1,280,356,642
2022-09-01,01041,0,0,-1,-6,-6,5,1,279,353,636
2022-10-01,01041,-1,0,7,14,20,4,1,284,367,656
2022-11-01,01041,1,0,-10,9,-1,5,1,275,375,654
2022-12-01,01041,0,0,5,66,73,5,1,281,442,727
2023-01-01,01041,1,0,16,34,50,6,1,296,473,778
2023-02-01,01041,-1,0,9,21,29,5,1,304,494,805
2023-03-01,01041,-1,0,2,116,116,4,1,306,608,918
2023-04-01,01041,0,0,-6,50,45,4,1,301,660,964
2023-05-01,01041,2,0,-14,18,5,6,1,287,679,970
2023-06-01,01041,-2,0,3,27,27,4,1,290,704,997
2023-07-01,01041,2,0,3,28,34,6,1,292,732,1030
2023-08-01,01041,0,0,-11,39,29,6,1,283,771,1055
2023-09-23,01041,0,0,44,-21,24,6,1,326,746,1080
2023-10-01,01041,0,-1,-5,-17,-23,6,0,320,732,1058
2023-11-01,01041,0,0,-7,23,17,6,0,314,753,1071
2023-12-01,01041,0,0,-16,39,21,6,0,296,792,1093
2022-01-01,01043,110,0,38,73,221,1360,2,413,831,2608
2022-02-01,01043,102,0,35,67,202,1462,2,447,898,2809
2022-03-01,01043,138,0,47,65,247,1598,2,494,963,3056
2022-04-01,01043,117,0,-2,65,180,1715,2,491,1026,3236
2022-05-01,01043,133,0,-13,14,134,1848,2,478,1039,3371
2022-06-01,01043,173,0,-13,75,234,2022,2,466,1111,3602
2022-07-01,01043,189,0,21,86,294,2211,2,487,1199,3898
2022-08-01,01043,143,0,-24,84,205,2353,2,465,1283,4103
2022-09-01,01043,146,0,43,51,240,2502,2,507,1336,4344
2022-10-01,01043,94,0,5,32,128,2594,2,509,1367,4474
2022-11-01,01043,89,0,0,72,159,2682,2,509,1437,4632
2022-12-01,01043,76,0,16,97,189,2758,2,524,1534,4821
2023-01-01,01043,7,0,28,104,140,2766,2,553,1639,4962
2023-02-01,01043,98,0,0,58,158,2865,2,554,1699,5121
2023-03-01,01043,115,0,-19,102,196,2979,2,534,1798,5317
2023-04-01,01043,65,0,-16,143,192,3044,2,519,1942,5508
2023-05-01,01043,119,0,-8,108,216,3163,2,511,2048,5725
2023-06-01,01043,90,0,8,89,188,3254,2,518,2137,5912
2023-07-01,01043,117,0,-9,119,226,3368,2,508,2257,6136
2023-08-01,01043,118,0,10,91,218,3487,2,519,2347,6355
2023-09-23,01043,122,0,-32,-1,91,3609,2,487,2347,6447
2023-10-01,01043,56,0,13,101,168,3663,2,499,2449,6614
2023-11-01,01043,32,0,-14,130,146,3696,2,486,2578,6761
2023-12-01,01043,-20,0,-54,178,103,3676,2,430,2755,6865
2022-01-01,01045,38,0,77,73,188,764,5,700,1106,2579
2022-02-01,01045,35,0,83,31,151,800,5,784,1139,2730
2022-03-01,01045,67,0,37,133,238,866,5,822,1273,2967
2022-04-01,01045,79,0,34,6,120,946,5,857,1279,3088
2022-05-01,01045,38,0,17,11,65,985,5,874,1290,3152
2022-06-01,01045,24,0,4,1,31,1008,5,877,1291,3183
2022-07-01,01045,63,-3,24,-11,74,1072,2,900,1281,3255
2022-08-01,01045,27,0,-51,39,14,1098,2,849,1319,3269
2022-09-01,01045,61,0,114,-61,114,1159,2,961,1259,3383
2022-10-01,01045,5,0,147,8,160,1164,2,1108,1268,3543
2022-11-01,01045,21,0,-80,31,-27,1184,2,1026,1300,3512
2022-12-01,01045,19,0,41,94,151,1202,2,1067,1391,3665
2023-01-01,01045,-24,0,52,65,91,1178,2,1119,1457,3758
2023-02-01,01045,43,0,7,70,118,1222,2,1122,1524,3875
2023-03-01,01045,47,0,-14,143,175,1269,2,1109,1667,4049
2023-04-01,01045,55,0,-13,82,124,1322,2,1096,1750,4173
2023-05-01,01045,61,0,-33,95,123,1384,2,1065,1846,4295
2023-06-01,01045,52,0,-21,76,106,1433,2,1041,1922,4401
2023-07-01,01045,38,0,-13,42,66,1472,2,1030,1963,4468
2023-08-01,01045,36,0,19,120,177,1506,2,1050,2082,4641
2023-09-23,01045,60,0,-39,15,34,1565,2,1011,2097,4675
2023-10-01,01045,26,-1,-36,35,24,1590,1,975,2130,4699
2023-11-01,01045,-1,0,-58,94,34,1590,1,915,2224,4734
2023-12-01,01045,-27,-1,-58,160,73,1563,0,859,2387,4806
2022-01-01,01047,125,-2,5,85,211,2090,31,1063,1741,4924
2022-02-01,01047,114,1,12,3,131,2205,32,1074,1745,5054
2022-03-01,01047,142,-1,34,21,192,2347,31,1107,1763,5245
2022-04-01,01047,105,0,-21,-123,-37,2453,31,1086,1641,5209
2022-05-01,01047,141,-1,-27,-56,59,2593,30,1060,1585,5266
2022-06-01,01047,92,-3,-47,-4,37,2685,27,1012,1584,5304
2022-07-01,01047,72,-3,-1,124,192,2757,24,1012,1707,5499
2022-08-01,01047,37,-1,-12,62,84,2794,23,996,1770,5581
2022-09-01,01047,74,0,93,-18,149,2869,23,1088,1752,5729
2022-10-01,01047,-91,-1,140,425,471,2777,23,1229,2177,6203
2022-11-01,01047,-44,0,70,240,266,2734,23,1298,2418,6470
2022-12-01,01047,75,-1,-2,110,181,2809,22,1296,2526,6649
2023-01-01,01047,-60,0,-34,18,-77,2749,22,1262,2542,6572
2023-02-01,01047,35,0,45,11,91,2784,22,1307,2554,6664
2023-03-01,01047,93,-3,-83,-39,-32,2877,19,1224,2513,6632
2023-04-01,01047,26,-1,-62,62,21,2904,18,1158,2575,6655
2023-05-01,01047,23,-3,67,76,161,2926,15,1225,2649,6818
2023-06-01,01047,31,-2,145,138,308,2957,13,1369,2785,7125
2023-07-01,01047,69,-1,-48,139,160,3026,12,1322,2924,7283
2023-08-01,01047,39,0,16,103,157,3064,12,1338,3027,7440
2023-09-23,01047,30,0,-71,73,32,3094,12,1269,3100,7472
2023-10-01,01047,-22,-3,-29,209,157,3073,9,1240,3308,7628
2023-11-01,01047,-17,0,-98,146,28,3056,9,1141,3453,7656
2023-12-01,01047,-17,0,-95,171,57,3039,9,1044,3621,7713
2022-01-01,01049,105,0,29,47,179,1059,6,430,838,2335
2022-02-01,01049,84,0,14,75,174,1144,6,443,915,2506
2022-03-01,01049,92,0,61,70,221,1236,6,507,982,2729
2022-04-01,01049,75,0,17,54,143,1311,6,523,1032,2872
2022-05-01,01049,108,0,26,20,154,1418,6,548,1053,3027
2022-06-01,01049,106,0,20,51,174,1523,6,568,1101,3200
2022-07-01,01049,96,-1,14,69,176,1618,5,580,1170,3378
2022-08-01,01049,102,0,8,52,160,1720,5,590,1225,3538
2022-09-01,01049,86,0,43,27,156,1806,5,633,1252,3695
2022-10-01,01049,57,0,-6,69,120,1863,5,627,1318,3813
2022-11-01,01049,14,0,5,32,48,1878,5,632,1349,3864
2022-12-01,01049,78,0,-16,47,107,1955,5,616,1395,3970
2023-01-01,01049,-7,0,28,103,125,1948,5,644,1500,4098
2023-02-01,01049,93,0,-5,68,157,2040,5,641,1569,4254
2023-03-01,01049,62,0,-16,102,148,2102,5,622,1672,4401
2023-04-01,01049,72,0,-17,112,168,2174,5,603,1787,4570
2023-05-01,01049,71,0,-12,115,176,2245,5,594,1902,4748
2023-06-01,01049,70,0,-15,96,151,2315,5,577,1999,4898
2023-07-01,01049,48,0,5,60,111,2363,5,585,2060,5013
2023-08-01,01049,66,0,-3,104,168,2429,5,579,2164,5178
2023-09-23,01049,44,0,15,-15,45,2472,5,596,2154,5224
2023-10-01,01049,18,0,-25,91,84,2491,5,572,2240,5309
2023-11-01,01049,-24,0,-29,128,78,2467,5,542,2372,5389
2023-12-01,01049,17,0,-44,142,116,2484,5,501,2513,5506
2022-01-01,01051,121,0,20,77,218,1508,3,542,863,2917
2022-02-01,01051,164,0,1,68,234,1673,3,542,930,3150
2022-03-01,01051,196,0,26,66,289,1868,3,568,998,3438
2022-04-01,01051,147,0,22,28,198,2016,3,590,1028,3636
2022-05-01,01051,192,0,-22,-26,144,2208,3,568,1001,3779
2022-06-01,01051,123,0,8,53,183,2331,3,574,1053,3960
2022-07-01,01051,155,-1,26,69,250,2487,2,599,1123,4211
2022-08-01,01051,130,0,-8,37,159,2614,2,593,1163,4370
2022-09-01,01051,127,0,31,16,175,2741,2,624,1178,4545
2022-10-01,01051,77,0,52,30,158,2818,2,677,1209,4704
2022-11-01,01051,45,0,30,53,128,2863,2,707,1261,4833
2022-12-01,01051,77,0,-15,94,154,2940,2,691,1356,4987
2023-01-01,01051,-110,0,1,146,37,2829,2,691,1500,5022
2023-02-01,01051,133,-1,22,128,283,2963,1,715,1628,5305
2023-03-01,01051,85,1,-19,113,181,3047,2,696,1740,5485
2023-04-01,01051,60,0,-19,220,259,3108,2,678,1959,5745
2023-05-01,01051,26,0,-2,123,147,3133,2,677,2082,5893
2023-06-01,01051,81,0,-19,92,152,3212,2,658,2174,6046
2023-07-01,01051,47,0,-18,89,118,3259,2,640,2262,6164
2023-08-01,01051,96,0,-8,169,258,3355,2,631,2433,6422
2023-09-23,01051,161,0,-15,44,189,3515,2,617,2477,6609
2023-10-01,01051,31,0,-11,106,126,3546,2,605,2581,6736
2023-11-01,01051,-32,0,-39,166,97,3515,2,566,2749,6833
2023-12-01,01051,11,0,-41,195,163,3525,2,526,2943,6995
2022-01-01,01053,4,0,105,34,144,276,4,522,600,1405
2022-02-01,01053,-1,0,15,46,61,275,4,537,646,1464
2022-03-01,01053,-161,0,25,76,-61,115,4,562,723,1404
2022-04-01,01053,-2,-1,-3,156,150,113,3,559,880,1554
2022-05-01,01053,4,0,5,10,19,117,3,564,888,1573
2022-06-01,01053,0,0,-51,55,5,117,3,514,943,1577
2022-07-01,01053,11,-2,22,95,125,128,1,534,1038,1704
2022-08-01,01053,12,0,-16,98,94,140,1,518,1137,1797
2022-09-01,01053,7,-1,36,93,136,147,0,554,1231,1935
2022-10-01,01053,3,0,62,90,152,150,0,616,1319,2088
2022-11-01,01053,-2,0,66,112,178,148,0,683,1431,2264
2022-12-01,01053,11,0,22,117,148,159,0,704,1546,2412
2023-01-01,01053,0,0,-10,131,121,159,0,695,1678,2534
2023-02-01,01053,6,0,45,156,206,165,0,739,1834,2739
2023-03-01,01053,3,0,-49,43,-1,168,0,690,1876,2737
2023-04-01,01053,5,0,-55,53,3,173,0,636,1929,2740
2023-05-01,01053,-3,0,-20,68,44,170,0,617,1997,2784
2023-06-01,01053,-3,0,-15,74,55,167,0,601,2071,2839
2023-07-01,01053,12,0,-24,86,73,179,0,576,2157,2913
2023-08-01,01053,0,0,-21,86,66,179,0,556,2243,2977
2023-09-23,01053,2,0,-39,-10,-46,181,0,517,2231,2930
2023-10-01,01053,-6,0,-29,68,33,175,0,488,2300,2963
2023-11-01,01053,10,0,-23,88,72,185,0,463,2387,3036
2023-12-01,01053,0,0,-31,71,39,185,0,432,2457,3076
2022-01-01,01055,97,0,151,136,384,944,4,1111,1582,3644
2022-02-01,01055,50,0,80,176,305,995,4,1190,1758,3947
2022-03-01,01055,46,0,126,242,413,1039,4,1317,1999,4360
2022-04-01,01055,-5,0,19,282,296,1034,4,1336,2279,4655
2022-05-01,01055,14,0,-1,70,83,1048,4,1334,2351,4739
2022-06-01,01055,24,0,40,235,299,1072,4,1373,2587,5036
2022-07-01,01055,59,0,12,186,256,1131,4,1385,2770,5290
2022-08-01,01055,24,0,-19,58,62,1155,4,1367,2826,5352
2022-09-01,01055,36,0,228,97,360,1190,4,1595,2922,5712
2022-10-01,01055,19,0,176,44,241,1210,4,1772,2967,5952
2022-11-01,01055,21,0,-55,66,32,1231,4,1715,3032,5983
2022-12-01,01055,-156,-2,26,115,-16,1076,3,1742,3149,5969
2023-01-01,01055,13,0,122,122,257,1088,3,1864,3269,6223
2023-02-01,01055,63,0,-8,228,280,1151,3,1855,3495,6503
2023-03-01,01055,45,0,-1,370,414,1194,3,1854,3863,6917
2023-04-01,01055,25,0,-70,234,188,1220,3,1783,4095,7104
2023-05-01,01055,42,0,-29,177,190,1262,3,1754,4273,7294
2023-06-01,01055,36,0,80,219,334,1296,3,1836,4491,7625
2023-07-01,01055,35,0,-39,171,166,1332,3,1796,4660,7791
2023-08-01,01055,41,0,7,146,195,1373,3,1805,4805,7987
2023-09-23,01055,3,0,-41,-30,-68,1376,3,1763,4776,7918
2023-10-01,01055,10,0,-63,128,75,1386,3,1697,4904,7993
2023-11-01,01055,22,0,-99,225,148,1408,3,1600,5128,8140
2023-12-01,01055,0,0,-102,308,206,1408,3,1500,5435,8346
2022-01-01,01057,24,0,12,21,56,242,3,104,205,555
2022-02-01,01057,26,0,6,16,49,267,3,111,220,601
2022-03-01,01057,23,0,15,10,48,291,3,125,231,651
2022-04-01,01057,28,-1,16,12,54,319,2,142,248,709
2022-05-01,01057,28,0,-1,-21,6,347,2,140,227,716
2022-06-01,01057,16,0,10,16,41,362,2,150,243,758
2022-07-01,01057,17,0,10,20,46,381,1,160,263,804
2022-08-01,01057,0,0,41,23,63,380,1,200,284,866
2022-09-01,01057,18,0,21,12,51,397,1,221,296,919
2022-10-01,01057,11,0,-2,5,15,408,1,221,302,931
2022-11-01,01057,29,0,13,9,48,436,1,235,311,981
2022-12-01,01057,13,0,1,-4,12,450,1,235,307,993
2023-01-01,01057,15,-1,-8,36,40,466,0,227,341,1034
2023-02-01,01057,14,0,12,19,44,480,0,239,359,1078
2023-03-01,01057,8,0,-12,28,24,488,0,229,385,1103
2023-04-01,01057,16,0,-3,23,37,504,0,226,409,1139
2023-05-01,01057,21,0,-3,21,38,525,0,222,430,1178
2023-06-01,01057,10,0,-7,31,32,535,0,216,459,1211
2023-07-01,01057,1,0,19,33,53,535,0,236,494,1263
2023-08-01,01057,13,0,-1,22,35,548,0,236,516,1300
2023-09-23,01057,9,0,-17,2,-7,556,0,217,518,1292
2023-10-01,01057,-4,0,-4,35,27,552,0,215,553,1320
2023-11-01,01057,5,0,-20,40,26,558,0,194,593,1347
2023-12-01,01057,-11,0,-22,49,17,549,0,172,643,1363
2022-01-01,01059,41,0,10,37,87,786,7,230,306,1328
2022-02-01,01059,61,0,4,34,99,849,7,233,340,1428
2022-03-01,01059,42,0,27,35,102,889,7,260,374,1530
2022-04-01,01059,17,0,11,62,92,908,7,271,436,1620
2022-05-01,01059,32,0,0,184,213,938,7,272,619,1837
2022-06-01,01059,45,0,-5,49,88,985,7,266,668,1926
2022-07-01,01059,32,0,7,38,78,1016,7,274,706,2003
2022-08-01,01059,32,0,14,38,83,1049,7,287,743,2086
2022-09-01,01059,28,0,63,13,105,1076,7,350,757,2191
2022-10-01,01059,11,0,19,16,47,1089,7,369,773,2238
2022-11-01,01059,33,0,20,3,57,1120,7,390,777,2292
2022-12-01,01059,29,0,-13,45,61,1150,7,378,822,2357
2023-01-01,01059,-23,-1,-5,34,6,1126,6,373,855,2360
2023-02-01,01059,39,0,-8,23,54,1165,6,363,880,2414
2023-03-01,01059,56,0,-21,26,60,1221,6,342,905,2476
2023-04-01,01059,41,0,3,40,83,1263,6,345,945,2558
2023-05-01,01059,76,0,-15,39,97,1337,6,330,984,2655
2023-06-01,01059,27,0,-13,77,92,1365,6,318,1061,2748
2023-07-01,01059,23,-1,-22,47,45,1387,5,296,1106,2793
2023-08-01,01059,34,-1,-13,38,59,1422,4,284,1143,2852
2023-09-23,01059,19,0,-3,17,33,1440,4,281,1160,2885
2023-10-01,01059,1,-1,-17,72,54,1441,3,264,1232,2939
2023-11-01,01059,-7,0,-20,50,23,1434,3,242,1281,2963
2023-12-01,01059,10,0,-18,74,66,1444,3,224,1358,3029
2022-01-01,01061,46,0,39,54,141,654,2,384,483,1522
2022-02-01,01061,17,0,1,62,81,671,2,383,547,1603
2022-03-01,01061,39,-1,11,165,216,709,1,395,710,1817
2022-04-01,01061,25,0,-10,44,58,735,1,386,753,1876
2022-05-01,01061,45,0,-19,9,35,779,1,368,762,1912
2022-06-01,01061,69,0,-8,40,100,848,1,360,800,2011
2022-07-01,01061,44,0,-18,15,44,892,1,344,817,2054
2022-08-01,01061,42,0,-20,5,24,934,1,323,819,2078
2022-09-01,01061,34,0,10,0,46,970,1,333,822,2124
2022-10-01,01061,19,0,34,12,63,988,1,367,832,2189
2022-11-01,01061,-17,0,14,2,1,971,1,383,834,2190
2022-12-01,01061,23,0,12,52,87,994,1,397,886,2278
2023-01-01,01061,-5,0,18,52,67,989,1,413,940,2345
2023-02-01,01061,31,0,26,44,101,1020,1,441,982,2446
2023-03-01,01061,41,0,-12,35,63,1061,1,430,1020,2511
2023-04-01,01061,25,0,-14,90,100,1087,1,415,1107,2610
2023-05-01,01061,43,0,-19,33,57,1129,1,394,1143,2666
2023-06-01,01061,36,0,-7,39,68,1164,1,390,1181,2737
2023-07-01,01061,28,0,-14,43,57,1193,1,375,1223,2793
2023-08-01,01061,30,0,2,21,52,1223,1,377,1243,2843
2023-09-23,01061,57,0,-27,-26,3,1278,1,350,1217,2845
2023-10-01,01061,9,-1,-15,11,3,1288,0,335,1227,2850
2023-11-01,01061,2,0,-18,68,53,1291,0,316,1296,2903
2023-12-01,01061,2,0,-22,69,49,1292,0,291,1365,2951
2022-01-01,01063,0,0,8,13,21,8,0,140,156,303
2022-02-01,01063,-2,0,4,32,34,6,0,144,188,337
2022-03-01,01063,0,0,16,13,29,6,0,159,201,365
2022-04-01,01063,-1,0,5,11,15,5,0,160,211,377
2022-05-01,01063,0,0,33,28,61,5,0,194,238,438
2022-06-01,01063,0,0,18,3,21,5,0,212,242,459
2022-07-01,01063,0,0,-14,23,9,5,0,198,266,469
2022-08-01,01063,-1,0,17,5,21,4,0,215,271,490
2022-09-01,01063,0,0,4,5,9,5,0,219,276,501
2022-10-01,01063,0,0,24,31,56,6,0,243,307,556
2022-11-01,01063,0,0,32,7,39,5,0,275,314,595
2022-12-01,01063,0,0,5,8,13,5,0,280,322,609
2023-01-01,01063,0,0,7,47,54,4,0,287,371,663
2023-02-01,01063,0,0,6,40,46,5,0,293,411,710
2023-03-01,01063,0,0,-12,26,15,5,0,280,440,724
2023-04-01,01063,0,0,2,31,33,6,0,282,471,758
2023-05-01,01063,0,0,-8,74,66,6,0,274,545,824
2023-06-01,01063,-1,0,22,15,36,6,0,300,576,884
2023-07-01,01063,-1,0,-16,48,31,5,0,280,610,895
2023-08-01,01063,0,0,15,6,21,5,0,295,617,917
2023-09-23,01063,0,0,-2,-6,-8,5,0,293,610,908
2023-10-01,01063,0,0,-20,30,10,6,0,277,660,944
2023-11-01,01063,1,0,-17,35,19,6,0,256,678,940
2023-12-01,01063,0,0,-30,41,11,6,0,225,719,949
2022-01-01,01065,4,0,5,31,40,126,5,162,291,583
2022-02-01,01065,-2,0,10,29,38,124,5,171,319,622
2022-03-01,01065,-25,0,158,63,196,99,5,328,382,814
2022-04-01,01065,3,0,30,24,58,102,5,361,406,873
2022-05-01,01065,-1,0,12,0,11,101,5,373,406,884
2022-06-01,01065,6,0,23,28,57,107,5,396,434,941
2022-07-01,01065,3,-1,-9,66,59,110,4,387,500,1000
2022-08-01,01065,3,0,19,7,29,113,4,406,508,1029
2022-09-01,01065,5,0,169,-11,162,118,4,574,495,1192
2022-10-01,01065,2,0,158,59,218,120,4,730,555,1410
2022-11-01,01065,-2,0,38,80,116,117,4,769,637,1524
2022-12-01,01065,8,0,-44,22,-13,125,4,724,658,1512
2023-01-01,01065,-8,0,-38,118,73,118,4,685,775,1584
2023-02-01,01065,10,-1,-26,74,56,127,3,659,849,1638
2023-03-01,01065,7,0,-30,59,33,134,3,628,908,1674
2023-04-01,01065,4,0,-22,58,41,139,3,607,965,1714
2023-05-01,01065,27,0,-30,16,12,165,3,575,982,1725
2023-06-01,01065,36,0,5,29,70,202,3,581,1009,1795
2023-07-01,01065,41,0,-37,24,28,242,3,545,1034,1824
2023-08-01,01065,18,0,-27,31,23,260,3,519,1063,1845
2023-09-23,01065,32,0,-22,36,46,292,3,497,1099,1892
2023-10-01,01065,24,0,-27,76,74,317,3,470,1176,1965
2023-11-01,01065,9,-1,-38,33,3,326,2,431,1208,1967
2023-12-01,01065,-2,0,-78,67,-14,324,2,353,1276,1955
2022-01-01,01067,3,0,17,17,36,89,2,234,262,587
2022-02-01,01067,-4,0,12,22,30,84,2,249,285,618
2022-03-01,01067,1,0,12,25,38,84,2,260,310,655
2022-04-01,01067,-6,0,1,27,23,78,2,261,338,678
2022-05-01,01067,-2,0,0,11,10,76,2,260,349,689
2022-06-01,01067,-7,0,-18,14,-11,70,2,242,364,678
2022-07-01,01067,4,0,26,29,58,74,2,270,393,736
2022-08-01,01067,-1,0,1,-4,-3,74,2,269,388,732
2022-09-01,01067,0,0,11,12,23,74,2,281,398,755
2022-10-01,01067,1,0,29,7,38,75,2,310,406,794
2022-11-01,01067,-2,0,6,33,37,74,2,317,437,831
2022-12-01,01067,-19,0,9,19,10,55,2,327,459,841
2023-01-01,01067,-2,0,21,31,50,53,2,346,490,892
2023-02-01,01067,1,0,2,33,37,54,2,349,524,929
2023-03-01,01067,-3,0,-6,29,21,51,2,343,554,949
2023-04-01,01067,-1,0,-23,48,24,50,2,320,601,974
2023-05-01,01067,1,0,-11,45,36,52,2,310,647,1009
2023-06-01,01067,2,0,-15,32,19,54,2,294,679,1030
2023-07-01,01067,4,0,-8,11,7,58,2,286,691,1036
2023-08-01,01067,0,0,1,46,46,58,2,286,737,1083
2023-09-23,01067,-4,0,-8,19,6,54,2,277,755,1090
2023-10-01,01067,-1,0,-8,16,8,53,2,269,772,1097
2023-11-01,01067,2,0,-14,49,37,55,2,256,821,1133
2023-12-01,01067,-2,0,-20,37,17,53,2,234,860,1151
2022-01-01,01069,68,0,97,159,324,1363,6,1812,1934,5118
2022-02-01,01069,51,0,148,113,311,1413,6,1963,2047,5429
2022-03-01,01069,91,0,109,210,410,1505,6,2072,2259,5839
2022-04-01,01069,-16,-2,80,335,397,1489,4,2152,2593,6235
2022-05-01,01069,49,0,-44,31,35,1537,4,2108,2624,6270
2022-06-01,01069,30,0,-152,226,103,1566,4,1954,2850,6373
2022-07-01,01069,36,-1,19,267,321,1603,3,1973,3114,6693
2022-08-01,01069,8,0,-152,88,-54,1612,3,1822,3204,6641
2022-09-01,01069,72,0,241,19,331,1683,3,2064,3222,6972
2022-10-01,01069,7,0,295,33,335,1690,3,2360,3257,7307
2022-11-01,01069,-35,0,27,126,117,1654,3,2384,3381,7425
2022-12-01,01069,-86,0,24,350,290,1569,3,2409,3734,7715
2023-01-01,01069,-59,0,208,181,329,1510,3,2618,3913,8042
2023-02-01,01069,61,0,15,194,270,1570,3,2633,4108,8312
2023-03-01,01069,33,0,-50,269,252,1603,3,2583,4378,8565
2023-04-01,01069,16,1,-164,261,114,1618,4,2417,4639,8677
2023-05-01,01069,60,-1,-113,224,171,1679,3,2306,4861,8850
2023-06-01,01069,74,0,-67,227,236,1756,3,2239,5089,9084
2023-07-01,01069,14,1,-41,231,204,1768,4,2196,5320,9287
2023-08-01,01069,47,0,-91,320,276,1815,4,2105,5640,9567
2023-09-23,01069,11,0,-128,63,-52,1828,4,1980,5703,9515
2023-10-01,01069,4,0,-99,315,219,1832,4,1881,6020,9733
2023-11-01,01069,-11,-1,-101,262,152,1822,3,1779,6282,9885
2023-12-01,01069,-6,0,-160,344,178,1815,3,1621,6627,10063
2022-01-01,01071,29,-1,45,20,92,462,74,331,526,1393
2022-02-01,01071,59,-3,21,31,107,522,72,352,554,1502
2022-03-01,01071,36,0,21,56,113,557,72,372,612,1614
2022-04-01,01071,21,-1,9,28,60,578,71,382,641,1673
