Data Month,county,Net New Enrollments Alternative Verification Process,Net New Enrollments Verified by School,Net New Enrollments Lifeline,Net New Enrollments National Verifier Application,Net New Enrollments Total,Total Alternative Verification Process,Total Verified by School,Total Lifeline,Total National Verifier Application,Total Subscribers
2023-12-01,13289,4,0,-17,31,19,209,0,266,514,987
2022-01-01,13291,0,0,5,19,24,0,0,176,187,362
2022-02-01,13291,0,0,5,14,19,0,0,182,201,382
2022-03-01,13291,0,0,10,10,20,0,0,192,210,401
2022-04-01,13291,0,0,-8,9,1,0,0,184,220,403
2022-05-01,13291,0,0,2,8,12,0,0,186,228,414
2022-06-01,13291,0,0,4,11,15,0,0,190,239,429
2022-07-01,13291,0,0,4,22,26,0,0,195,260,455
2022-08-01,13291,1,0,-1,63,63,1,0,194,323,517
2022-09-01,13291,0,0,4,30,33,1,0,198,352,550
2022-10-01,13291,0,0,16,11,27,1,0,213,363,578
2022-11-01,13291,0,0,8,25,33,1,0,221,387,611
2022-12-01,13291,-1,0,-5,22,16,0,0,217,409,626
2023-01-01,13291,0,0,3,27,29,0,0,219,436,654
2023-02-01,13291,0,0,-10,21,11,0,0,209,456,665
2023-03-01,13291,0,0,-8,34,26,0,0,202,489,691
2023-04-01,13291,0,0,-5,28,23,0,0,197,518,714
2023-05-01,13291,0,0,3,35,38,0,0,199,553,752
2023-06-01,13291,0,0,2,19,21,0,0,202,572,773
2023-07-01,13291,0,0,-5,2,-3,0,0,197,574,770
2023-08-01,13291,1,0,-9,24,16,1,0,188,598,787
2023-09-23,13291,0,0,-1,-8,-9,1,0,188,590,778
2023-10-01,13291,-1,0,-7,10,2,0,0,181,600,780
2023-11-01,13291,0,0,4,30,33,0,0,184,628,814
2023-12-01,13291,0,0,-14,22,9,0,0,172,651,822
2022-01-01,13293,96,0,81,59,234,1082,22,440,557,2104
2022-02-01,13293,56,0,70,-8,118,1138,22,510,549,2221
2022-03-01,13293,129,-1,46,26,199,1266,21,558,575,2420
2022-04-01,13293,61,1,4,17,84,1327,22,562,592,2504
2022-05-01,13293,65,1,-33,-28,6,1392,23,530,565,2511
2022-06-01,13293,74,0,-39,80,115,1466,23,490,644,2625
2022-07-01,13293,75,0,22,79,175,1542,23,512,724,2801
2022-08-01,13293,61,-1,38,97,196,1603,22,549,820,2996
2022-09-01,13293,62,0,30,20,112,1666,22,580,841,3108
2022-10-01,13293,22,-1,79,38,140,1688,21,659,879,3246
2022-11-01,13293,8,0,62,33,100,1695,21,719,911,3348
2022-12-01,13293,42,-1,11,32,84,1737,20,730,943,3432
2023-01-01,13293,55,0,13,76,143,1792,20,741,1020,3574
2023-02-01,13293,82,-1,-39,56,98,1874,19,703,1075,3672
2023-03-01,13293,78,0,-15,60,125,1953,19,691,1134,3798
2023-04-01,13293,49,0,-10,36,76,2001,19,682,1171,3872
2023-05-01,13293,52,0,-18,122,157,2055,19,664,1293,4028
2023-06-01,13293,54,0,-2,94,146,2107,19,660,1388,4175
2023-07-01,13293,37,0,-11,121,147,2144,19,650,1508,4322
2023-08-01,13293,25,0,-17,135,143,2169,19,633,1644,4466
2023-09-23,13293,32,0,-3,31,60,2201,19,630,1674,4525
2023-10-01,13293,43,0,-17,6,32,2244,19,612,1680,4555
2023-11-01,13293,-11,-2,-24,57,20,2233,17,587,1738,4575
2023-12-01,13293,-7,-1,-14,78,60,2226,16,573,1817,4635
2022-01-01,13295,28,0,44,65,138,331,1,1216,544,2093
2022-02-01,13295,3,0,37,148,190,335,1,1254,695,2283
2022-03-01,13295,8,0,84,104,198,343,1,1340,800,2482
2022-04-01,13295,-15,0,-85,91,-10,329,1,1255,891,2473
2022-05-01,13295,-9,0,24,94,108,321,1,1278,985,2583
2022-06-01,13295,-4,0,15,95,106,317,1,1293,1079,2691
2022-07-01,13295,-7,-1,-26,111,77,311,0,1267,1189,2769
2022-08-01,13295,-11,0,-29,85,45,301,0,1238,1277,2813
2022-09-01,13295,-5,0,65,73,133,295,0,1301,1349,2949
2022-10-01,13295,-3,0,34,91,123,297,0,1334,1441,3071
2022-11-01,13295,-5,0,16,32,44,291,0,1352,1473,3116
2022-12-01,13295,-105,0,50,74,20,187,0,1399,1547,3135
2023-01-01,13295,1,0,29,70,104,189,0,1430,1619,3237
2023-02-01,13295,5,0,2,73,79,193,0,1431,1691,3315
2023-03-01,13295,2,0,-13,161,152,196,0,1417,1852,3466
2023-04-01,13295,2,0,-34,138,108,200,0,1382,1992,3574
2023-05-01,13295,1,0,-53,181,128,200,0,1331,2173,3705
2023-06-01,13295,0,0,-25,141,116,202,0,1302,2312,3820
2023-07-01,13295,2,0,-26,83,62,205,0,1278,2398,3881
2023-08-01,13295,1,0,6,103,112,207,0,1283,2501,3993
2023-09-23,13295,-20,0,-37,-1,-58,188,0,1248,2500,3934
2023-10-01,13295,-1,0,-32,74,43,186,0,1217,2577,3978
2023-11-01,13295,-1,0,-32,186,153,186,0,1183,2763,4133
2023-12-01,13295,0,0,-49,122,72,187,0,1134,2882,4204
2022-01-01,13297,15,0,60,74,150,166,1,1489,674,2331
2022-02-01,13297,17,0,83,70,170,182,1,1574,745,2500
2022-03-01,13297,7,0,106,60,174,190,1,1683,803,2674
2022-04-01,13297,2,0,-20,59,42,192,1,1662,863,2716
2022-05-01,13297,-1,0,9,112,120,192,1,1669,975,2837
2022-06-01,13297,1,0,137,138,277,193,1,1808,1111,3116
2022-07-01,13297,4,0,28,71,103,197,1,1837,1184,3219
2022-08-01,13297,-6,0,-63,93,24,192,1,1774,1275,3243
2022-09-01,13297,-2,0,7,102,106,190,1,1782,1377,3349
2022-10-01,13297,0,0,108,70,178,190,1,1889,1448,3527
2022-11-01,13297,-5,0,15,124,132,185,1,1902,1573,3658
2022-12-01,13297,-37,0,-13,93,43,148,1,1889,1666,3702
2023-01-01,13297,4,0,108,67,179,152,1,1996,1732,3880
2023-02-01,13297,7,0,12,86,105,159,1,2010,1819,3986
2023-03-01,13297,3,0,-49,188,140,161,1,1959,2004,4126
2023-04-01,13297,6,0,-96,143,53,167,1,1863,2147,4179
2023-05-01,13297,4,0,-61,157,98,174,1,1802,2305,4279
2023-06-01,13297,7,0,-27,223,205,179,1,1776,2529,4484
2023-07-01,13297,6,0,-27,130,112,186,1,1749,2659,4597
2023-08-01,13297,10,0,-42,165,132,195,1,1708,2826,4731
2023-09-23,13297,-10,0,-6,-69,-85,185,1,1702,2754,4646
2023-10-01,13297,0,0,33,65,98,187,1,1733,2828,4752
2023-11-01,13297,2,0,13,141,154,189,1,1744,2966,4899
2023-12-01,13297,3,0,-33,158,125,190,1,1710,3123,5027
2022-01-01,13299,-3,0,41,159,198,25,1,1325,859,2212
2022-02-01,13299,-4,0,84,88,167,21,1,1408,947,2378
2022-03-01,13299,-5,0,62,45,103,16,1,1469,992,2480
2022-04-01,13299,-7,0,-55,34,-28,10,1,1416,1025,2451
2022-05-01,13299,-2,0,37,-7,28,8,1,1454,1018,2480
2022-06-01,13299,0,0,287,25,312,8,1,1741,1042,2792
2022-07-01,13299,-1,0,82,-47,33,7,1,1821,995,2824
2022-08-01,13299,-1,0,-55,-13,-69,6,1,1767,981,2755
2022-09-01,13299,-1,-1,-29,40,9,5,0,1739,1021,2765
2022-10-01,13299,-3,0,6,75,80,2,0,1745,1098,2844
2022-11-01,13299,2,0,-82,9,-71,4,0,1662,1107,2773
2022-12-01,13299,-1,0,-118,60,-59,3,0,1545,1166,2714
2023-01-01,13299,0,0,-60,102,41,3,0,1485,1268,2755
2023-02-01,13299,1,0,-51,107,57,4,0,1434,1375,2812
2023-03-01,13299,-1,0,30,68,96,3,0,1463,1443,2908
2023-04-01,13299,-1,0,-36,88,51,2,0,1427,1531,2958
2023-05-01,13299,2,0,24,236,262,4,0,1451,1766,3220
2023-06-01,13299,-1,0,66,190,254,3,0,1517,1955,3474
2023-07-01,13299,0,0,40,78,119,3,0,1557,2034,3593
2023-08-01,13299,0,0,-39,136,97,3,0,1519,2170,3690
2023-09-23,13299,0,0,-13,-45,-56,3,0,1506,2126,3634
2023-10-01,13299,0,0,-17,141,123,3,0,1488,2267,3758
2023-11-01,13299,0,0,-120,218,98,3,0,1369,2484,3855
2023-12-01,13299,-1,0,-103,205,101,2,0,1266,2690,3956
2022-01-01,13301,-1,0,0,6,5,3,0,101,111,216
2022-02-01,13301,-2,0,3,1,2,1,0,104,112,218
2022-03-01,13301,1,0,17,1,19,2,0,123,114,237
2022-04-01,13301,0,0,-9,6,-3,2,0,114,121,236
2022-05-01,13301,-1,0,9,9,18,1,0,124,129,254
2022-06-01,13301,0,0,6,15,20,1,0,129,144,274
2022-07-01,13301,0,0,2,26,28,1,0,132,171,302
2022-08-01,13301,0,0,19,-3,16,1,0,150,168,318
2022-09-01,13301,0,0,13,-14,-2,1,0,162,154,316
2022-10-01,13301,0,0,4,7,11,1,0,166,161,327
2022-11-01,13301,0,0,60,-10,50,1,0,226,152,378
2022-12-01,13301,0,0,3,31,34,1,0,228,182,411
2023-01-01,13301,0,0,-1,19,18,1,0,227,201,429
2023-02-01,13301,1,0,-10,11,2,2,0,219,212,431
2023-03-01,13301,-2,0,-16,10,-8,0,0,203,221,424
2023-04-01,13301,0,0,-6,27,20,0,0,196,247,445
2023-05-01,13301,0,0,0,63,63,0,0,196,311,508
2023-06-01,13301,0,0,-1,32,31,0,0,195,344,539
2023-07-01,13301,0,0,2,31,33,0,0,197,374,572
2023-08-01,13301,0,0,11,12,23,0,0,208,387,594
2023-09-23,13301,0,0,-9,0,-9,0,0,198,386,585
2023-10-01,13301,0,0,14,-5,8,0,0,212,383,593
2023-11-01,13301,0,0,6,26,30,0,0,217,407,622
2023-12-01,13301,0,0,-13,18,5,0,0,204,424,629
2022-01-01,13303,29,0,49,35,112,473,1,536,270,1281
2022-02-01,13303,14,0,36,13,62,486,1,572,283,1343
2022-03-01,13303,41,0,54,22,117,526,1,627,306,1460
2022-04-01,13303,25,0,-38,26,12,551,1,588,332,1472
2022-05-01,13303,40,0,-32,26,35,591,1,556,358,1506
2022-06-01,13303,22,0,-12,75,85,613,1,546,434,1593
2022-07-01,13303,9,0,103,23,134,621,1,648,457,1728
2022-08-01,13303,35,0,-6,64,93,656,1,643,522,1820
2022-09-01,13303,32,0,-14,27,45,688,1,629,547,1867
2022-10-01,13303,4,0,9,-19,-6,692,1,638,529,1860
2022-11-01,13303,8,0,46,-3,52,700,1,684,527,1913
2022-12-01,13303,39,0,-25,12,26,738,1,659,539,1938
2023-01-01,13303,-12,0,14,28,31,727,1,674,567,1967
2023-02-01,13303,43,0,1,20,64,768,1,676,589,2032
2023-03-01,13303,24,0,-26,54,52,792,1,649,642,2085
2023-04-01,13303,19,0,-29,81,71,811,1,621,722,2155
2023-05-01,13303,30,-1,-30,74,72,841,0,592,797,2230
2023-06-01,13303,48,0,-21,44,72,888,0,572,841,2301
2023-07-01,13303,-9,0,-6,46,33,879,0,566,887,2334
2023-08-01,13303,36,0,-39,15,11,915,0,527,904,2345
2023-09-23,13303,22,0,-25,-20,-23,937,0,502,885,2323
2023-10-01,13303,18,0,-9,29,38,955,0,493,914,2360
2023-11-01,13303,1,0,-32,73,43,956,0,461,986,2402
2023-12-01,13303,-27,0,-32,114,57,929,0,430,1101,2459
2022-01-01,13305,31,0,75,21,127,225,1,716,385,1328
2022-02-01,13305,-3,-1,112,44,152,222,0,827,429,1479
2022-03-01,13305,-5,0,72,28,95,217,0,901,457,1576
2022-04-01,13305,-19,0,-18,21,-17,198,0,882,478,1560
2022-05-01,13305,-16,0,44,41,69,183,0,926,519,1629
2022-06-01,13305,-13,0,16,51,54,170,0,942,570,1682
2022-07-01,13305,-10,0,-23,15,-17,160,0,920,585,1666
2022-08-01,13305,-13,0,-34,46,-1,147,0,887,631,1665
2022-09-01,13305,-7,0,-8,103,89,140,0,879,736,1754
2022-10-01,13305,-5,0,0,77,72,135,0,879,812,1826
2022-11-01,13305,-1,0,-57,12,-46,134,0,822,825,1779
2022-12-01,13305,-81,0,-23,30,-74,53,0,799,854,1706
2023-01-01,13305,-4,0,-26,111,80,49,0,773,965,1787
2023-02-01,13305,-3,0,11,76,84,46,0,784,1041,1871
2023-03-01,13305,-5,0,-19,98,74,41,0,765,1139,1946
2023-04-01,13305,0,0,-8,68,60,41,0,758,1207,2006
2023-05-01,13305,-1,0,-31,63,31,40,0,727,1270,2038
2023-06-01,13305,-1,1,26,103,130,39,1,754,1373,2167
2023-07-01,13305,-3,0,-13,74,58,36,1,741,1447,2226
2023-08-01,13305,-2,0,-17,54,35,34,1,724,1502,2260
2023-09-23,13305,-25,0,-27,36,-16,9,1,697,1538,2244
2023-10-01,13305,-1,-1,16,0,13,8,0,712,1537,2257
2023-11-01,13305,0,0,72,56,127,8,0,784,1593,2386
2023-12-01,13305,0,0,-37,108,70,8,0,746,1701,2455
2022-01-01,13307,0,0,1,0,1,2,0,38,34,75
2022-02-01,13307,0,0,10,2,12,2,0,49,36,86
2022-03-01,13307,0,0,1,5,7,1,0,51,41,94
2022-04-01,13307,-1,0,1,2,2,0,0,52,43,95
2022-05-01,13307,0,0,8,5,13,0,0,60,48,107
2022-06-01,13307,0,0,1,5,5,0,0,60,53,113
2022-07-01,13307,0,0,4,-3,2,0,0,64,50,114
2022-08-01,13307,0,0,5,5,9,0,0,69,55,124
2022-09-01,13307,0,0,4,10,14,0,0,73,64,138
2022-10-01,13307,0,0,7,2,9,0,0,80,67,146
2022-11-01,13307,0,0,9,-1,8,0,0,89,67,154
2022-12-01,13307,0,0,9,-4,5,0,0,98,63,158
2023-01-01,13307,0,0,1,11,12,0,0,99,74,171
2023-02-01,13307,0,0,1,6,7,0,0,99,80,178
2023-03-01,13307,0,0,-5,7,2,0,0,95,87,181
2023-04-01,13307,0,0,2,3,5,0,0,97,90,186
2023-05-01,13307,0,0,-4,9,5,0,0,93,100,191
2023-06-01,13307,0,0,-3,8,5,0,0,89,108,196
2023-07-01,13307,0,0,0,4,4,0,0,89,112,200
2023-08-01,13307,1,0,-5,10,6,1,0,84,123,207
2023-09-23,13307,-1,0,0,2,1,0,0,84,125,209
2023-10-01,13307,0,0,-5,2,-2,0,0,80,127,206
2023-11-01,13307,0,0,-2,10,7,0,0,77,137,214
2023-12-01,13307,0,0,-3,15,12,0,0,74,151,226
2022-01-01,13309,-1,0,11,3,13,4,0,85,85,173
2022-02-01,13309,0,0,5,1,6,4,0,89,87,181
2022-03-01,13309,-3,0,29,86,112,1,0,118,173,291
2022-04-01,13309,0,0,-13,7,-4,1,0,105,180,287
2022-05-01,13309,0,0,12,8,19,1,0,118,188,305
2022-06-01,13309,0,0,5,-1,4,1,0,122,186,311
2022-07-01,13309,-1,0,9,-9,-1,0,0,131,177,311
2022-08-01,13309,0,0,0,-6,-6,0,0,132,171,303
2022-09-01,13309,0,2,1,-17,-14,0,2,132,154,288
2022-10-01,13309,0,1,9,-5,5,0,3,141,149,294
2022-11-01,13309,0,0,5,-3,3,0,3,149,147,297
2022-12-01,13309,1,0,6,3,11,1,3,154,149,307
2023-01-01,13309,-1,0,1,6,5,0,3,156,155,314
2023-02-01,13309,0,0,-2,10,8,0,3,152,166,322
2023-03-01,13309,0,0,-2,12,11,0,3,151,178,331
2023-04-01,13309,0,0,-5,18,12,0,3,146,195,343
2023-05-01,13309,0,0,7,23,29,0,3,153,218,373
2023-06-01,13309,0,1,1,16,18,0,4,153,234,391
2023-07-01,13309,0,0,-3,3,-1,0,4,150,237,391
2023-08-01,13309,0,0,9,5,13,0,4,159,242,404
2023-09-23,13309,0,0,-13,-9,-23,0,4,145,233,383
2023-10-01,13309,0,0,1,0,-1,0,4,145,234,382
2023-11-01,13309,0,0,-12,30,17,0,4,132,262,399
2023-12-01,13309,0,0,16,9,25,0,4,150,273,425
2022-01-01,13311,0,0,16,28,43,4,0,338,327,669
2022-02-01,13311,-3,0,20,15,31,1,0,357,342,702
2022-03-01,13311,0,0,22,12,33,1,0,379,353,735
2022-04-01,13311,0,0,-13,15,2,1,0,366,368,737
2022-05-01,13311,1,0,22,19,41,2,0,388,387,778
2022-06-01,13311,0,0,6,28,33,2,0,394,415,812
2022-07-01,13311,0,0,27,35,63,2,0,421,451,875
2022-08-01,13311,0,0,-18,50,32,2,0,403,501,907
2022-09-01,13311,0,0,2,23,25,2,0,406,523,933
2022-10-01,13311,-1,0,3,22,24,1,0,408,545,956
2022-11-01,13311,0,0,-7,9,2,1,0,402,555,959
2022-12-01,13311,0,0,4,37,41,1,0,405,592,1001
2023-01-01,13311,0,0,12,29,41,1,0,417,622,1042
2023-02-01,13311,0,0,-2,26,24,1,0,416,648,1066
2023-03-01,13311,0,0,-6,47,41,1,0,409,695,1108
2023-04-01,13311,0,0,-8,31,24,1,0,402,727,1131
2023-05-01,13311,0,0,-1,47,46,1,0,401,776,1177
2023-06-01,13311,0,0,-11,48,37,1,0,390,824,1214
2023-07-01,13311,0,0,-4,27,23,1,0,386,850,1237
2023-08-01,13311,0,0,-10,42,32,1,0,376,893,1271
2023-09-23,13311,0,0,-17,0,-17,1,0,359,893,1253
2023-10-01,13311,0,0,-14,8,-6,1,0,345,901,1248
2023-11-01,13311,0,0,-12,51,39,1,0,334,952,1287
2023-12-01,13311,0,0,-24,44,19,1,0,309,996,1306
2022-01-01,13313,142,0,10,65,216,1483,1,1633,718,3835
2022-02-01,13313,162,0,70,45,278,1646,1,1702,762,4112
2022-03-01,13313,220,0,98,72,391,1867,1,1800,835,4503
2022-04-01,13313,128,0,-105,84,107,1994,1,1695,920,4610
2022-05-01,13313,179,0,1,86,264,2171,1,1696,1004,4873
2022-06-01,13313,145,0,26,86,259,2317,1,1722,1092,5131
2022-07-01,13313,237,0,35,100,372,2553,1,1757,1191,5501
2022-08-01,13313,168,0,-69,133,233,2721,1,1688,1323,5735
2022-09-01,13313,159,0,-25,117,251,2879,1,1663,1441,5985
2022-10-01,13313,119,0,23,84,228,3000,1,1686,1526,6212
2022-11-01,13313,120,0,41,29,191,3120,1,1727,1555,6404
2022-12-01,13313,104,0,-21,80,164,3224,1,1706,1636,6568
2023-01-01,13313,94,0,65,131,290,3319,1,1771,1766,6857
2023-02-01,13313,159,0,-58,109,210,3479,1,1713,1875,7067
2023-03-01,13313,177,0,-42,206,339,3655,1,1670,2081,7407
2023-04-01,13313,141,0,-27,142,256,3796,1,1643,2223,7662
2023-05-01,13313,130,0,-79,139,189,3926,1,1564,2362,7850
2023-06-01,13313,154,0,-52,154,256,4079,1,1513,2513,8106
2023-07-01,13313,87,0,-13,109,184,4167,1,1500,2622,8290
2023-08-01,13313,169,0,-28,182,322,4336,1,1472,2804,8611
2023-09-23,13313,114,0,-62,-17,37,4450,1,1410,2790,8649
2023-10-01,13313,55,0,-44,72,82,4504,1,1366,2860,8731
2023-11-01,13313,44,0,-50,183,177,4547,1,1316,3045,8908
2023-12-01,13313,48,0,-91,195,155,4595,1,1224,3240,9061
2022-01-01,13315,0,0,17,15,31,5,0,133,145,283
2022-02-01,13315,0,0,7,0,7,5,0,140,145,290
2022-03-01,13315,0,0,12,14,26,5,0,150,160,313
2022-04-01,13315,-1,0,-15,2,-14,4,0,136,161,301
2022-05-01,13315,0,0,-6,-1,-6,4,0,129,161,294
2022-06-01,13315,-1,0,21,39,58,3,0,151,199,353
2022-07-01,13315,-1,0,23,12,34,2,0,174,211,387
2022-08-01,13315,-2,0,-6,19,12,0,0,169,231,398
2022-09-01,13315,0,0,38,16,54,0,0,207,247,452
2022-10-01,13315,0,0,51,-12,38,0,0,258,236,492
2022-11-01,13315,0,0,3,0,3,0,0,260,236,495
2022-12-01,13315,0,0,-1,10,9,0,0,260,246,505
2023-01-01,13315,0,0,11,19,29,0,0,269,264,535
2023-02-01,13315,0,0,7,32,38,0,0,276,296,571
2023-03-01,13315,0,0,-6,24,19,0,0,269,320,590
2023-04-01,13315,0,0,-18,14,-4,0,0,252,337,588
2023-05-01,13315,0,0,-5,30,25,0,0,248,366,613
2023-06-01,13315,0,0,-1,16,15,0,0,247,382,628
2023-07-01,13315,0,0,7,15,22,0,0,252,397,649
2023-08-01,13315,0,0,-10,14,4,0,0,243,410,652
2023-09-23,13315,0,0,-15,21,7,0,0,228,431,660
2023-10-01,13315,0,0,6,-2,4,0,0,234,429,665
2023-11-01,13315,1,0,-7,19,14,1,0,227,451,679
2023-12-01,13315,0,0,-15,30,15,1,0,212,479,693
2022-01-01,13317,0,0,3,12,14,6,23,148,230,405
2022-02-01,13317,-2,-1,21,9,28,4,21,170,239,432
2022-03-01,13317,0,0,19,32,51,4,21,189,271,485
2022-04-01,13317,0,1,100,-3,99,4,22,290,268,584
2022-05-01,13317,-1,0,43,-15,26,3,22,333,253,611
2022-06-01,13317,0,0,-4,2,-2,3,22,328,256,609
2022-07-01,13317,0,0,-3,-4,-7,3,22,326,252,602
2022-08-01,13317,-2,0,40,7,45,1,22,366,259,647
2022-09-01,13317,0,-1,15,1,14,1,21,381,259,662
2022-10-01,13317,0,0,44,-9,36,1,21,426,250,698
2022-11-01,13317,0,0,30,4,34,1,21,456,253,730
2022-12-01,13317,0,0,5,5,10,1,21,461,259,740
2023-01-01,13317,0,-1,-14,11,-4,1,20,446,270,738
2023-02-01,13317,0,0,-6,34,27,1,20,440,303,763
2023-03-01,13317,0,0,-9,45,36,1,20,431,348,799
2023-04-01,13317,-1,-1,-13,21,6,0,19,417,369,806
2023-05-01,13317,0,0,-6,16,10,0,19,411,386,816
2023-06-01,13317,0,0,-4,62,60,0,19,408,448,875
2023-07-01,13317,0,-1,-10,28,18,0,19,399,476,894
2023-08-01,13317,2,0,-25,26,4,2,19,375,503,898
2023-09-23,13317,-2,0,-6,3,-4,0,19,369,507,894
2023-10-01,13317,0,0,-13,-3,-15,0,19,356,504,879
2023-11-01,13317,0,0,-16,20,5,0,19,340,523,882
2023-12-01,13317,0,0,-34,27,-7,0,19,305,551,874
2022-01-01,13319,-1,0,28,14,41,14,0,117,171,304
2022-02-01,13319,2,0,13,11,27,17,0,131,183,330
2022-03-01,13319,0,0,7,10,18,17,0,138,193,349
2022-04-01,13319,1,0,18,6,23,18,0,155,199,372
2022-05-01,13319,0,0,-11,3,-8,18,0,143,203,365
2022-06-01,13319,2,0,0,45,49,21,0,144,248,414
2022-07-01,13319,1,0,12,12,25,21,0,156,261,439
2022-08-01,13319,1,0,32,21,54,23,0,188,283,493
2022-09-01,13319,5,0,6,15,26,27,0,194,298,519
2022-10-01,13319,-1,0,21,4,25,27,0,216,303,544
2022-11-01,13319,-1,0,12,-4,8,26,0,227,300,552
2022-12-01,13319,-1,0,8,12,19,25,0,236,311,571
2023-01-01,13319,6,0,-16,22,12,31,0,220,333,585
2023-02-01,13319,-1,0,-10,41,29,30,0,209,374,613
2023-03-01,13319,1,0,-3,34,33,32,0,206,410,647
2023-04-01,13319,1,0,-11,22,12,34,0,195,431,659
2023-05-01,13319,0,0,-2,17,14,34,0,192,447,675
2023-06-01,13319,1,0,-3,28,24,34,0,189,476,699
2023-07-01,13319,1,0,-6,21,16,36,0,183,499,717
2023-08-01,13319,2,0,-9,20,12,39,0,174,519,730
2023-09-23,13319,5,0,-10,-17,-21,44,0,164,501,707
2023-10-01,13319,3,0,-14,11,0,47,0,150,512,708
2023-11-01,13319,3,0,-5,22,20,50,0,144,536,728
2023-12-01,13319,1,0,-6,19,14,51,0,137,555,743
2022-01-01,13321,-6,0,45,43,84,13,0,673,454,1142
2022-02-01,13321,-4,0,50,21,68,9,0,724,474,1209
2022-03-01,13321,-1,0,33,32,65,8,0,759,506,1274
2022-04-01,13321,-2,0,-35,-5,-41,6,0,724,501,1232
2022-05-01,13321,0,0,9,19,27,5,0,732,521,1260
2022-06-01,13321,0,0,45,34,80,5,0,777,554,1337
2022-07-01,13321,-2,0,77,-1,75,3,0,857,553,1413
2022-08-01,13321,-2,0,-8,-4,-14,1,0,849,549,1399
2022-09-01,13321,0,0,20,14,36,1,0,870,564,1434
2022-10-01,13321,1,0,36,28,64,2,0,906,591,1499
2022-11-01,13321,1,0,-16,24,9,3,0,890,617,1509
2022-12-01,13321,-1,0,-2,36,32,2,0,889,652,1541
2023-01-01,13321,0,0,20,63,84,2,0,908,715,1625
2023-02-01,13321,-1,0,10,48,56,1,0,918,763,1681
2023-03-01,13321,-1,0,-21,49,27,0,0,896,814,1707
2023-04-01,13321,0,0,-21,34,13,0,0,874,847,1722
2023-05-01,13321,0,0,13,72,84,0,0,886,918,1805
2023-06-01,13321,0,0,-18,58,41,0,0,869,977,1846
2023-07-01,13321,0,0,-11,51,40,0,0,858,1029,1887
2023-08-01,13321,0,0,12,39,51,0,0,870,1066,1936
2023-09-23,13321,0,0,-27,43,16,0,0,843,1108,1952
2023-10-01,13321,0,0,-19,20,3,0,0,825,1130,1955
2023-11-01,13321,0,0,-8,51,43,0,0,817,1182,1999
2023-12-01,13321,0,0,-70,135,66,0,0,748,1318,2065
2022-01-01,15001,48,0,-22,140,166,594,13,904,2223,3734
2022-02-01,15001,50,2,51,134,237,644,15,955,2357,3971
2022-03-01,15001,82,0,87,145,314,726,15,1042,2502,4285
2022-04-01,15001,100,0,-35,108,173,826,15,1007,2610,4458
2022-05-01,15001,112,0,-12,97,197,938,15,995,2707,4655
2022-06-01,15001,205,0,73,136,414,1143,15,1068,2843,5069
2022-07-01,15001,162,-1,14,178,353,1305,14,1082,3021,5422
2022-08-01,15001,156,-1,33,252,440,1461,13,1115,3273,5862
2022-09-01,15001,134,0,-58,186,262,1595,13,1056,3459,6123
2022-10-01,15001,114,0,-14,205,305,1709,13,1042,3664,6428
2022-11-01,15001,91,0,-2,96,185,1800,13,1040,3760,6613
2022-12-01,15001,109,0,-21,164,252,1909,13,1019,3924,6865
2023-01-01,15001,57,-1,46,167,269,1966,12,1065,4091,7134
2023-02-01,15001,85,0,19,131,235,2051,12,1084,4223,7370
2023-03-01,15001,76,0,-23,204,257,2127,12,1061,4427,7627
2023-04-01,15001,92,0,-12,185,265,2219,12,1049,4612,7892
2023-05-01,15001,66,0,-21,134,179,2285,12,1028,4746,8071
2023-06-01,15001,68,-1,-8,221,280,2353,11,1020,4967,8351
2023-07-01,15001,-5,0,3,188,186,2348,11,1023,5155,8537
2023-08-01,15001,41,0,25,235,301,2389,11,1048,5390,8838
2023-09-23,15001,99,0,48,119,266,2488,11,1096,5509,9104
2023-10-01,15001,45,-1,162,327,533,2533,10,1258,5836,9637
2023-11-01,15001,-18,-1,182,330,493,2515,9,1440,6166,10130
2023-12-01,15001,-48,0,123,67,142,2467,9,1563,6233,10272
2022-01-01,15003,206,-1,73,592,870,2352,5,5425,5725,13507
2022-02-01,15003,384,1,367,428,1180,2736,6,5792,6153,14687
2022-03-01,15003,723,0,409,191,1323,3459,6,6201,6344,16010
2022-04-01,15003,585,0,-51,280,814,4044,6,6150,6624,16824
2022-05-01,15003,694,0,-277,197,614,4738,6,5873,6821,17438
2022-06-01,15003,771,-1,-11,348,1107,5509,5,5862,7169,18545
2022-07-01,15003,921,-1,-167,486,1239,6430,4,5695,7655,19784
2022-08-01,15003,836,0,30,743,1609,7266,4,5725,8398,21393
2022-09-01,15003,648,0,70,459,1177,7914,4,5795,8857,22570
2022-10-01,15003,442,0,179,387,1008,8356,4,5974,9244,23578
2022-11-01,15003,399,0,35,117,551,8755,4,6009,9361,24129
2022-12-01,15003,557,0,-252,262,567,9312,4,5757,9623,24696
2023-01-01,15003,246,0,62,433,741,9558,4,5819,10056,25437
2023-02-01,15003,453,0,58,477,988,10011,4,5877,10533,26425
2023-03-01,15003,533,-1,-12,895,1415,10544,3,5865,11428,27840
2023-04-01,15003,472,0,74,978,1524,11016,3,5939,12406,29364
2023-05-01,15003,439,0,-112,788,1115,11455,3,5827,13194,30479
2023-06-01,15003,549,0,22,600,1171,12004,3,5849,13798,31654
