puma22,cd118,stab,PUMA22name,pop20,afact
3000600,3001,MT,Central Montana--Havre & Livingston City,2372,0.0182 
3000600,3002,MT,Central Montana--Havre & Livingston City,128095,0.9818 
3000700,3002,MT,Eastern Montana--Sidney & Miles City,148517,1 
3000800,3002,MT,Billings City,110114,1 
3100100,3103,NE,North Central & Northwest Nebraska,105556,1 
3100200,3101,NE,Northeast Nebraska,95318,0.5157 
3100200,3103,NE,Northeast Nebraska,89522,0.4843 
3100300,3103,NE,Central Nebraska,109843,1 
3100400,3103,NE,Southwest Nebraska,102289,1 
3100500,3103,NE,South Central Nebraska,116501,1 
3100600,3101,NE,Southeast Nebraska,28570,0.2073 
3100600,3103,NE,Southeast Nebraska,109259,0.7927 
3100701,3101,NE,"Dodge, Cass, Saunders & Washington Counties",63765,0.5964 
3100701,3102,NE,"Dodge, Cass, Saunders & Washington Counties",22278,0.2084 
3100701,3103,NE,"Dodge, Cass, Saunders & Washington Counties",20865,0.1952 
3100702,3101,NE,Sarpy County--Bellevue City,143561,0.7532 
3100702,3102,NE,Sarpy County--Bellevue City,47043,0.2468 
3100801,3101,NE,Lancaster County--Lincoln City (North),171287,1 
3100802,3101,NE,Lancaster County--Lincoln City (South),151321,1 
3100901,3102,NE,Douglas County--Omaha City (Northwest),196880,1 
3100902,3102,NE,Douglas County--Omaha City (Southwest),159143,1 
3100903,3102,NE,Douglas County--Omaha City (Northeast),114458,1 
3100904,3102,NE,Douglas County--Omaha City (Southeast),114045,1 
3200101,3202,NV,Washoe County (North)--Sparks City,157689,1 
3200102,3202,NV,Washoe County (South Central)--Reno City,195423,1 
3200103,3202,NV,Washoe County (South),133380,1 
3200200,3202,NV,Rural Nevada,119830,0.6613 
3200200,3204,NV,Rural Nevada,61365,0.3387 
3200300,3202,NV,"Carson City, Lyon, Douglas & Storey Counties",171095,0.9978 
3200300,3204,NV,"Carson City, Lyon, Douglas & Storey Counties",371,0.0022 
3200401,3204,NV,Clark County (North)--Las Vegas (Northeast) & North Las Vegas (Outer) Cities,141403,1 
3200402,3201,NV,"Clark County (East)--Mesquite City, Sunrise Manor (North), Moapa Valley & Nellis AFB PU",69995,0.432 
3200402,3204,NV,"Clark County (East)--Mesquite City, Sunrise Manor (North), Moapa Valley & Nellis AFB PU",92017,0.568 
3200403,3201,NV,Clark County (Central)--Greater North Las Vegas City,12,0.0001 
3200403,3204,NV,Clark County (Central)--Greater North Las Vegas City,215679,0.9999 
3200404,3203,NV,Clark County (Northwest Central)--Northwest Las Vegas Valley,41793,0.27 
3200404,3204,NV,Clark County (Northwest Central)--Northwest Las Vegas Valley,112991,0.73 
3200405,3203,NV,Clark County (West)--Las Vegas City (Southwest),152802,0.9556 
3200405,3204,NV,Clark County (West)--Las Vegas City (Southwest),7098,0.0444 
3200406,3201,NV,Las Vegas City (South Central),71,0.0005 
3200406,3203,NV,Las Vegas City (South Central),33830,0.2385 
3200406,3204,NV,Las Vegas City (South Central),107939,0.761 
3200407,3201,NV,Las Vegas City (Southeast),96705,0.7302 
3200407,3204,NV,Las Vegas City (Southeast),35724,0.2698 
3200408,3201,NV,"Clark County (Central)--Whitney, Sunrise Manor (South) & Paradise (Northeast)",158615,0.9897 
3200408,3203,NV,"Clark County (Central)--Whitney, Sunrise Manor (South) & Paradise (Northeast)",1657,0.0103 
3200409,3201,NV,Clark County (Central)--Paradise (Northwest) & Winchester,115042,0.7266 
3200409,3203,NV,Clark County (Central)--Paradise (Northwest) & Winchester,43290,0.2734 
3200410,3203,NV,Clark County (Central)--Spring Valley (East),107325,1 
3200411,3203,NV,Clark County (Central)--Spring Valley (West),135714,1 
3200412,3201,NV,Clark County (Central)--Paradise (South) & Enterprise,5417,0.0332 
3200412,3203,NV,Clark County (Central)--Paradise (South) & Enterprise,157726,0.9668 
3200413,3201,NV,Clark County (Central)--Henderson City (Central South),112168,0.9865 
3200413,3203,NV,Clark County (Central)--Henderson City (Central South),1538,0.0135 
3200414,3201,NV,Clark County (Central)--Henderson City (West),125395,0.9987 
3200414,3203,NV,Clark County (Central)--Henderson City (West),157,0.0013 
3200415,3201,NV,Clark County (South)--Henderson (East) & Boulder Cities,90338,0.4672 
3200415,3203,NV,Clark County (South)--Henderson (East) & Boulder Cities,99467,0.5144 
3200415,3204,NV,Clark County (South)--Henderson (East) & Boulder Cities,3553,0.0184 
3300100,3302,NH,"Grafton, Sullivan, Coos Counties",165449,1 
3300201,3301,NH,"Central Region--Byram, Terry, Utica & Vicksburg City",107142,0.7941 
3300201,3302,NH,"Central Region--Byram, Terry, Utica & Vicksburg City",27785,0.2059 
3300301,3301,NH,Strafford & Rockingham (Northern) Counties,145548,0.9691 
3300301,3302,NH,Strafford & Rockingham (Northern) Counties,4641,0.0309 
3300401,3302,NH,"Central New Hampshire--Merrimack County (Central), Concord City",117822,1 
3300501,3302,NH,Southwestern New Hampshire--Cheshire & Hillsborough (Western) Counties,109109,1 
3300601,3301,NH,Manchester City,115644,1 
3300602,3301,NH,Greater Nashua City (East),26632,0.2532 
3300602,3302,NH,Greater Nashua City (East),78562,0.7468 
3300603,3302,NH,Greater Nashua City (West),112349,1 
3300701,3301,NH,Outer Manchester City,132104,0.7864 
3300701,3302,NH,Outer Manchester City,35872,0.2136 
3300801,3301,NH,"Seacoast Region--Rockingham County (Southern), Portsmouth City",161694,0.8131 
3300801,3302,NH,"Seacoast Region--Rockingham County (Southern), Portsmouth City",37176,0.1869 
3400101,3402,NJ,"Atlantic County (East)--Atlantic City, Pleasantville, Northfield & Coast",145982,1 
3400102,3402,NJ,Atlantic County (Outside Somers Point City)--West to Hammonton Town,118083,1 
3400301,3405,NJ,Bergen County (South Central)--Hackensack & Teaneck,109278,1 
3400302,3409,NJ,"Bergen County (Southwest)--Rutherford, North Arlington & Hasbrouck Heights",125216,1 
3400303,3405,NJ,"Bergen County (Southeast)--Fort Lee, Cliffside Park & Palisades Park",69787,0.5119 
3400303,3409,NJ,"Bergen County (Southeast)--Fort Lee, Cliffside Park & Palisades Park",66555,0.4881 
3400304,3405,NJ,"Bergen County (West Central)--Fair Lawn, Garfield & Lodi",34927,0.2697 
3400304,3409,NJ,"Bergen County (West Central)--Fair Lawn, Garfield & Lodi",94577,0.7303 
3400305,3405,NJ,"Bergen County (East)--Tenafly, Park Ridge, Englewood City & Cresskill",126560,1 
3400306,3405,NJ,"Bergen County (Northwest)--Ramsey, Oakland & Franklin Lakes",80790,0.7722 
3400306,3409,NJ,"Bergen County (Northwest)--Ramsey, Oakland & Franklin Lakes",23827,0.2278 
3400307,3405,NJ,"Bergen County (North Central)--Bergenfield, Paramus, Dumont & New Milford",104739,0.8895 
3400307,3409,NJ,"Bergen County (North Central)--Bergenfield, Paramus, Dumont & New Milford",13009,0.1105 
3400308,3405,NJ,"Bergen County (Central)--Ridgewood Village, Glen Rock & Westwood",106467,1 
3400501,3409,NJ,Passaic County (South)--Passaic & Clifton (SE),143175,1 
3400502,3409,NJ,Passaic County (Central)--Hawthorne,61646,0.54 
3400502,3411,NJ,Passaic County (Central)--Hawthorne,52520,0.46 
3400503,3409,NJ,Passaic County--Paterson,159732,1 
3400504,3405,NJ,"Passaic County (North)--Ringwood, Wanaque & Pompton Lakes",55691,0.5203 
3400504,3409,NJ,"Passaic County (North)--Ringwood, Wanaque & Pompton Lakes",23792,0.2223 
3400504,3411,NJ,"Passaic County (North)--Ringwood, Wanaque & Pompton Lakes",27562,0.2575 
3400601,3408,NJ,Hudson County (Central)--Jersey City (North),143614,0.8657 
3400601,3410,NJ,Hudson County (Central)--Jersey City (North),22275,0.1343 
3400602,3408,NJ,Hudson County (Central)--Jersey City (South),4865,0.0384 
3400602,3410,NJ,Hudson County (Central)--Jersey City (South),121695,0.9616 
3400603,3408,NJ,Hudson County (Northeast)--Union City & Hoboken,146205,1 
3400604,3408,NJ,"Hudson County (North)--West New York, Secaucus & North Bergen",128290,0.8526 
3400604,3409,NJ,"Hudson County (North)--West New York, Secaucus & North Bergen",22181,0.1474 
3400605,3408,NJ,"Hudson County (South & West)--Bayonne, Kearney & Harrison",97379,0.7175 
3400605,3409,NJ,"Hudson County (South & West)--Bayonne, Kearney & Harrison",38350,0.2825 
3400800,3407,NJ,Hunterdon County,128947,1 
3400901,3406,NJ,Middlesex County (Southeast),24223,0.1837 
3400901,3412,NJ,Middlesex County (Southeast),107648,0.8163 
3400902,3412,NJ,Middlesex County (Southwest),118048,1 
3400903,3406,NJ,Middlesex County (Northwest)--North Piscataway & South Plainfield,96452,0.8124 
3400903,3412,NJ,Middlesex County (Northwest)--North Piscataway & South Plainfield,22273,0.1876 
3400904,3406,NJ,Middlesex County (North Central)--Metuchen & South Edison,115411,1 
3400905,3406,NJ,Middlesex County (Northeast)--Carteret & North Woodbridge,114925,1 
3400906,3406,NJ,Middlesex County (Central)--New Brunswick & Highland Park,80294,0.5214 
3400906,3412,NJ,Middlesex County (Central)--New Brunswick & Highland Park,73696,0.4786 
3400907,3406,NJ,Middlesex County (East Central)--Perth Amboy & Sayreville,110192,1 
3401001,3407,NJ,Somerset County (North & West),91996,0.8272 
3401001,3412,NJ,Somerset County (North & West),19218,0.1728 
3401002,3412,NJ,Somerset County (South),113861,1 
3401003,3407,NJ,"Somerset County (Central)--Bridgewater, Somerville & North Plainfield",65465,0.5442 
3401003,3412,NJ,"Somerset County (Central)--Bridgewater, Somerville & North Plainfield",54821,0.4558 
3401101,3404,NJ,"Monmouth County (Southeast)--Wall, Tinton Falls (South)",66674,0.6433 
3401101,3406,NJ,"Monmouth County (Southeast)--Wall, Tinton Falls (South)",36969,0.3567 
3401102,3403,NJ,"Monmouth County (Southwest)--Freehold, Manalapan",107885,0.9689 
3401102,3404,NJ,"Monmouth County (Southwest)--Freehold, Manalapan",3464,0.0311 
3401103,3404,NJ,"Monmouth County (Southeast)--Long Branch, Asbury Park & Eatontown",50303,0.44 
3401103,3406,NJ,"Monmouth County (Southeast)--Long Branch, Asbury Park & Eatontown",64016,0.56 
3401104,3404,NJ,"Monmouth County (Northeast)--Red Bank, Northeast Middletown",37686,0.3521 
3401104,3406,NJ,"Monmouth County (Northeast)--Red Bank, Northeast Middletown",69340,0.6479 
3401105,3403,NJ,Monmouth County (Northwest)--Matawan & Aberdeen,17400,0.1727 
3401105,3404,NJ,Monmouth County (Northwest)--Matawan & Aberdeen,21432,0.2127 
3401105,3406,NJ,Monmouth County (Northwest)--Matawan & Aberdeen,61946,0.6147 
3401106,3403,NJ,Monmouth County (Central),41502,0.3897 
3401106,3404,NJ,Monmouth County (Central),64998,0.6103 
3401201,3402,NJ,Ocean County (South),96594,0.7788 
3401201,3404,NJ,Ocean County (South),27438,0.2212 
3401202,3402,NJ,Ocean County (Central)--Toms River & Berkeley,12223,0.0764 
3401202,3404,NJ,Ocean County (Central)--Toms River & Berkeley,147667,0.9236 
3401203,3404,NJ,Ocean County (Lakewood),135158,1 
3401204,3404,NJ,Ocean County (Northwest),114367,1 
3401205,3404,NJ,Ocean County (Northeast)--Brick & Point Pleasant,103782,1 
3401401,3411,NJ,Essex County (Northeast)--Bloomfield,121470,1 
3401402,3410,NJ,Essex County (South Central)--Irvington,61176,0.5807 
3401402,3411,NJ,Essex County (South Central)--Irvington,44168,0.4193 
3401403,3410,NJ,Essex County (Northwest)--Montclair,35482,0.3137 
3401403,3411,NJ,Essex County (Northwest)--Montclair,77642,0.6863 
3401404,3410,NJ,Essex County (Southwest)--West Orange & Livingston,48843,0.4515 
3401404,3411,NJ,Essex County (Southwest)--West Orange & Livingston,59339,0.5485 
3401405,3410,NJ,Essex County (Central)--Orange & East Orange,104059,1 
3401406,3408,NJ,Essex County (Southeast)--Newark (North & East),114715,0.7335 
3401406,3410,NJ,Essex County (Southeast)--Newark (North & East),41689,0.2665 
3401407,3410,NJ,Essex County (Southeast)--Newark (West & Southwest),155145,1 
3401501,3407,NJ,Morris County (North)--Dover Town & Kinnelon Borough,7241,0.0545 
3401501,3411,NJ,Morris County (North)--Dover Town & Kinnelon Borough,125735,0.9455 
3401502,3407,NJ,Morris County (West),102853,0.7803 
3401502,3411,NJ,Morris County (West),28956,0.2197 
3401503,3411,NJ,Morris County (East)--Lincoln Park Borough,118299,1 
3401504,3407,NJ,"Morris County (South)--Morristown, Madison & Florham Park",8629,0.0684 
3401504,3411,NJ,"Morris County (South)--Morristown, Madison & Florham Park",117572,0.9316 
3401600,3405,NJ,Sussex County,84979,0.5892 
3401600,3407,NJ,Sussex County,59242,0.4108 
3401700,3407,NJ,Warren County,109632,1 
3401901,3410,NJ,Union County (North Central)--Union Twp & Roselle Park,104578,1 
3401902,3407,NJ,Union County (Northwest)--Summit & Cranford,73852,0.723 
3401902,3410,NJ,Union County (Northwest)--Summit & Cranford,28301,0.277 
3401903,3407,NJ,Union County (Southwest)--Plainfield & Westfield,63774,0.5388 
3401903,3412,NJ,Union County (Southwest)--Plainfield & Westfield,54586,0.4612 
3401904,3407,NJ,"Union County (Southeast)--Linden, Rahway & Roselle",62663,0.5548 
3401904,3410,NJ,"Union County (Southeast)--Linden, Rahway & Roselle",50293,0.4452 
3401905,3408,NJ,Union County (Northeast)--Elizabeth,137298,1 
3402001,3401,NJ,Burlington County (North)--Burlington City,7438,0.0453 
3402001,3403,NJ,Burlington County (North)--Burlington City,156703,0.9547 
3402002,3401,NJ,Burlington County (West Central),19980,0.1237 
3402002,3403,NJ,Burlington County (West Central),141575,0.8763 
3402003,3403,NJ,Burlington County (South & East),136164,1 
3402101,3401,NJ,Camden County (North)--Camden & Gloucester Cities,127071,1 
3402102,3401,NJ,Camden County (Central)--Lindenwold & Collingswood Boroughs,106579,1 
3402103,3401,NJ,Camden County (South & West)--Bellmawr & Pine Hill Boroughs,169465,1 
3402104,3401,NJ,Camden County (East Central)--Haddonfield Borough,120370,1 
3402201,3401,NJ,Gloucester County (Northeast)--Woodbury City,131681,1 
3402202,3401,NJ,Gloucester County (South & West)--Glassboro Borough,89160,0.5226 
3402202,3402,NJ,Gloucester County (South & West)--Glassboro Borough,81453,0.4774 
3402301,3412,NJ,Mercer County (West Central)--Trenton City,128135,1 
3402302,3403,NJ,Mercer County (North)--Princeton Borough,33077,0.2864 
3402302,3412,NJ,Mercer County (North)--Princeton Borough,82410,0.7136 
3402303,3403,NJ,Mercer County (Southwest),143718,1 
3402401,3402,NJ,Cumberland County (South)--Vineland & Millville Cities,113103,1 
3402501,3402,NJ,Salem & Cumberland (North) Counties--Bridgeton City,105886,1 
3402601,3402,NJ,Cape May & Atlantic (South Central) Counties--Ocean City & Somers Point City,105732,1 
3500100,3502,NM,Northwest New Mexico Navajo Nation,33865,0.2795 
3500100,3503,NM,Northwest New Mexico Navajo Nation,87278,0.7205 
3500200,3503,NM,"San Juan County (NE)--Farmington, Bloomfield & Aztec Cities",100592,1 
3500300,3503,NM,North Central New Mexico,125661,1 
3500400,3501,NM,Eastern New Mexico,10117,0.0614 
3500400,3502,NM,Eastern New Mexico,164,0.001 
3500400,3503,NM,Eastern New Mexico,154516,0.9376 
3500500,3503,NM,Santa Fe County New Mexico,144474,1 
3500600,3501,NM,Sandoval County New Mexico,128705,0.8648 
3500600,3503,NM,Sandoval County New Mexico,20129,0.1352 
3500701,3501,NM,Albuquerque NW,76332,0.5872 
3500701,3502,NM,Albuquerque NW,53658,0.4128 
3500702,3501,NM,Albuquerque N Central,87157,0.8629 
3500702,3502,NM,Albuquerque N Central,13842,0.1371 
3500703,3501,NM,Albuquerque Far NE,100928,1 
3500704,3501,NM,Albuquerque Near NE,102247,1 
3500705,3501,NM,Albuquerque SE,97763,0.9285 
3500705,3502,NM,Albuquerque SE,7527,0.0715 
3500706,3502,NM,Albuquerque SW,112750,1 
3500800,3501,NM,"Valencia County, Torrance County & East Mountain",80305,0.6382 
3500800,3502,NM,"Valencia County, Torrance County & East Mountain",44734,0.3555 
3500800,3503,NM,"Valencia County, Torrance County & East Mountain",800,0.0064 
3500900,3501,NM,Southwest New Mexico,22278,0.1254 
3500900,3502,NM,Southwest New Mexico,155370,0.8746 
3501001,3502,NM,Do̱a Ana County (Outer),103761,1 
3501002,3502,NM,"Do̱a Ana County Central--Las Cruces, Mesilla Cities & University Park",115800,1 
3501100,3502,NM,Lea and Eddy County,64375,0.4707 
3501100,3503,NM,Lea and Eddy County,72394,0.5293 
3600100,3621,NY,St. Lawrence County,108505,1 
3600200,3621,NY,"Clinton, Franklin, Essex & Hamilton Counties",169886,1 
3600300,3621,NY,Warren & Washington Counties,127039,1 
3600401,3621,NY,Herkimer (North & Central) & Oneida (Outer) Counties,54200,0.4936 
3600401,3622,NY,Herkimer (North & Central) & Oneida (Outer) Counties,55607,0.5064 
3600402,3622,NY,Oneida County (Central)--Greater Utica & Rome Cities,164365,1 
3600403,3619,NY,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties",37702,0.3546 
3600403,3621,NY,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties",56475,0.5311 
3600403,3622,NY,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties",12153,0.1143 
3600500,3621,NY,Jefferson & Lewis Counties,65433,0.4566 
3600500,3624,NY,Jefferson & Lewis Counties,77870,0.5434 
3600600,3622,NY,Oswego County,314,0.0027 
3600600,3624,NY,Oswego County,117211,0.9973 
3600701,3622,NY,Onondaga County (Central)--Syracuse City,148626,1 
3600702,3622,NY,Onondaga County (North),128516,1 
3600703,3622,NY,Onondaga County (Central)--Syracuse City (Outer),164828,1 
3600704,3622,NY,Cayuga & Onondaga (South) Counties,34546,0.3118 
3600704,3624,NY,Cayuga & Onondaga (South) Counties,76248,0.6882 
3600800,3624,NY,Wayne & Seneca & Yates Counties,149871,1 
3600901,3625,NY,Monroe County (East),136023,1 
3600902,3625,NY,Monroe County (Central)--Rochester City (East),105871,1 
3600903,3625,NY,Monroe County (Central)--Rochester City (West),105242,1 
3600904,3625,NY,Monroe County (Central)--Greece & Gates Towns,126093,1 
3600905,3625,NY,Monroe County (North & West),104966,1 
3600906,3625,NY,Monroe County (South),181248,1 
3601000,3624,NY,"Genesee, Orleans & Wyoming Counties",121734,0.8741 
3601000,3625,NY,"Genesee, Orleans & Wyoming Counties",17528,0.1259 
3601101,3626,NY,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area,105708,1 
3601102,3624,NY,Niagara County (North & East),59745,0.5586 
3601102,3626,NY,Niagara County (North & East),47213,0.4414 
3601201,3626,NY,Erie County (Northwest),109154,1 
3601202,3626,NY,Erie County (North Central),129595,1 
3601203,3623,NY,Erie County (Northeast),113381,1 
3601204,3623,NY,Erie County (Central),48374,0.3114 
3601204,3626,NY,Erie County (Central),106952,0.6886 
3601205,3626,NY,Erie County (West Central)--Buffalo City (East),157444,1 
3601206,3626,NY,Erie County (West Central)--Buffalo City (West),120905,1 
3601207,3623,NY,Erie County (South),168431,1 
3601300,3624,NY,Livingston & Ontario Counties,174292,1 
3601500,3619,NY,Madison & Cortland Counties,46809,0.4077 
3601500,3622,NY,Madison & Cortland Counties,68016,0.5923 
3601600,3621,NY,Fulton & Montgomery Counties,102856,1 
3601700,3620,NY,Schenectady County--Schenectady City,158061,1 
3601801,3620,NY,Saratoga County (South & Central),115247,1 
3601802,3620,NY,Saratoga County (Outer),120262,1 
3601900,3620,NY,Rensselaer County--Troy City,68553,0.4255 
3601900,3621,NY,Rensselaer County--Troy City,92577,0.5745 
3602001,3620,NY,Albany County (East Central)--Albany City,107800,1 
3602002,3620,NY,Albany County (Outside Albany City),207048,1 
3602100,3619,NY,Columbia & Greene Counties,109501,1 
3602201,3619,NY,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PU,129527,1 
3602204,3619,NY,"Chenango, Delaware Counties & Broome County outside Greater Binghamton City",160684,1 
3602300,3619,NY,Tompkins County,105740,1 
3602403,3619,NY,"Tioga (South), Chemung (South) & Steuben (East) Counties--Elmira & Corning Cities",34173,0.2643 
3602403,3623,NY,"Tioga (South), Chemung (South) & Steuben (East) Counties--Elmira & Corning Cities",95116,0.7357 
3602404,3619,NY,"Steuben (outside Corning City), Schuyler, Chemung (North) & Tioga (North) Counties",14282,0.1244 
3602404,3623,NY,"Steuben (outside Corning City), Schuyler, Chemung (North) & Tioga (North) Counties",100514,0.8756 
3602500,3623,NY,Cattaraugus & Allegany Counties,123498,1 
3602600,3623,NY,Chautauqua County,127657,1 
3602701,3618,NY,Sullivan & Ulster (West) Counties,13016,0.1154 
3602701,3619,NY,Sullivan & Ulster (West) Counties,99744,0.8846 
3602702,3618,NY,Ulster County (East),108906,0.7373 
3602702,3619,NY,Ulster County (East),38809,0.2627 
3602803,3617,NY,Dutchess County (North & East),4464,0.0388 
3602803,3618,NY,Dutchess County (North & East),110469,0.9612 
3602804,3618,NY,Dutchess County (Southwest)--Fishkill & Wappinger town,143259,1 
3602805,3617,NY,Putnam County & Southern Dutchess County,135376,0.9999 
3602805,3618,NY,Putnam County & Southern Dutchess County,11,0.0001 
3602901,3618,NY,Orange County (Northeast)--Greater Newburgh City,124926,1 
3602902,3618,NY,Orange County (Northwest),129612,1 
3602903,3618,NY,Orange County (Southeast),146772,1 
3603001,3617,NY,Rockland County (North)--New City & Congers,106384,1 
3603002,3617,NY,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns",109337,1 
3603003,3617,NY,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey",122608,1 
3603102,3617,NY,Westchester County (Northwest),152473,1 
3603103,3617,NY,Westchester County (Northeast),139687,1 
3603110,3616,NY,Westchester County (Southeast)--White Plains & Rye City,146109,1 
3603111,3616,NY,Westchester County (Central),107008,0.9416 
3603111,3617,NY,Westchester County (Central),6642,0.0584 
3603112,3616,NY,Westchester County (Southwest)--Yonkers City,211569,1 
3603113,3616,NY,Westchester County (South Central East)--Mount Vernon City,121612,1 
3603114,3616,NY,Westchester County (South Central West)--New Rochelle City,119357,1 
3603201,3603,NY,Nassau County (Northwest)--North Hempstead Town (North),118149,1 
3603202,3603,NY,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City,114990,1 
3603203,3603,NY,Nassau County (East Central)--Oyster Bay Town (Central),106221,1 
3603204,3603,NY,Nassau County (West Central)--North Hempstead Town (South),119490,1 
3603205,3604,NY,Nassau County (West Central)--Hempstead Town (Northwest),118668,1 
3603206,3604,NY,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor,154180,1 
3603207,3603,NY,Nassau County (Central)--Hempstead Town (Northeast),51467,0.4511 
3603207,3604,NY,Nassau County (Central)--Hempstead Town (Northeast),62636,0.5489 
3603208,3602,NY,Nassau County (Southeast)--Oyster Bay Town (South),28022,0.2583 
3603208,3603,NY,Nassau County (Southeast)--Oyster Bay Town (South),80464,0.7417 
3603209,3604,NY,Nassau County (Central)--Hempstead Town (East Central),105022,1 
3603210,3604,NY,Nassau County (South Central)--Hempstead Town (Southeast),109227,1 
3603211,3604,NY,Nassau County (West Central)--Hempstead Town (West Central),115026,1 
3603212,3604,NY,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City,112212,1 
3603301,3601,NY,Suffolk County (Northwest)--Huntington Town (North),101400,1 
3603302,3601,NY,Suffolk County (Northwest)--Huntington Town (South),102727,1 
3603303,3601,NY,Suffolk County (Northwest)--Smithtown Town,116296,1 
3603304,3601,NY,Suffolk County (North Central)--Brookhaven Town (North),118528,1 
3603305,3601,NY,Suffolk County (East),161127,1 
3603306,3601,NY,Suffolk County (South Central)--Brookhaven Town (South),21947,0.1648 
3603306,3602,NY,Suffolk County (South Central)--Brookhaven Town (South),111238,0.8352 
3603307,3601,NY,Suffolk County (Central)--Brookhaven Town (Central),47311,0.3764 
3603307,3602,NY,Suffolk County (Central)--Brookhaven Town (Central),78390,0.6236 
3603308,3601,NY,Suffolk County (Central)--Brookhaven Town (West Central),107635,0.9893 
3603308,3602,NY,Suffolk County (Central)--Brookhaven Town (West Central),1160,0.0107 
3603309,3602,NY,Suffolk County (Central)--Islip Town (East),102493,1 
3603310,3602,NY,Suffolk County (Central)--Islip Town (Northwest),130712,1 
3603311,3602,NY,Suffolk County (Southwest)--Islip Town (South),106733,1 
3603312,3602,NY,Suffolk County (Southwest)--Babylon Town (Southeast),101006,1 
3603313,3602,NY,Suffolk County (West Central)--Babylon Town (Northwest),117217,1 
3604103,3610,NY,NYC-Manhattan Community District 3--Lower East Side & Chinatown,160301,0.9826 
3604103,3612,NY,NYC-Manhattan Community District 3--Lower East Side & Chinatown,2840,0.0174 
3604104,3610,NY,NYC-Manhattan Community District 4--Chelsea & Hells Kitchen,5654,0.0437 
3604104,3612,NY,NYC-Manhattan Community District 4--Chelsea & Hells Kitchen,123611,0.9563 
3604107,3612,NY,NYC-Manhattan Community District 7--Upper West Side,195409,0.871 
3604107,3613,NY,NYC-Manhattan Community District 7--Upper West Side,28935,0.129 
3604108,3612,NY,NYC-Manhattan Community District 8--Upper East Side & Roosevelt Island,231983,1 
3604109,3612,NY,NYC-Manhattan Community District 9--Morningside Heights & Hamilton Heights,2726,0.0247 
3604109,3613,NY,NYC-Manhattan Community District 9--Morningside Heights & Hamilton Heights,107732,0.9753 
3604110,3613,NY,NYC-Manhattan Community District 10--Harlem,130440,1 
3604111,3612,NY,NYC-Manhattan Community District 11--East Harlem,9465,0.0753 
3604111,3613,NY,NYC-Manhattan Community District 11--East Harlem,116306,0.9247 
3604112,3613,NY,NYC-Manhattan Community District 12--Washington Heights & Inwood,188800,1 
3604121,3610,NY,NYC-Manhattan Community Districts 1 & 2--Financial District & Greenwich Village,170835,1 
3604165,3610,NY,"NYC-Manhattan Community Districts 5 & 6--Midtown, East Midtown, & Flatiron",8277,0.0378 
3604165,3612,NY,"NYC-Manhattan Community Districts 5 & 6--Midtown, East Midtown, & Flatiron",210937,0.9622 
3604204,3615,NY,NYC-Bronx Community District 4--Highbridge & Concourse,151523,1 
3604205,3613,NY,NYC-Bronx Community District 5--Morris Heights & Mount Hope,57558,0.4236 
3604205,3615,NY,NYC-Bronx Community District 5--Morris Heights & Mount Hope,78322,0.5764 
3604207,3613,NY,"NYC-Bronx Community District 7--Fordham, Bedford Park, & Norwood",98479,0.6938 
3604207,3615,NY,"NYC-Bronx Community District 7--Fordham, Bedford Park, & Norwood",43466,0.3062 
3604208,3613,NY,"NYC-Bronx Community District 8--Riverdale, Kingsbridge, & Marble Hill",47919,0.4716 
3604208,3615,NY,"NYC-Bronx Community District 8--Riverdale, Kingsbridge, & Marble Hill",53700,0.5284 
3604209,3614,NY,NYC-Bronx Community District 9--Soundview & Parkchester,186667,1 
3604210,3614,NY,NYC-Bronx Community District 10--Co-op City & Throgs Neck,132351,1 
3604211,3614,NY,NYC-Bronx Community District 11--Pelham Parkway & Morris Park,25356,0.2081 
3604211,3615,NY,NYC-Bronx Community District 11--Pelham Parkway & Morris Park,96468,0.7919 
3604212,3614,NY,"NYC-Bronx Community District 12--Wakefield, Williamsbridge, & Eastchester",7854,0.0489 
3604212,3615,NY,"NYC-Bronx Community District 12--Wakefield, Williamsbridge, & Eastchester",81571,0.5075 
3604212,3616,NY,"NYC-Bronx Community District 12--Wakefield, Williamsbridge, & Eastchester",71316,0.4437 
3604221,3614,NY,"NYC-Bronx Community Districts 1 & 2--Melrose, Mott Haven, Longwood, & Hunts Point",49020,0.3072 
3604221,3615,NY,"NYC-Bronx Community Districts 1 & 2--Melrose, Mott Haven, Longwood, & Hunts Point",110541,0.6928 
3604263,3613,NY,"NYC-Bronx Community Districts 3 & 6--Morrisania, Tremont, Belmont, & West Farms",802,0.0044 
3604263,3614,NY,"NYC-Bronx Community Districts 3 & 6--Morrisania, Tremont, Belmont, & West Farms",18361,0.1017 
