puma22,cd118,stab,PUMA22name,pop20,afact
0603734,0630,CA,"Los Angeles County--LA City (East Central/Silver Lake, Echo Park & Westlake)",69440,0.3607 
0603734,0634,CA,"Los Angeles County--LA City (East Central/Silver Lake, Echo Park & Westlake)",123074,0.6393 
0603735,0628,CA,"Los Angeles County--LA City (Mount Washington, Highland Park & Glassell Park)",154,0.0008 
0603735,0634,CA,"Los Angeles County--LA City (Mount Washington, Highland Park & Glassell Park)",183051,0.9992 
0603736,0628,CA,Los Angeles County (Central)--Alhambra & South Pasadena Cities,109811,0.9487 
0603736,0634,CA,Los Angeles County (Central)--Alhambra & South Pasadena Cities,5934,0.0513 
0603737,0628,CA,Los Angeles County (Central)--Monterey Park & Rosemead Cities,123776,0.9814 
0603737,0631,CA,Los Angeles County (Central)--Monterey Park & Rosemead Cities,82,0.0007 
0603737,0634,CA,Los Angeles County (Central)--Monterey Park & Rosemead Cities,2265,0.018 
0603738,0628,CA,Los Angeles County (Central)--El Monte & South El Monte Cities,12,0.0001 
0603738,0631,CA,Los Angeles County (Central)--El Monte & South El Monte Cities,126563,0.9913 
0603738,0638,CA,Los Angeles County (Central)--El Monte & South El Monte Cities,1096,0.0086 
0603739,0631,CA,Los Angeles County (Southeast)--Whittier City & Hacienda Heights,8,0 
0603739,0638,CA,Los Angeles County (Southeast)--Whittier City & Hacienda Heights,171505,1 
0603740,0628,CA,Los Angeles County (Central)--Pico Rivera & Montebello Cities,1414,0.0111 
0603740,0634,CA,Los Angeles County (Central)--Pico Rivera & Montebello Cities,523,0.0041 
0603740,0638,CA,Los Angeles County (Central)--Pico Rivera & Montebello Cities,125991,0.9849 
0603741,0642,CA,"Los Angeles County (Central)--Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities P",133387,1 
0603742,0642,CA,"Los Angeles County (Central)--Huntington Park City, Florence-Graham & Walnut Park PUM",128584,1 
0603743,0634,CA,Los Angeles County (Central)--East Los Angeles,115998,0.9996 
0603743,0638,CA,Los Angeles County (Central)--East Los Angeles,47,0.0004 
0603744,0630,CA,Los Angeles County (Central)--LA City (East Central/Central City & Boyle Heights) PUM,73,0.0004 
0603744,0634,CA,Los Angeles County (Central)--LA City (East Central/Central City & Boyle Heights) PUM,157925,0.8304 
0603744,0637,CA,Los Angeles County (Central)--LA City (East Central/Central City & Boyle Heights) PUM,32190,0.1693 
0603745,0637,CA,Los Angeles County (Central)--LA City (Southeast/East Vernon),121879,1 
0603746,0634,CA,Los Angeles County--LA City (Central/Univ. of Southern California & Exposition Park),12155,0.1113 
0603746,0637,CA,Los Angeles County--LA City (Central/Univ. of Southern California & Exposition Park),97016,0.8887 
0603747,0637,CA,Los Angeles County (Central)--LA City (Central/West Adams & Baldwin Hills),164789,1 
0603748,0636,CA,Los Angeles County--LA (Southwest/Marina del Rey & Westchester) & Culver City Cities,133825,0.7079 
0603748,0637,CA,Los Angeles County--LA (Southwest/Marina del Rey & Westchester) & Culver City Cities,47127,0.2493 
0603748,0643,CA,Los Angeles County--LA (Southwest/Marina del Rey & Westchester) & Culver City Cities,8092,0.0428 
0603750,0637,CA,Los Angeles County (South Central)--LA City (South Central/Westmont),143102,0.8007 
0603750,0643,CA,Los Angeles County (South Central)--LA City (South Central/Westmont),35614,0.1993 
0603751,0637,CA,Los Angeles County (South Central)--LA City (South Central/Watts),55476,0.351 
0603751,0643,CA,Los Angeles County (South Central)--LA City (South Central/Watts),102589,0.649 
0603752,0642,CA,Los Angeles County (South)--South Gate & Lynwood Cities,3718,0.0223 
0603752,0643,CA,Los Angeles County (South)--South Gate & Lynwood Cities,3135,0.0188 
0603752,0644,CA,Los Angeles County (South)--South Gate & Lynwood Cities,159997,0.9589 
0603753,0638,CA,Los Angeles County (South)--Downey City,14261,0.1263 
0603753,0642,CA,Los Angeles County (South)--Downey City,98659,0.8737 
0603754,0638,CA,Los Angeles County (Southeast)--La Mirada & Santa Fe Springs Cities,135779,1 
0603757,0643,CA,Los Angeles County (South Central)--Compton City & West Rancho Dominquez,154805,0.9758 
0603757,0644,CA,Los Angeles County (South Central)--Compton City & West Rancho Dominquez,3837,0.0242 
0603758,0643,CA,"Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens",155403,0.9838 
0603758,0644,CA,"Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens",2562,0.0162 
0603759,0643,CA,Los Angeles County (South Central)--Hawthorne City,115060,1 
0603760,0636,CA,"Los Angeles County--Redondo Beach, Manhattan Beach & Hermosa Beach Cities",144082,1 
0603761,0636,CA,Los Angeles County (South Central)--Torrance City,60259,0.4736 
0603761,0643,CA,Los Angeles County (South Central)--Torrance City,66990,0.5264 
0603762,0643,CA,Los Angeles County (South Central)--Carson City,1556,0.013 
0603762,0644,CA,Los Angeles County (South Central)--Carson City,117851,0.987 
0603763,0644,CA,Los Angeles County (South Central)--Long Beach City (North),145286,1 
0603764,0642,CA,"Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities PUM",46878,0.2881 
0603764,0644,CA,"Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities PUM",33259,0.2044 
0603764,0645,CA,"Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities PUM",82598,0.5076 
0603766,0642,CA,Los Angeles County (South)--Long Beach City (Southwest & Port),66367,0.6483 
0603766,0644,CA,Los Angeles County (South)--Long Beach City (Southwest & Port),35997,0.3517 
0603767,0636,CA,Los Angeles County (South)--LA City (South/San Pedro),10593,0.0589 
0603767,0644,CA,Los Angeles County (South)--LA City (South/San Pedro),169286,0.9411 
0603768,0636,CA,Los Angeles County (Southwest)--Palos Verdes Peninsula,108507,0.9655 
0603768,0642,CA,Los Angeles County (Southwest)--Palos Verdes Peninsula,3875,0.0345 
0603770,0636,CA,"Los Angeles County (West Central)--LA City (West Los Angeles, Century City & Palms) P",78970,0.7813 
0603770,0637,CA,"Los Angeles County (West Central)--LA City (West Los Angeles, Century City & Palms) P",22111,0.2187 
0603771,0627,CA,Los Angeles County (Northwest)--Santa Clarita City (South),109406,1 
0603772,0623,CA,Los Angeles County (North/Unincorporated)--Castaic,16710,0.1608 
0603772,0627,CA,Los Angeles County (North/Unincorporated)--Castaic,87132,0.8385 
0603772,0628,CA,Los Angeles County (North/Unincorporated)--Castaic,14,0.0001 
0603772,0629,CA,Los Angeles County (North/Unincorporated)--Castaic,47,0.0005 
0603772,0630,CA,Los Angeles County (North/Unincorporated)--Castaic,9,0.0001 
0603773,0627,CA,Los Angeles County (Northwest)--Santa Clarita City (North),127759,1 
0603774,0626,CA,"Los Angeles County--Calabasas, Agoura Hills, Malibu & Westlake Village Cities",51714,0.3666 
0603774,0632,CA,"Los Angeles County--Calabasas, Agoura Hills, Malibu & Westlake Village Cities",89334,0.6332 
0603774,0636,CA,"Los Angeles County--Calabasas, Agoura Hills, Malibu & Westlake Village Cities",33,0.0002 
0603775,0629,CA,Los Angeles County (Central)--LA City (Central),11058,0.0953 
0603775,0630,CA,Los Angeles County (Central)--LA City (Central),3124,0.0269 
0603775,0632,CA,Los Angeles County (Central)--LA City (Central),101872,0.8778 
0603776,0632,CA,Los Angeles County (West Central)--LA City (Central/Westwood & West Los Angeles),23988,0.2257 
0603776,0636,CA,Los Angeles County (West Central)--LA City (Central/Westwood & West Los Angeles),82290,0.7743 
0603778,0643,CA,Los Angeles County (Central)--Inglewood City,111631,1 
0603779,0642,CA,Los Angeles County (Southeast)--Long Beach City (East),97601,0.8239 
0603779,0644,CA,Los Angeles County (Southeast)--Long Beach City (East),20866,0.1761 
0603780,0642,CA,Los Angeles County (Southeast)--Long Beach (Central) & Signal Hill Cities,113902,1 
0603781,0638,CA,Los Angeles County (Southeast)--Norwalk City,104208,0.9955 
0603781,0645,CA,Los Angeles County (Southeast)--Norwalk City,476,0.0045 
0603782,0642,CA,Los Angeles County (Southeast)--Bellflower & Paramount Cities,63913,0.4808 
0603782,0644,CA,Los Angeles County (Southeast)--Bellflower & Paramount Cities,69010,0.5192 
0603900,0605,CA,Madera County--Madera City,30403,0.1946 
0603900,0613,CA,Madera County--Madera City,125852,0.8054 
0604103,0602,CA,Marin County (North & West)--Novato & San Rafael (North) Cities,103006,1 
0604104,0602,CA,"Marin County (Southeast)--San Rafael (South), Mill Valley & Sausalito Cities",159315,1 
0604701,0613,CA,Merced County (West & South)--Los Banos & Livingston Cities,116427,1 
0604702,0613,CA,Merced County (Northeast)--Merced & Atwater Cities,164775,1 
0605301,0618,CA,"Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities PUM",22285,0.1214 
0605301,0619,CA,"Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities PUM",161350,0.8786 
0605302,0618,CA,Monterey County (Northeast)--Salinas City,171576,0.968 
0605302,0619,CA,Monterey County (Northeast)--Salinas City,5678,0.032 
0605303,0618,CA,Monterey (South & East) & San Benito Counties,140753,0.9887 
0605303,0619,CA,Monterey (South & East) & San Benito Counties,1602,0.0113 
0605500,0604,CA,"Napa County--Napa, American Canyon & St. Helena Cities",138019,1 
0605700,0603,CA,Nevada & Sierra Counties,105477,1 
0605906,0638,CA,"Orange County (North)--Yorba Linda, La Habra & Brea Cities",54646,0.2848 
0605906,0640,CA,"Orange County (North)--Yorba Linda, La Habra & Brea Cities",85754,0.447 
0605906,0645,CA,"Orange County (North)--Yorba Linda, La Habra & Brea Cities",51461,0.2682 
0605907,0638,CA,Orange County (North Central)--Fullerton & Placentia Cities,8451,0.0427 
0605907,0640,CA,Orange County (North Central)--Fullerton & Placentia Cities,1718,0.0087 
0605907,0645,CA,Orange County (North Central)--Fullerton & Placentia Cities,122918,0.6215 
0605907,0646,CA,Orange County (North Central)--Fullerton & Placentia Cities,64698,0.3271 
0605908,0645,CA,"Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities",157451,0.85 
0605908,0646,CA,"Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities",3006,0.0162 
0605908,0647,CA,"Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities",24776,0.1338 
0605909,0645,CA,Orange County (North Central)--Anaheim City (West),10705,0.0725 
0605909,0646,CA,Orange County (North Central)--Anaheim City (West),136904,0.9275 
0605912,0645,CA,"Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities",120021,0.7047 
0605912,0646,CA,"Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities",44266,0.2599 
0605912,0647,CA,"Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities",6031,0.0354 
0605913,0645,CA,Orange County (Northwest)--Garden Grove City (East),147018,0.9163 
0605913,0646,CA,Orange County (Northwest)--Garden Grove City (East),13435,0.0837 
0605914,0645,CA,Orange County (Northwest)--Huntington Beach City,3548,0.018 
0605914,0647,CA,Orange County (Northwest)--Huntington Beach City,193269,0.982 
0605916,0645,CA,Orange County (Central)--Santa Ana City (West),6821,0.0469 
0605916,0646,CA,Orange County (Central)--Santa Ana City (West),138585,0.9531 
0605917,0640,CA,Orange County (Central)--Santa Ana City (East),294,0.0019 
0605917,0646,CA,Orange County (Central)--Santa Ana City (East),155932,0.9981 
0605918,0645,CA,Orange County (Central)--Costa Mesa & Fountain Valley Cities,55523,0.3075 
0605918,0647,CA,Orange County (Central)--Costa Mesa & Fountain Valley Cities,125027,0.6925 
0605919,0640,CA,Orange County (North Central)--Anaheim City (East),43042,0.22 
0605919,0645,CA,Orange County (North Central)--Anaheim City (East),11,0.0001 
0605919,0646,CA,Orange County (North Central)--Anaheim City (East),152557,0.7799 
0605920,0640,CA,Orange County (Central)--Orange & Villa Park Cities,104972,0.7184 
0605920,0646,CA,Orange County (Central)--Orange & Villa Park Cities,41140,0.2816 
0605921,0640,CA,"Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado",92723,0.6572 
0605921,0647,CA,"Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado",48364,0.3428 
0605922,0640,CA,Orange County (Central)--Irvine (Northwest) & Tustin Cities,99004,0.7803 
0605922,0646,CA,Orange County (Central)--Irvine (Northwest) & Tustin Cities,7120,0.0561 
0605922,0647,CA,Orange County (Central)--Irvine (Northwest) & Tustin Cities,20755,0.1636 
0605923,0647,CA,Orange County (Central)--Irvine City (Central),142279,1 
0605924,0640,CA,Orange County (Central)--Irvine City (South),11428,0.1055 
0605924,0647,CA,Orange County (Central)--Irvine City (South),96868,0.8945 
0605925,0640,CA,"Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Woods Cities",76784,0.4274 
0605925,0647,CA,"Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Woods Cities",101692,0.566 
0605925,0649,CA,"Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Woods Cities",1185,0.0066 
0605926,0640,CA,Orange County (South Central)--Mission Viejo and Laguna Hills Cities,113429,0.9651 
0605926,0649,CA,Orange County (South Central)--Mission Viejo and Laguna Hills Cities,4106,0.0349 
0605927,0640,CA,Orange County (Southeast)--Rancho Santa Margarita City & Ladera Ranch,62125,0.5652 
0605927,0649,CA,Orange County (Southeast)--Rancho Santa Margarita City & Ladera Ranch,47801,0.4348 
0605928,0649,CA,"Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities P",187346,1 
0606101,0603,CA,Placer County (Southwest)--Roseville City,153933,1 
0606102,0603,CA,"Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town",134491,1 
0606103,0603,CA,Placer County (East/High Country Region)--Auburn & Colfax Cities,116315,1 
0606501,0625,CA,"Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",179965,0.9647 
0606501,0641,CA,"Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",6581,0.0353 
0606502,0625,CA,"Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",54082,0.4099 
0606502,0641,CA,"Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",75762,0.5742 
0606502,0648,CA,"Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",2109,0.016 
0606507,0625,CA,"Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities PU",150706,0.8631 
0606507,0641,CA,"Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities PU",23895,0.1369 
0606509,0639,CA,"Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",96456,0.7204 
0606509,0641,CA,"Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",37427,0.2795 
0606511,0639,CA,Riverside County (Northwest)--Riverside City (West),162416,0.9531 
0606511,0641,CA,Riverside County (Northwest)--Riverside City (West),7985,0.0469 
0606514,0635,CA,Riverside County (Northwest)--Jurupa Valley & Eastvale Cities,49517,0.2833 
0606514,0639,CA,Riverside County (Northwest)--Jurupa Valley & Eastvale Cities,105045,0.6009 
0606514,0641,CA,Riverside County (Northwest)--Jurupa Valley & Eastvale Cities,20244,0.1158 
0606515,0625,CA,"Riverside County (Central)--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",75747,0.4737 
0606515,0641,CA,"Riverside County (Central)--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",82976,0.5189 
0606515,0648,CA,"Riverside County (Central)--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",1184,0.0074 
0606516,0639,CA,Riverside County (Southwest)--Lake Elsinore & Canyon Lake Cities,4914,0.0467 
0606516,0641,CA,Riverside County (Southwest)--Lake Elsinore & Canyon Lake Cities,99972,0.9498 
0606516,0648,CA,Riverside County (Southwest)--Lake Elsinore & Canyon Lake Cities,370,0.0035 
0606517,0625,CA,Riverside County (Southwest)--Menifee City,1689,0.0144 
0606517,0639,CA,Riverside County (Southwest)--Menifee City,5175,0.0442 
0606517,0641,CA,Riverside County (Southwest)--Menifee City,110161,0.9413 
0606518,0639,CA,Riverside County (Northwest)--Moreno Valley City (North),104352,0.9963 
0606518,0641,CA,Riverside County (Northwest)--Moreno Valley City (North),385,0.0037 
0606519,0639,CA,Riverside County (Northwest)--Moreno Valley City (South),103122,0.9997 
0606519,0641,CA,Riverside County (Northwest)--Moreno Valley City (South),32,0.0003 
0606520,0639,CA,Riverside County (Northwest)--Riverside City (East),151005,1 
0606521,0639,CA,"Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens",24026,0.2217 
0606521,0641,CA,"Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens",84364,0.7783 
0606522,0640,CA,Riverside County (West Central)--Corona (Northwest) & Norco Cities,10910,0.0795 
0606522,0641,CA,Riverside County (West Central)--Corona (Northwest) & Norco Cities,126392,0.9205 
0606523,0641,CA,Riverside County (Southwest)--Temecula City,5635,0.04 
0606523,0648,CA,Riverside County (Southwest)--Temecula City,135256,0.96 
0606524,0641,CA,Riverside County (Southwest)--Murrieta & Wildomar Cities,67911,0.3656 
0606524,0648,CA,Riverside County (Southwest)--Murrieta & Wildomar Cities,117862,0.6344 
0606525,0625,CA,Riverside County (Southwest)--Hemet City & East Hemet,120490,0.909 
0606525,0641,CA,Riverside County (Southwest)--Hemet City & East Hemet,12065,0.091 
0606701,0603,CA,Sacramento County (North Central)--Citrus Heights City,7938,0.0711 
0606701,0606,CA,Sacramento County (North Central)--Citrus Heights City,103641,0.9289 
0606703,0606,CA,"Sacramento County (North Central)--Arden-Arcade, Carmichael & Fair Oaks (West)",119575,1 
0606704,0606,CA,"Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park P",137952,1 
0606704,0607,CA,"Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park P",6,0 
0606705,0606,CA,Sacramento County (Northwest)--Sacramento City (Northwest/Natomas),123062,1 
0606706,0606,CA,"Sacramento County (North)--Sacramento City (North), Antelope & Rio Linda",126366,1 
0606707,0606,CA,Sacramento County (West)--Sacramento City (Central/Downtown & Midtown),16364,0.1227 
0606707,0607,CA,Sacramento County (West)--Sacramento City (Central/Downtown & Midtown),117010,0.8773 
0606709,0607,CA,"Sacramento County--Sacramento City (Southwest/Pocket, Meadowview & North Laguna)",147629,1 
0606712,0603,CA,"Sacramento County (Northeast)--Folsom City, Orangevale & Fair Oaks (East)",115911,0.9763 
