puma22,metdiv20,stab,MetDivName,PUMA22name,pop20,afact
1301501,99999,GA,[not in any metro division],Atlanta Regional Commission--DeKalb County (North)--Brookhaven & Dunwoody Cities,151649,1 
1301502,99999,GA,[not in any metro division],"Atlanta Regional Commission (Central)--DeKalb County (East)--Tucker, Clarkston Cities",129176,1 
1301503,99999,GA,[not in any metro division],Atlanta Regional Commission (Central)--DeKalb County (Central),124368,1 
1301504,99999,GA,[not in any metro division],Atlanta Regional Commission (Central)--DeKalb County (West)--Atlanta & Decatur Cities,112094,1 
1301505,99999,GA,[not in any metro division],Atlanta Regional Commission (Central)--DeKalb County (Southwest),118224,1 
1301506,99999,GA,[not in any metro division],Atlanta Regional Commission (Central)--DeKalb County (Southeast)--Stonecrest City PUM,128871,1 
1301601,99999,GA,[not in any metro division],Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City,156916,1 
1301602,99999,GA,[not in any metro division],Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City PUM,140114,1 
1301603,99999,GA,[not in any metro division],"Atlanta Regional Commission (Northeast)--Gwinnett County (East)--Dacula, Grayson",132178,1 
1301604,99999,GA,[not in any metro division],Atlanta Regional Commission (Northeast)--Gwinnett County (Central)--Lawrenceville PUM,123694,1 
1301605,99999,GA,[not in any metro division],Atlanta Regional Commission (Northeast)--Gwinnett County (Central),135524,1 
1301606,99999,GA,[not in any metro division],Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Lilburn City,132124,1 
1301607,99999,GA,[not in any metro division],Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUM,136512,1 
1301700,99999,GA,[not in any metro division],Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties,159412,1 
1301800,99999,GA,[not in any metro division],Northeast Georgia Regional Commission (Central)--Clarke County--Athens City,128671,1 
1301900,99999,GA,[not in any metro division],Northeast Georgia Regional Commission (East),125296,1 
1302000,99999,GA,[not in any metro division],"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties P",131358,1 
1302100,99999,GA,[not in any metro division],Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties,206053,1 
1302201,99999,GA,[not in any metro division],Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City,116602,1 
1302202,99999,GA,[not in any metro division],Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City,124110,1 
1302301,99999,GA,[not in any metro division],Atlanta Regional Commission (South Central)--Clayton County (Northwest)--Forest Park,155520,1 
1302302,99999,GA,[not in any metro division],"Atlanta Regional Commission (South Central)--Clayton County (South, East)--Jonesboro",142075,1 
1302400,99999,GA,[not in any metro division],Atlanta Regional Commission (South Central)--Fayette County,119194,1 
1302500,99999,GA,[not in any metro division],Three Rivers Regional Commission (North Central)--Coweta County,146158,1 
1302600,99999,GA,[not in any metro division],Three Rivers Regional Commission (Northwest)--Carroll County,119148,1 
1302700,99999,GA,[not in any metro division],"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",101451,1 
1302800,99999,GA,[not in any metro division],Three Rivers Regional Commission (East),157829,1 
1302900,99999,GA,[not in any metro division],Middle Georgia Regional Commission (North & Outside Bibb County),179160,1 
1303000,99999,GA,[not in any metro division],Middle Georgia Regional Commission (Central)--Bibb County--Macon City,157346,1 
1303100,99999,GA,[not in any metro division],Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia),126247,1 
1303200,99999,GA,[not in any metro division],Central Savannah River Area Regional Commission (East Central)--Columbia County,156010,1 
1303301,99999,GA,[not in any metro division],Central Savannah River Area Regional Commission--Richmond County (Northeast)--Augusta,101403,1 
1303302,99999,GA,[not in any metro division],Central Savannah River Area Regional Commission--Richmond County (Southwest)--Augusta,105204,1 
1303400,99999,GA,[not in any metro division],"Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties",159935,1 
1303500,99999,GA,[not in any metro division],Heart of Georgia Altamaha Regional Commission (North & West),140188,1 
1303600,99999,GA,[not in any metro division],Middle Georgia Regional Commission (South)--Houston & Pulaski Counties,173488,1 
1303700,99999,GA,[not in any metro division],River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties),152466,1 
1303800,99999,GA,[not in any metro division],River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties PU,216487,1 
1303900,99999,GA,[not in any metro division],Southwest Georgia Regional Commission (West & Central),120993,1 
1304000,99999,GA,[not in any metro division],Southwest Georgia Regional Commission (North Central)--Dougherty & Lee Counties,118953,1 
1304100,99999,GA,[not in any metro division],"Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties",112480,1 
1304200,99999,GA,[not in any metro division],Southern Georgia Regional Commission (West),128900,1 
1304300,99999,GA,[not in any metro division],Southern Georgia Regional Commission (South Central)--Lowndes County--Valdosta City P,118251,1 
1304400,99999,GA,[not in any metro division],Southern Georgia Regional Commission (East & Central),169347,1 
1304500,99999,GA,[not in any metro division],Heart of Georgia Altamaha Regional Commission (Southeast),152571,1 
1304600,99999,GA,[not in any metro division],"Coastal Regional Commission (West)--Liberty, Bryan & Long Counties",126162,1 
1304701,99999,GA,[not in any metro division],Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City,169493,1 
1304702,99999,GA,[not in any metro division],Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City) PUM,125798,1 
1304800,99999,GA,[not in any metro division],Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties,150242,1 
1500100,99999,HI,[not in any metro division],"Maui, Kalawao & Kauai Counties",238134,1 
1500200,99999,HI,[not in any metro division],Hawaii County,200629,1 
1500301,99999,HI,[not in any metro division],Honolulu County--Rural Oahu,104755,1 
1500302,99999,HI,[not in any metro division],Honolulu County--Koolaupoko,121275,1 
1500303,99999,HI,[not in any metro division],Honolulu County--East Honolulu to Kapahulu,110577,1 
1500304,99999,HI,[not in any metro division],Honolulu County--Tantalus to Waikiki,127223,1 
1500305,99999,HI,[not in any metro division],Honolulu County--Nuuanu to Kalihi,118490,1 
1500306,99999,HI,[not in any metro division],Honolulu County--Moanalua to Pearl City,147371,1 
1500307,99999,HI,[not in any metro division],Honolulu County--Central Oahu,153278,1 
1500308,99999,HI,[not in any metro division],Honolulu County--Ewa,133539,1 
1600100,99999,ID,[not in any metro division],"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties",126989,1 
1600200,99999,ID,[not in any metro division],"Kootenai County (Northeast)--Coeur dAlene, Post Falls & Hayden Cities",165755,1 
1600300,99999,ID,[not in any metro division],Central Idaho--Lewiston City & Nez Perce Reservation,110246,1 
1600400,99999,ID,[not in any metro division],"Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City",134809,1 
1600500,99999,ID,[not in any metro division],Canyon (South) & Owyhee Counties--Caldwell & Nampa (South & West) Cities,133790,1 
1600600,99999,ID,[not in any metro division],Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities,151017,1 
1600701,99999,ID,[not in any metro division],Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities,133161,1 
1600702,99999,ID,[not in any metro division],Ada County (Northeast)--Boise (North & West) & Garden City Cities,111336,1 
1600800,99999,ID,[not in any metro division],Ada County (South)--Boise (South) & Kuna Cities,128881,1 
1600900,99999,ID,[not in any metro division],Twin Falls & Cassia Counties--Twin Falls City,114701,1 
1601000,99999,ID,[not in any metro division],"Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties",120590,1 
1601100,99999,ID,[not in any metro division],"Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties",153805,1 
1601200,99999,ID,[not in any metro division],Bonneville County--Idaho Falls City,123964,1 
1601300,99999,ID,[not in any metro division],"Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation",130062,1 
1700100,99999,IL,[not in any metro division],"Adams, Fulton, Pike, Mason, Schuyler & Brown Counties",140317,1 
1700701,99999,IL,[not in any metro division],Winnebago (Northeast) & Boone Counties,143161,1 
1701901,99999,IL,[not in any metro division],Champaign County (Southwest)--Champaign & Urbana Cities,172419,1 
1701902,99999,IL,[not in any metro division],"Champaign (North & East), Vermilion, Iroquois & Ford Counties",148245,1 
1702900,99999,IL,[not in any metro division],"Coles, Douglas, Crawford, Edgar, Clark & Cumberland Counties",128053,1 
1703101,16984,IL,"Chicago-Naperville-Evanston, IL",Cook County (Northwest)--Palatine & Barrington Townships,128980,1 
1703102,16984,IL,"Chicago-Naperville-Evanston, IL",Cook County (Northwest)--Hanover & Schaumburg (Northwest) Townships,122349,1 
1703103,16984,IL,"Chicago-Naperville-Evanston, IL",Cook County (Northwest)--Schaumburg Township (South & East),112552,1 
1703104,16984,IL,"Chicago-Naperville-Evanston, IL",Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships,125661,1 
1703105,16984,IL,"Chicago-Naperville-Evanston, IL",Cook County (North)--Wheeling Township (North & East),129271,1 
1703106,16984,IL,"Chicago-Naperville-Evanston, IL",Cook County (Northeast)--Northfield & New Trier Townships,148936,1 
1703107,16984,IL,"Chicago-Naperville-Evanston, IL",Cook County (Northeast)--Evanston & Niles (East) Townships,158648,1 
1703108,16984,IL,"Chicago-Naperville-Evanston, IL",Cook County (North)--Maine & Niles (West) Townships,172153,1 
1703109,16984,IL,"Chicago-Naperville-Evanston, IL",Cook County (West)--Leyden & Norwood Park Townships,121402,1 
1703110,16984,IL,"Chicago-Naperville-Evanston, IL",Cook County (West)--Proviso Township (North & West),113130,1 
1703111,16984,IL,"Chicago-Naperville-Evanston, IL","Cook County (West)--Oak Park, Riverside, River Forest & Proviso (Southeast) Townships",121043,1 
1703112,16984,IL,"Chicago-Naperville-Evanston, IL",Cook County (Central)--Cicero & Berwyn Townships,142518,1 
1703113,16984,IL,"Chicago-Naperville-Evanston, IL",Cook County (West)--Lyons & Stickney Townships,156619,1 
1703114,16984,IL,"Chicago-Naperville-Evanston, IL",Cook County (South Central)--Worth & Calumet Townships,171552,1 
1703115,16984,IL,"Chicago-Naperville-Evanston, IL","Cook County (Southwest)--Palos, Lemont & Orland (North & West) Townships",135705,1 
1703116,16984,IL,"Chicago-Naperville-Evanston, IL",Cook County (South Central)--Bremen & Orland (East) Townships,149150,1 
1703117,16984,IL,"Chicago-Naperville-Evanston, IL",Cook County (Southeast)--Thornton Township,157865,1 
1703118,16984,IL,"Chicago-Naperville-Evanston, IL",Cook County (South)--Bloom & Rich Townships,162177,1 
1703151,16984,IL,"Chicago-Naperville-Evanston, IL","Chicago City (Northwest)--Albany Park, Norwood Park, Forest Glen, North Park & OHare",148248,1 
1703152,16984,IL,"Chicago-Naperville-Evanston, IL","Chicago City (North)--West Ridge, Lincoln Square & North Center",152730,1 
1703153,16984,IL,"Chicago-Naperville-Evanston, IL","Chicago City (North)--Uptown, Edgewater & Rogers Park",169106,1 
1703154,16984,IL,"Chicago-Naperville-Evanston, IL",Chicago City (North)--Lake View & Lincoln Park,173542,1 
1703155,16984,IL,"Chicago-Naperville-Evanston, IL","Chicago City (Northwest)--Logan Square, Irving Park & Avondale",160976,1 
1703156,16984,IL,"Chicago-Naperville-Evanston, IL","Chicago City (Northwest)--Portage Park, Dunning & Jefferson Park",132383,1 
1703157,16984,IL,"Chicago-Naperville-Evanston, IL","Chicago City (West)--Belmont Cragin, Humboldt Park, Hermosa & Montclare",170752,1 
1703158,16984,IL,"Chicago-Naperville-Evanston, IL","Chicago City (West)--Austin, North Lawndale & East/West Garfield Park",168776,1 
1703159,16984,IL,"Chicago-Naperville-Evanston, IL",Chicago City (West)--West Town & Near West Side,154540,1 
1703160,16984,IL,"Chicago-Naperville-Evanston, IL","Chicago City (Central)--Near North Side, Loop & Near South Side",176574,1 
1703161,16984,IL,"Chicago-Naperville-Evanston, IL","Chicago City (South)--Hyde Park, Grand Boulevard, Woodlawn, Douglas & Kenwood",142116,1 
1703162,16984,IL,"Chicago-Naperville-Evanston, IL","Chicago City (Southwest)--New City, Lower West Side, Bridgeport & McKinley Park",140979,1 
1703163,16984,IL,"Chicago-Naperville-Evanston, IL","Chicago City (Southwest)--South Lawndale, Brighton Park & Gage Park",155992,1 
1703164,16984,IL,"Chicago-Naperville-Evanston, IL","Chicago City (Southwest)--Ashburn, Garfield Ridge, West Lawn, Clearing & West Elsdon",167262,1 
1703165,16984,IL,"Chicago-Naperville-Evanston, IL","Chicago City (South)--Chicago Lawn, Greater Grand Crossing & West Englewood/Englewood",141418,1 
1703166,16984,IL,"Chicago-Naperville-Evanston, IL","Chicago City (Southwest)--Auburn Gresham, Washington Heights, Morgan Park & Beverly P",129775,1 
1703167,16984,IL,"Chicago-Naperville-Evanston, IL","Chicago City (South)--Roseland, Chatham, West Pullman, Calumet Heights & Avalon Park",135785,1 
1703168,16984,IL,"Chicago-Naperville-Evanston, IL","Chicago City (South)--South Shore, South Chicago, East Side & South Deering",124876,1 
1703700,20994,IL,"Elgin, IL",DeKalb & Ogle Counties,100420,0.6598 
1703700,99999,IL,[not in any metro division],DeKalb & Ogle Counties,51788,0.3402 
1704301,16984,IL,"Chicago-Naperville-Evanston, IL","DuPage County (Northwest)--Wayne, Bloomingdale (South) & Winfield (North) Townships P",174577,1 
1704302,16984,IL,"Chicago-Naperville-Evanston, IL",DuPage County (Northeast)--Addison & Bloomingdale (North) Townships,116589,1 
1704303,16984,IL,"Chicago-Naperville-Evanston, IL",DuPage County (East Central)--York Township,128425,1 
1704304,16984,IL,"Chicago-Naperville-Evanston, IL",DuPage County (Central)--Milton Township,120181,1 
1704305,16984,IL,"Chicago-Naperville-Evanston, IL",DuPage County (Southwest)--Naperville & Winfield (South) Townships,124144,1 
1704306,16984,IL,"Chicago-Naperville-Evanston, IL",DuPage County (South Central)--Lisle Township,119040,1 
1704307,16984,IL,"Chicago-Naperville-Evanston, IL",DuPage County (Southeast)--Downers Grove Township,149921,1 
1704900,99999,IL,[not in any metro division],"Effingham, Fayette, Wayne, Richland, Lawrence, Clay & Jasper Counties",126003,1 
1707300,99999,IL,[not in any metro division],"Henry, McDonough, Hancock, Warren, Mercer & Henderson Counties",133063,1 
1708901,20994,IL,"Elgin, IL",Kane County (West),132955,1 
1708902,20994,IL,"Elgin, IL",Kane County (Northeast)--Dundee & Elgin (North & Central) Townships,138572,1 
1708903,20994,IL,"Elgin, IL","Kane County (East)--St. Charles, Batavia (East) & Geneva (East) Townships",118066,1 
1708904,20994,IL,"Elgin, IL",Kane County (Southeast)--Aurora Township,126929,1 
1709100,16984,IL,"Chicago-Naperville-Evanston, IL",Kankakee & Grundy Counties,52533,0.3283 
1709100,99999,IL,[not in any metro division],Kankakee & Grundy Counties,107502,0.6717 
1709300,20994,IL,"Elgin, IL",Kendall County,131869,1 
1709500,99999,IL,[not in any metro division],"Knox, Woodford, Bureau, Marshall, Putnam & Stark Counties",144457,1 
1709701,29404,IL,"Lake County-Kenosha County, IL-WI","Lake County (Northwest)--Avon, Lake Villa, Grant & Antioch Townships",159102,1 
1709702,29404,IL,"Lake County-Kenosha County, IL-WI","Lake County (Northeast)--Waukegan, Zion, Benton & Newport Townships",140954,1 
1709703,29404,IL,"Lake County-Kenosha County, IL-WI","Lake County (East Central)--Warren, Shields & Libertyville (North & West) Townships P",156052,1 
1709704,29404,IL,"Lake County-Kenosha County, IL-WI","Lake County (Southwest)--Ela, Fremont, Wauconda & Cuba Townships",119629,1 
1709705,29404,IL,"Lake County-Kenosha County, IL-WI","Lake County (Southeast)--Vernon, Moraine & West Deerfield Townships",138605,1 
1709900,99999,IL,[not in any metro division],LaSalle & Livingston Counties,145473,1 
1711101,16984,IL,"Chicago-Naperville-Evanston, IL","McHenry County (North, West & Central)",137984,1 
1711102,16984,IL,"Chicago-Naperville-Evanston, IL","McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships",172245,1 
1711300,99999,IL,[not in any metro division],McLean County--Bloomington City & Normal Town,170954,1 
1711500,99999,IL,[not in any metro division],Macon & Christian Counties--Decatur City,138030,1 
1711700,99999,IL,[not in any metro division],"Macoupin, Morgan, Jersey, Cass, Greene, Scott & Calhoun Counties",133807,1 
1711901,99999,IL,[not in any metro division],Madison County (West),139441,1 
1711902,99999,IL,[not in any metro division],Madison County (East),126418,1 
1712100,99999,IL,[not in any metro division],"Marion, Jefferson, Clinton, Randolph, Bond & Washington Counties",172390,1 
1713500,99999,IL,[not in any metro division],"Montgomery, Logan, Shelby, Piatt, De Witt, Moultrie & Menard Counties",136277,1 
1714300,99999,IL,[not in any metro division],Peoria County--Peoria City,181830,1 
1716100,99999,IL,[not in any metro division],Rock Island County,144672,1 
1716301,99999,IL,[not in any metro division],St. Clair County (Northwest),166213,1 
1716302,99999,IL,[not in any metro division],St. Clair (South & East) & Monroe Counties,126149,1 
1716500,99999,IL,[not in any metro division],"South & Southeast Illinois--Saline, Union & Massac Counties",130756,1 
1716700,99999,IL,[not in any metro division],Sangamon County--Springfield City,196343,1 
1717900,99999,IL,[not in any metro division],Tazewell County,131343,1 
1719500,99999,IL,[not in any metro division],"Whiteside, Stephenson, Lee, Jo Daviess & Carroll Counties",172203,1 
1719701,16984,IL,"Chicago-Naperville-Evanston, IL",Will County (Northwest)--Wheatland & DuPage Townships,176242,1 
1719702,16984,IL,"Chicago-Naperville-Evanston, IL",Will County (Northwest)--Plainfield & Lockport Townships,141080,1 
1719703,16984,IL,"Chicago-Naperville-Evanston, IL",Will County (West Central)--Joliet & Troy Townships,134906,1 
1719704,16984,IL,"Chicago-Naperville-Evanston, IL","Will County (Northeast)--Frankfort, Homer & New Lenox (North) Townships",128787,1 
1719705,16984,IL,"Chicago-Naperville-Evanston, IL",Will County (South),115340,1 
1719900,99999,IL,[not in any metro division],"Williamson, Jackson, Franklin & Perry Counties",178876,1 
1720101,99999,IL,[not in any metro division],Winnebago County (Southeast & West)--Rockford City,195637,1 
1800101,23844,IN,"Gary, IN",Lake County (Northwest)--Hammond & East Chicago Cities,108808,1 
1800102,23844,IN,"Gary, IN",Lake County (Northeast)--Gary City & Griffith Town,119070,1 
1800103,23844,IN,"Gary, IN",Lake County (Central),121541,1 
1800104,23844,IN,"Gary, IN",Lake County (South),149281,1 
1800200,23844,IN,"Gary, IN",Porter County,173215,1 
1800300,99999,IN,[not in any metro division],LaPorte County,112417,1 
1800401,99999,IN,[not in any metro division],St. Joseph County (North)--South Bend City,117392,1 
1800402,99999,IN,[not in any metro division],St. Joseph County (Outside South Bend City)--Mishawaka City,155520,1 
1800501,99999,IN,[not in any metro division],Elkhart County--Elkhart City,107003,1 
1800502,99999,IN,[not in any metro division],Elkhart County (Outside Elkhart City)--Goshen City,100044,1 
1800600,99999,IN,[not in any metro division],"Noble, DeKalb, LaGrange & Steuben Counties",165603,1 
1800700,23844,IN,"Gary, IN","Jasper, Starke, Fulton, Newton & Pulaski Counties",46748,0.4534 
1800700,99999,IN,[not in any metro division],"Jasper, Starke, Fulton, Newton & Pulaski Counties",56365,0.5466 
1800800,99999,IN,[not in any metro division],Kosciusko & Marshall Counties,126335,1 
1800900,99999,IN,[not in any metro division],"Huntington, Whitley, Adams & Wells Counties",134842,1 
1801001,99999,IN,[not in any metro division],Allen County (Central)--Fort Wayne City (South),134471,1 
1801002,99999,IN,[not in any metro division],Allen County (Central)--Fort Wayne City (North),126299,1 
1801003,99999,IN,[not in any metro division],Allen County (Outside Fort Wayne City),124640,1 
1801100,99999,IN,[not in any metro division],"Montgomery, Clinton, White, Carroll & Benton Counties",124839,1 
1801200,99999,IN,[not in any metro division],Tippecanoe County--Lafayette & West Lafayette Cities,186251,1 
1801300,99999,IN,[not in any metro division],"Howard, Cass & Tipton Counties--Kokomo City",136887,1 
1801400,99999,IN,[not in any metro division],"Grant, Miami & Wabash Counties",133612,1 
1801500,99999,IN,[not in any metro division],"Henry, Randolph, Jay & Blackford Counties",106006,1 
1801600,99999,IN,[not in any metro division],"Clay, Sullivan, Parke, Fountain, Vermillion & Warren Counties",103797,1 
1801700,99999,IN,[not in any metro division],Vigo County--Terre Haute City,106153,1 
1801801,99999,IN,[not in any metro division],Boone & Hamilton (Northwest) Counties,142883,1 
1801901,99999,IN,[not in any metro division],Hamilton County (Central)--Carmel City & Fishers Town (West),133816,1 
1801902,99999,IN,[not in any metro division],Hamilton County (East)--Noblesville City & Fishers Town (East),141580,1 
1802000,99999,IN,[not in any metro division],Madison County--Anderson City,130129,1 
1802100,99999,IN,[not in any metro division],Delaware County--Muncie City,111903,1 
1802200,99999,IN,[not in any metro division],"Morgan, Putnam & Brown Counties",123981,1 
1802300,99999,IN,[not in any metro division],Hendricks County,174788,1 
1802401,99999,IN,[not in any metro division],Marion County--Pike & Washington (Northwest) Townships & Indianapolis City (Northwest,109582,1 
1802402,99999,IN,[not in any metro division],Marion County--Washington Township (South & East) & Indianapolis City (North),112126,1 
1802403,99999,IN,[not in any metro division],"Marion County--Lawrence Township, Indianapolis (Northeast) & Lawrence Cities",122321,1 
1802404,99999,IN,[not in any metro division],Marion County--Wayne & Decatur (Northwest) Townships & Indianapolis City (West),153342,1 
1802405,99999,IN,[not in any metro division],Marion County--Center Township & Indianapolis City (Central),153549,1 
1802406,99999,IN,[not in any metro division],Marion County--Warren & Franklin Townships & Indianapolis City (East & Southeast) PUM,172462,1 
1802407,99999,IN,[not in any metro division],Marion County--Perry & Decatur (South & East) Townships & Indianapolis City (South) P,153821,1 
1802500,99999,IN,[not in any metro division],Johnson County--Greenwood City,161765,1 
1802600,99999,IN,[not in any metro division],Hancock & Shelby Counties,124895,1 
1802700,99999,IN,[not in any metro division],"Wayne, Fayette, Rush & Union Counties",113790,1 
1802800,99999,IN,[not in any metro division],"Greene, Daviess, Owen, Orange & Martin Counties",160195,1 
1802900,99999,IN,[not in any metro division],Monroe County--Bloomington City,139718,1 
1803000,99999,IN,[not in any metro division],Bartholomew & Jackson Counties--Columbus City,128636,1 
1803100,99999,IN,[not in any metro division],"Jefferson, Jennings, Decatur & Scott Counties",111616,1 
1803200,99999,IN,[not in any metro division],"Dearborn, Franklin, Ripley, Switzerland & Ohio Counties",118136,1 
1803300,99999,IN,[not in any metro division],"Warrick, Gibson & Posey Counties",122131,1 
1803400,99999,IN,[not in any metro division],Vanderburgh County--Evansville City,180136,1 
1803500,99999,IN,[not in any metro division],"Dubois, Knox, Spencer, Perry, Pike & Crawford Counties",141675,1 
1803600,99999,IN,[not in any metro division],"Floyd, Harrison & Washington Counties",148320,1 
1803700,99999,IN,[not in any metro division],Clark County--Jeffersonville City,121093,1 
1900100,99999,IA,[not in any metro division],"Sioux, Clay, Dickinson, OBrien, Lyon, Emmet, Palo Alto & Osceola Counties",120651,1 
1900200,99999,IA,[not in any metro division],"Cerro Gordo, Floyd, Kossuth, Hancock, Winnebago, Mitchell & Worth Counties",113064,1 
1900301,99999,IA,[not in any metro division],Linn County outside Cedar Rapids City,109706,1 
1900302,99999,IA,[not in any metro division],Cedar Rapids City,120593,1 
1900400,99999,IA,[not in any metro division],"Bremer, Winneshiek, Fayette, Clayton, Allamakee, Chickasaw & Howard Counties",117152,1 
1900500,99999,IA,[not in any metro division],Black Hawk County--Waterloo & Cedar Falls Cities,131144,1 
1900600,99999,IA,[not in any metro division],"Webster, Hardin, Hamilton, Butler, Wright, Grundy, Franklin & Humboldt Counties",128138,1 
1900700,99999,IA,[not in any metro division],"Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City",156804,1 
1900800,99999,IA,[not in any metro division],"Clinton, Muscatine, Jones & Cedar Counties",128846,1 
1900900,99999,IA,[not in any metro division],Scott County--Davenport City,174669,1 
1901100,99999,IA,[not in any metro division],Johnson County--Iowa City,152854,1 
1901200,99999,IA,[not in any metro division],"Marshall, Benton, Poweshiek, Tama & Iowa Counties",118139,1 
1901300,99999,IA,[not in any metro division],Story & Boone Counties,125252,1 
1901400,99999,IA,[not in any metro division],"Jasper, Marion, Warren Counties",123630,1 
1901501,99999,IA,[not in any metro division],Polk County (West),165760,1 
1901502,99999,IA,[not in any metro division],Polk County (East)--Ankeny & Altoona Cities,137794,1 
1901503,99999,IA,[not in any metro division],Des Moines City,188847,1 
1901600,99999,IA,[not in any metro division],"Dallas, Madison Counties",116226,1 
1901800,99999,IA,[not in any metro division],Southern Iowa,110965,1 
1901900,99999,IA,[not in any metro division],"Northwest Central Iowa--Storm Lake, Denison & Cherokee Region",121112,1 
1902000,99999,IA,[not in any metro division],Woodbury & Plymouth Counties--Sioux City,131639,1 
1902100,99999,IA,[not in any metro division],Southwest Iowa--Council Bluffs City,171399,1 
1902200,99999,IA,[not in any metro division],"Wapello, Mahaska, Washington, Jefferson, Keokuk, Davis & Van Buren Counties",122201,1 
1902300,99999,IA,[not in any metro division],"Des Moines, Lee, Henry & Louisa Counties",103784,1 
2000100,99999,KS,[not in any metro division],Northwest Kansas,107362,1 
2000200,99999,KS,[not in any metro division],North Central Kansas--Salina City,144147,1 
2000300,99999,KS,[not in any metro division],"Riley, Geary & Pottawatomie Counties--Manhattan City",134046,1 
2000400,99999,KS,[not in any metro division],Wyandotte County--Kansas City,169245,1 
2000501,99999,KS,[not in any metro division],Shawnee County (Central)--Topeka City,131988,1 
2000601,99999,KS,[not in any metro division],Shawnee (Outside Topeka City) & Northeast Kansas,134530,1 
2000700,99999,KS,[not in any metro division],Douglas County--Lawrence City,118785,1 
2000801,99999,KS,[not in any metro division],"Johnson County (Northwest)--Shawnee, Lenexa & De Soto Cities",125546,1 
2000802,99999,KS,[not in any metro division],"Johnson County (Northeast)--Overland Park (North), Prairie Village & Merriam",154945,1 
2000803,99999,KS,[not in any metro division],Johnson County (Southeast)--Blue Valley Region,158255,1 
2000804,99999,KS,[not in any metro division],"Johnson County (Southwest)--Olathe, Gardner, Spring Hill & Edgerton Cities",171117,1 
2000900,99999,KS,[not in any metro division],"Leavenworth, Miami & Linn County",125663,1 
2001000,99999,KS,[not in any metro division],Southeast Kansas,155140,1 
2001101,99999,KS,[not in any metro division],Flint Hills Region--Emporia City,135119,1 
2001201,99999,KS,[not in any metro division],Sedgwick (Northeast) & Butler (North & East) Counties--Wichita City (Northeast),168554,1 
2001301,99999,KS,[not in any metro division],Sedgwick (Northwest) & Harvey Counties--Wichita (Northwest) & Newton Cities,168184,1 
2001401,99999,KS,[not in any metro division],Sedgwick County (Central)--Wichita City (Central),120404,1 
2001501,99999,KS,[not in any metro division],Sedgwick (South) & Butler (Southwest) Counties--Wichita (South) & Derby Cities,168086,1 
2001600,99999,KS,[not in any metro division],Central Kansas--Hutchinson City,101548,1 
2001701,99999,KS,[not in any metro division],South Central Kansas,109405,1 
2001800,99999,KS,[not in any metro division],"Southwest Kansas--Dodge City, Garden City & Liberal City",135811,1 
2100100,99999,KY,[not in any metro division],Purchase Area Development District,196876,1 
2100200,99999,KY,[not in any metro division],Pennyrile Area Development District (North),106878,1 
2100300,99999,KY,[not in any metro division],Pennyrile Area Development District (South),107732,1 
2100400,99999,KY,[not in any metro division],Barren River Area Development District (Outer),177508,1 
2100500,99999,KY,[not in any metro division],Barren River Area Development District (Central)--Warren County,134554,1 
2100600,99999,KY,[not in any metro division],Lake Cumberland Area Development District (West),105106,1 
2100700,99999,KY,[not in any metro division],Lake Cumberland Area Development District (East),101477,1 
2100800,99999,KY,[not in any metro division],Cumberland Valley Area Development District (North),111950,1 
2100900,99999,KY,[not in any metro division],Cumberland Valley Area Development District (South),117833,1 
2101000,99999,KY,[not in any metro division],Kentucky River Area Development District,106511,1 
2101100,99999,KY,[not in any metro division],Big Sandy Area Development District,140215,1 
2101200,99999,KY,[not in any metro division],Lincoln Trail Area Development District (East/West),170068,1 
2101300,99999,KY,[not in any metro division],Lincoln Trail Area Development District (Central)--Hardin County,110702,1 
2101400,99999,KY,[not in any metro division],Green River Area Development District (Outer),113497,1 
