puma22,metdiv20,stab,MetDivName,PUMA22name,pop20,afact
0605924,11244,CA,"Anaheim-Santa Ana-Irvine, CA",Orange County (Central)--Irvine City (South),108296,1 
0605925,11244,CA,"Anaheim-Santa Ana-Irvine, CA","Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Woods Cities",179661,1 
0605926,11244,CA,"Anaheim-Santa Ana-Irvine, CA",Orange County (South Central)--Mission Viejo and Laguna Hills Cities,117535,1 
0605927,11244,CA,"Anaheim-Santa Ana-Irvine, CA",Orange County (Southeast)--Rancho Santa Margarita City & Ladera Ranch,109926,1 
0605928,11244,CA,"Anaheim-Santa Ana-Irvine, CA","Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities P",187346,1 
0606101,99999,CA,[not in any metro division],Placer County (Southwest)--Roseville City,153933,1 
0606102,99999,CA,[not in any metro division],"Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town",134491,1 
0606103,99999,CA,[not in any metro division],Placer County (East/High Country Region)--Auburn & Colfax Cities,116315,1 
0606501,99999,CA,[not in any metro division],"Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",186546,1 
0606502,99999,CA,[not in any metro division],"Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",131953,1 
0606507,99999,CA,[not in any metro division],"Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities PU",174601,1 
0606509,99999,CA,[not in any metro division],"Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",133883,1 
0606511,99999,CA,[not in any metro division],Riverside County (Northwest)--Riverside City (West),170401,1 
0606514,99999,CA,[not in any metro division],Riverside County (Northwest)--Jurupa Valley & Eastvale Cities,174806,1 
0606515,99999,CA,[not in any metro division],"Riverside County (Central)--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",159907,1 
0606516,99999,CA,[not in any metro division],Riverside County (Southwest)--Lake Elsinore & Canyon Lake Cities,105256,1 
0606517,99999,CA,[not in any metro division],Riverside County (Southwest)--Menifee City,117025,1 
0606518,99999,CA,[not in any metro division],Riverside County (Northwest)--Moreno Valley City (North),104737,1 
0606519,99999,CA,[not in any metro division],Riverside County (Northwest)--Moreno Valley City (South),103154,1 
0606520,99999,CA,[not in any metro division],Riverside County (Northwest)--Riverside City (East),151005,1 
0606521,99999,CA,[not in any metro division],"Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens",108390,1 
0606522,99999,CA,[not in any metro division],Riverside County (West Central)--Corona (Northwest) & Norco Cities,137302,1 
0606523,99999,CA,[not in any metro division],Riverside County (Southwest)--Temecula City,140891,1 
0606524,99999,CA,[not in any metro division],Riverside County (Southwest)--Murrieta & Wildomar Cities,185773,1 
0606525,99999,CA,[not in any metro division],Riverside County (Southwest)--Hemet City & East Hemet,132555,1 
0606701,99999,CA,[not in any metro division],Sacramento County (North Central)--Citrus Heights City,111579,1 
0606703,99999,CA,[not in any metro division],"Sacramento County (North Central)--Arden-Arcade, Carmichael & Fair Oaks (West)",119575,1 
0606704,99999,CA,[not in any metro division],"Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park P",137958,1 
0606705,99999,CA,[not in any metro division],Sacramento County (Northwest)--Sacramento City (Northwest/Natomas),123062,1 
0606706,99999,CA,[not in any metro division],"Sacramento County (North)--Sacramento City (North), Antelope & Rio Linda",126366,1 
0606707,99999,CA,[not in any metro division],Sacramento County (West)--Sacramento City (Central/Downtown & Midtown),133374,1 
0606709,99999,CA,[not in any metro division],"Sacramento County--Sacramento City (Southwest/Pocket, Meadowview & North Laguna)",147629,1 
0606712,99999,CA,[not in any metro division],"Sacramento County (Northeast)--Folsom City, Orangevale & Fair Oaks (East)",118728,1 
0606713,99999,CA,[not in any metro division],Sacramento County (Central)--Rancho Cordova City,105450,1 
0606714,99999,CA,[not in any metro division],"Sacramento County--Sacramento City (Southeast/Fruitridge, Avondale & Depot Park)",141800,1 
0606715,99999,CA,[not in any metro division],Sacramento County (Central)--Elk Grove City (West),106336,1 
0606716,99999,CA,[not in any metro division],Sacramento County (Central)--Elk Grove City (East),109195,1 
0606717,99999,CA,[not in any metro division],"Sacramento County--Galt, Isleton Cities, Delta Region & Rural",104003,1 
0607101,99999,CA,[not in any metro division],San Bernardino County (Northeast)--Twentynine Palms & Barstow Cities,141621,1 
0607102,99999,CA,[not in any metro division],San Bernardino County (West Central)--Victorville & Adelanto Cities,188899,1 
0607103,99999,CA,[not in any metro division],San Bernardino County (West Central)--Hesperia City & Apple Valley Town,183441,1 
0607104,99999,CA,[not in any metro division],"San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City",120206,1 
0607105,99999,CA,[not in any metro division],San Bernardino County (Southwest)--Redlands & Yucaipa Cities,147345,1 
0607107,99999,CA,[not in any metro division],San Bernardino County (Southwest)--San Bernardino City (East),113673,1 
0607108,99999,CA,[not in any metro division],San Bernardino County (Southwest)--San Bernardino City (West),177845,1 
0607110,99999,CA,[not in any metro division],San Bernardino County (Southwest)--Fontana City (East),110688,1 
0607111,99999,CA,[not in any metro division],San Bernardino County (Southwest)--Rancho Cucamonga City,174456,1 
0607112,99999,CA,[not in any metro division],San Bernardino County (Southwest)--Upland & Montclair Cities,127336,1 
0607115,99999,CA,[not in any metro division],San Bernardino County (Southwest)--Fontana City (West),122576,1 
0607116,99999,CA,[not in any metro division],"San Bernardino County (Southwest)--Colton, Loma Linda & Grand Terrace Cities",112249,1 
0607117,99999,CA,[not in any metro division],San Bernardino County (Southwest)--Rialto City,110645,1 
0607118,99999,CA,[not in any metro division],San Bernardino County (Southwest)--Ontario City,180848,1 
0607119,99999,CA,[not in any metro division],San Bernardino County (Southwest)--Chino & Chino Hills Cities,169826,1 
0607301,99999,CA,[not in any metro division],San Diego County (Northwest)--Oceanside City & Camp Pendleton,196491,1 
0607302,99999,CA,[not in any metro division],"San Diego County (North & East)--Fallbrook, Alpine & Valley Center",125831,1 
0607306,99999,CA,[not in any metro division],San Diego County (Northwest)--Escondido City (East),144300,1 
0607307,99999,CA,[not in any metro division],"San Diego County (Central)--Lakeside, Winter Gardens & Ramona",112315,1 
0607308,99999,CA,[not in any metro division],San Diego County (Central)--San Diego (Northeast/Rancho Bernardo) & Poway Cities,128327,1 
0607310,99999,CA,[not in any metro division],San Diego County (West)--San Diego City (Southwest/Central Coastal),165369,1 
0607311,99999,CA,[not in any metro division],San Diego County (West Central)--San Diego City (Northwest/Del Mar Mesa),123938,1 
0607312,99999,CA,[not in any metro division],San Diego County (Central)--San Diego City (Central/Mira Mesa & University Heights) P,123738,1 
0607313,99999,CA,[not in any metro division],San Diego County (Central)--El Cajon & Santee Cities,189588,1 
0607314,99999,CA,[not in any metro division],San Diego County (Central)--San Diego (East Central/Navajo) & La Mesa Cities,159220,1 
0607315,99999,CA,[not in any metro division],San Diego County (West Central)--San Diego City (Central/Clairemont & Kearny Mesa) PU,166232,1 
0607316,99999,CA,[not in any metro division],San Diego County (South Central)--San Diego City (Central/Centre City & Balboa Park),178604,1 
0607317,99999,CA,[not in any metro division],San Diego County (South Central)--San Diego City (Central/Mid-City),164963,1 
0607322,99999,CA,[not in any metro division],San Diego County (South)--San Diego City (South/Otay Mesa & South Bay),141103,1 
0607323,99999,CA,[not in any metro division],San Diego County (Northwest)--Vista City,116522,1 
0607324,99999,CA,[not in any metro division],San Diego County (Northwest)--Carlsbad City,131292,1 
0607325,99999,CA,[not in any metro division],San Diego County (Northwest)--San Marcos & Escondido (West) Cities,126224,1 
0607326,99999,CA,[not in any metro division],San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities,173372,1 
0607327,99999,CA,[not in any metro division],San Diego County (South)--San Diego City (Southeast/Encanto & Skyline),149834,1 
0607328,99999,CA,[not in any metro division],"San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley",132376,1 
0607329,99999,CA,[not in any metro division],San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East),168881,1 
0607330,99999,CA,[not in any metro division],San Diego County (Southwest)--Chula Vista (West) & National City Cities,180114,1 
0607507,41884,CA,"San Francisco-San Mateo-Redwood City, CA",San Francisco County (South Central)--Bayview & Hunters Point,115070,1 
0607508,41884,CA,"San Francisco-San Mateo-Redwood City, CA","San Francisco County (Northwest)--Richmond, Western Addition & Presidio",100221,1 
0607509,41884,CA,"San Francisco-San Mateo-Redwood City, CA","San Francisco County (Northeast)--Chinatown, North Beach & Russian Hill",115773,1 
0607510,41884,CA,"San Francisco-San Mateo-Redwood City, CA",San Francisco County (Southeast)--South of Market & Mission,107058,1 
0607511,41884,CA,"San Francisco-San Mateo-Redwood City, CA",San Francisco County (Southwest)--Central & Bernal Heights,128619,1 
0607512,41884,CA,"San Francisco-San Mateo-Redwood City, CA",San Francisco County (Southwest)--Outer Sunset & Inner Sunset,100691,1 
0607513,41884,CA,"San Francisco-San Mateo-Redwood City, CA",San Francisco County (Southwest)--Ingleside & South Central,104289,1 
0607514,41884,CA,"San Francisco-San Mateo-Redwood City, CA",San Francisco County (Northwest)--Western Addition & Marina,102244,1 
0607705,99999,CA,[not in any metro division],San Joaquin County (Central)--Stockton City (North),197729,1 
0607706,99999,CA,[not in any metro division],San Joaquin County (Central)--Stockton City (South),170975,1 
0607707,99999,CA,[not in any metro division],San Joaquin County (West)--Tracy City,126319,1 
0607708,99999,CA,[not in any metro division],"San Joaquin County (East)--Lodi, Ripon & Escalon Cities",163651,1 
0607709,99999,CA,[not in any metro division],San Joaquin County (South)--Lathrop & Manteca Cities,120559,1 
0607901,99999,CA,[not in any metro division],San Luis Obispo County (West)--Coastal Region,168697,1 
0607902,99999,CA,[not in any metro division],San Luis Obispo County (East)--Inland Region,113727,1 
0608101,41884,CA,"San Francisco-San Mateo-Redwood City, CA","San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town",142648,1 
0608102,41884,CA,"San Francisco-San Mateo-Redwood City, CA","San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities PU",123800,1 
0608103,41884,CA,"San Francisco-San Mateo-Redwood City, CA","San Mateo County (Central)--San Mateo (North), Burlingame & Millbrae Cities",110800,1 
0608104,41884,CA,"San Francisco-San Mateo-Redwood City, CA",San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities,129709,1 
0608105,41884,CA,"San Francisco-San Mateo-Redwood City, CA","San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities",139778,1 
0608106,41884,CA,"San Francisco-San Mateo-Redwood City, CA","San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town",117707,1 
0608301,99999,CA,[not in any metro division],Santa Barbara County (Northwest)--Santa Maria City & Orcutt,134057,1 
0608302,99999,CA,[not in any metro division],"Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities",108260,1 
0608303,99999,CA,[not in any metro division],Santa Barbara County--South Coast Region,205912,1 
0608505,99999,CA,[not in any metro division],Santa Clara County (North Central)--San Jose City (East Central) & Alum Rock,109318,1 
0608506,99999,CA,[not in any metro division],"Santa Clara County (East)--Gilroy, Morgan Hill & San Jose (South) Cities",128486,1 
0608507,99999,CA,[not in any metro division],"Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town",143265,1 
0608508,99999,CA,[not in any metro division],Santa Clara County (Central)--San Jose (West Central) & Campbell Cities,140927,1 
0608510,99999,CA,[not in any metro division],Santa Clara County (Central)--San Jose City (Central),160284,1 
0608511,99999,CA,[not in any metro division],Santa Clara County (Central)--San Jose City (South Central/Branham) & Cambrian Park P,108867,1 
0608512,99999,CA,[not in any metro division],Santa Clara County (Central)--San Jose City (Southwest/Almaden Valley),113250,1 
0608515,99999,CA,[not in any metro division],Santa Clara County (Northwest)--Palo Alto City & Los Altos Hills Town,102829,1 
0608516,99999,CA,[not in any metro division],Santa Clara County (Northwest)--Sunnyvale City,160703,1 
0608517,99999,CA,[not in any metro division],Santa Clara County (Northwest)--Santa Clara City,126117,1 
0608518,99999,CA,[not in any metro division],Santa Clara County (Northwest)--San Jose (Berryessa) & Milpitas Cities,108171,1 
0608519,99999,CA,[not in any metro division],Santa Clara County (Central)--San Jose City (North),167708,1 
0608520,99999,CA,[not in any metro division],Santa Clara County (Central)--San Jose City (Southeast/Evergreen),117246,1 
0608521,99999,CA,[not in any metro division],Santa Clara County (North)--San Jose City (North Valley/East San Jose),133325,1 
0608522,99999,CA,[not in any metro division],Santa Clara County (Northwest)--Mountain View & Los Altos Cities,115763,1 
0608701,99999,CA,[not in any metro division],Santa Cruz County (North)--Watsonville & Scotts Valley Cities,153412,1 
0608702,99999,CA,[not in any metro division],Santa Cruz County (South & Coastal)--Santa Cruz City,117449,1 
0608900,99999,CA,[not in any metro division],Shasta County--Redding City,182155,1 
0609501,99999,CA,[not in any metro division],Solano County (Southwest)--Vallejo & Benicia Cities,154611,1 
0609502,99999,CA,[not in any metro division],Solano County (Central)--Fairfield & Suisun City Cities,155753,1 
0609503,99999,CA,[not in any metro division],Solano County (Northeast)--Vacaville & Dixon Cities,143127,1 
0609702,99999,CA,[not in any metro division],"Sonoma County (South)--Petaluma, Rohnert Park & Cotati Cities",126344,1 
0609704,99999,CA,[not in any metro division],"Sonoma County (North)--Windsor Town, Healdsburg & Cloverdale Cities",121768,1 
0609705,99999,CA,[not in any metro division],Sonoma County (Central)--Santa Rosa City (West),101323,1 
0609706,99999,CA,[not in any metro division],Sonoma County (East)--Santa Rosa City (East),139428,1 
0609901,99999,CA,[not in any metro division],"Stanislaus County (Southwest)--Ceres, Patterson & Newman Cities",123567,1 
0609902,99999,CA,[not in any metro division],Stanislaus County (Central)--Modesto City (West),125755,1 
0609903,99999,CA,[not in any metro division],"Stanislaus County (Northeast)--Turlock, Riverbank, Oakdale & Waterford Cities",187249,1 
0609904,99999,CA,[not in any metro division],Stanislaus County (Central)--Modesto City (East),116307,1 
0610100,99999,CA,[not in any metro division],Sutter & Yuba Counties--Yuba City & Marysville Cities,181208,1 
0610701,99999,CA,[not in any metro division],Tulare County (Northwest)--Visalia City,154048,1 
0610702,99999,CA,[not in any metro division],Tulare County (West Central)--Tulare & Porterville Cities,162425,1 
0610703,99999,CA,[not in any metro division],"Tulare County (Outside Visalia, Tulare & Porterville Cities)",156644,1 
0611102,99999,CA,[not in any metro division],Ventura County (Southeast)--Thousand Oaks City,150570,1 
