puma22,metdiv23,stab,MetDivName,PUMA22name,hus20,afact
1703168,16984,IL,"Chicago-Naperville-Schaumburg, IL","Chicago City (South)--South Shore, South Chicago, East Side & South Deering",59920,1 
1703700,20994,IL,"Elgin, IL",DeKalb & Ogle Counties,41311,1 
1703700,99999,IL,[not in any metro division],DeKalb & Ogle Counties,22632,1 
1704301,16984,IL,"Chicago-Naperville-Schaumburg, IL","DuPage County (Northwest)--Wayne, Bloomingdale (South) & Winfield (North) Townships P",61748,1 
1704302,16984,IL,"Chicago-Naperville-Schaumburg, IL",DuPage County (Northeast)--Addison & Bloomingdale (North) Townships,43767,1 
1704303,16984,IL,"Chicago-Naperville-Schaumburg, IL",DuPage County (East Central)--York Township,53543,1 
1704304,16984,IL,"Chicago-Naperville-Schaumburg, IL",DuPage County (Central)--Milton Township,46243,1 
1704305,16984,IL,"Chicago-Naperville-Schaumburg, IL",DuPage County (Southwest)--Naperville & Winfield (South) Townships,48861,1 
1704306,16984,IL,"Chicago-Naperville-Schaumburg, IL",DuPage County (South Central)--Lisle Township,48875,1 
1704307,16984,IL,"Chicago-Naperville-Schaumburg, IL",DuPage County (Southeast)--Downers Grove Township,61933,1 
1704900,99999,IL,[not in any metro division],"Effingham, Fayette, Wayne, Richland, Lawrence, Clay & Jasper Counties",55838,1 
1707300,99999,IL,[not in any metro division],"Henry, McDonough, Hancock, Warren, Mercer & Henderson Counties",63022,1 
1708901,20994,IL,"Elgin, IL",Kane County (West),49200,1 
1708902,20994,IL,"Elgin, IL",Kane County (Northeast)--Dundee & Elgin (North & Central) Townships,49066,1 
1708903,20994,IL,"Elgin, IL","Kane County (East)--St. Charles, Batavia (East) & Geneva (East) Townships",45828,1 
1708904,20994,IL,"Elgin, IL",Kane County (Southeast)--Aurora Township,44416,1 
1709100,16984,IL,"Chicago-Naperville-Schaumburg, IL",Kankakee & Grundy Counties,21174,1 
1709100,99999,IL,[not in any metro division],Kankakee & Grundy Counties,45270,1 
1709300,20994,IL,"Elgin, IL",Kendall County,45008,1 
1709500,99999,IL,[not in any metro division],"Knox, Woodford, Bureau, Marshall, Putnam & Stark Counties",66590,1 
1709701,29404,IL,"Lake County, IL","Lake County (Northwest)--Avon, Lake Villa, Grant & Antioch Townships",61901,1 
1709702,29404,IL,"Lake County, IL","Lake County (Northeast)--Waukegan, Zion, Benton & Newport Townships",51233,1 
1709703,29404,IL,"Lake County, IL","Lake County (East Central)--Warren, Shields & Libertyville (North & West) Townships P",57164,1 
1709704,29404,IL,"Lake County, IL","Lake County (Southwest)--Ela, Fremont, Wauconda & Cuba Townships",45372,1 
1709705,29404,IL,"Lake County, IL","Lake County (Southeast)--Vernon, Moraine & West Deerfield Townships",53708,1 
1709900,99999,IL,[not in any metro division],LaSalle & Livingston Counties,65732,1 
1711101,16984,IL,"Chicago-Naperville-Schaumburg, IL","McHenry County (North, West & Central)",51444,1 
1711102,16984,IL,"Chicago-Naperville-Schaumburg, IL","McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships",68264,1 
1711300,99999,IL,[not in any metro division],McLean County--Bloomington City & Normal Town,74855,1 
1711500,99999,IL,[not in any metro division],Macon & Christian Counties--Decatur City,64911,1 
1711700,99999,IL,[not in any metro division],"Macoupin, Morgan, Jersey, Cass, Greene, Scott & Calhoun Counties",61939,1 
1711901,99999,IL,[not in any metro division],Madison County (West),65376,1 
1711902,99999,IL,[not in any metro division],Madison County (East),53203,1 
1712100,99999,IL,[not in any metro division],"Marion, Jefferson, Clinton, Randolph, Bond & Washington Counties",76185,1 
1713500,99999,IL,[not in any metro division],"Montgomery, Logan, Shelby, Piatt, De Witt, Moultrie & Menard Counties",60929,1 
1714300,99999,IL,[not in any metro division],Peoria County--Peoria City,85074,1 
1716100,99999,IL,[not in any metro division],Rock Island County,66729,1 
1716301,99999,IL,[not in any metro division],St. Clair County (Northwest),76709,1 
1716302,99999,IL,[not in any metro division],St. Clair (South & East) & Monroe Counties,52426,1 
1716500,99999,IL,[not in any metro division],"South & Southeast Illinois--Saline, Union & Massac Counties",63572,1 
1716700,99999,IL,[not in any metro division],Sangamon County--Springfield City,92982,1 
1717900,99999,IL,[not in any metro division],Tazewell County,58550,1 
1719500,99999,IL,[not in any metro division],"Whiteside, Stephenson, Lee, Jo Daviess & Carroll Counties",83776,1 
1719701,16984,IL,"Chicago-Naperville-Schaumburg, IL",Will County (Northwest)--Wheatland & DuPage Townships,58172,1 
1719702,16984,IL,"Chicago-Naperville-Schaumburg, IL",Will County (Northwest)--Plainfield & Lockport Townships,49233,1 
1719703,16984,IL,"Chicago-Naperville-Schaumburg, IL",Will County (West Central)--Joliet & Troy Townships,51482,1 
1719704,16984,IL,"Chicago-Naperville-Schaumburg, IL","Will County (Northeast)--Frankfort, Homer & New Lenox (North) Townships",45875,1 
1719705,16984,IL,"Chicago-Naperville-Schaumburg, IL",Will County (South),45916,1 
1719900,99999,IL,[not in any metro division],"Williamson, Jackson, Franklin & Perry Counties",87164,1 
1720101,99999,IL,[not in any metro division],Winnebago County (Southeast & West)--Rockford City,87194,1 
1800101,29414,IN,"Lake County-Porter County-Jasper County, IN",Lake County (Northwest)--Hammond & East Chicago Cities,45651,1 
1800102,29414,IN,"Lake County-Porter County-Jasper County, IN",Lake County (Northeast)--Gary City & Griffith Town,58693,1 
1800103,29414,IN,"Lake County-Porter County-Jasper County, IN",Lake County (Central),51468,1 
1800104,29414,IN,"Lake County-Porter County-Jasper County, IN",Lake County (South),58963,1 
1800200,29414,IN,"Lake County-Porter County-Jasper County, IN",Porter County,71483,1 
1800300,99999,IN,[not in any metro division],LaPorte County,49780,1 
1800401,99999,IN,[not in any metro division],St. Joseph County (North)--South Bend City,49508,1 
1800402,99999,IN,[not in any metro division],St. Joseph County (Outside South Bend City)--Mishawaka City,68615,1 
1800501,99999,IN,[not in any metro division],Elkhart County--Elkhart City,43258,1 
1800502,99999,IN,[not in any metro division],Elkhart County (Outside Elkhart City)--Goshen City,36336,1 
1800600,99999,IN,[not in any metro division],"Noble, DeKalb, LaGrange & Steuben Counties",71827,1 
1800700,29414,IN,"Lake County-Porter County-Jasper County, IN","Jasper, Starke, Fulton, Newton & Pulaski Counties",19533,1 
1800700,99999,IN,[not in any metro division],"Jasper, Starke, Fulton, Newton & Pulaski Counties",26471,1 
1800800,99999,IN,[not in any metro division],Kosciusko & Marshall Counties,57787,1 
1800900,99999,IN,[not in any metro division],"Huntington, Whitley, Adams & Wells Counties",56164,1 
1801001,99999,IN,[not in any metro division],Allen County (Central)--Fort Wayne City (South),60556,1 
1801002,99999,IN,[not in any metro division],Allen County (Central)--Fort Wayne City (North),55312,1 
1801003,99999,IN,[not in any metro division],Allen County (Outside Fort Wayne City),46563,1 
1801100,99999,IN,[not in any metro division],"Montgomery, Clinton, White, Carroll & Benton Counties",56046,1 
1801200,99999,IN,[not in any metro division],Tippecanoe County--Lafayette & West Lafayette Cities,77797,1 
1801300,99999,IN,[not in any metro division],"Howard, Cass & Tipton Counties--Kokomo City",62781,1 
1801400,99999,IN,[not in any metro division],"Grant, Miami & Wabash Counties",58699,1 
1801500,99999,IN,[not in any metro division],"Henry, Randolph, Jay & Blackford Counties",47093,1 
1801600,99999,IN,[not in any metro division],"Clay, Sullivan, Parke, Fountain, Vermillion & Warren Counties",46672,1 
1801700,99999,IN,[not in any metro division],Vigo County--Terre Haute City,46932,1 
1801801,99999,IN,[not in any metro division],Boone & Hamilton (Northwest) Counties,56340,1 
1801901,99999,IN,[not in any metro division],Hamilton County (Central)--Carmel City & Fishers Town (West),54969,1 
1801902,99999,IN,[not in any metro division],Hamilton County (East)--Noblesville City & Fishers Town (East),51858,1 
1802000,99999,IN,[not in any metro division],Madison County--Anderson City,58784,1 
1802100,99999,IN,[not in any metro division],Delaware County--Muncie City,51464,1 
1802200,99999,IN,[not in any metro division],"Morgan, Putnam & Brown Counties",52733,1 
1802300,99999,IN,[not in any metro division],Hendricks County,66869,1 
1802401,99999,IN,[not in any metro division],Marion County--Pike & Washington (Northwest) Townships & Indianapolis City (Northwest,49376,1 
1802402,99999,IN,[not in any metro division],Marion County--Washington Township (South & East) & Indianapolis City (North),55996,1 
1802403,99999,IN,[not in any metro division],"Marion County--Lawrence Township, Indianapolis (Northeast) & Lawrence Cities",53551,1 
1802404,99999,IN,[not in any metro division],Marion County--Wayne & Decatur (Northwest) Townships & Indianapolis City (West),64524,1 
1802405,99999,IN,[not in any metro division],Marion County--Center Township & Indianapolis City (Central),80885,1 
1802406,99999,IN,[not in any metro division],Marion County--Warren & Franklin Townships & Indianapolis City (East & Southeast) PUM,70295,1 
1802407,99999,IN,[not in any metro division],Marion County--Perry & Decatur (South & East) Townships & Indianapolis City (South) P,62371,1 
1802500,99999,IN,[not in any metro division],Johnson County--Greenwood City,63393,1 
1802600,99999,IN,[not in any metro division],Hancock & Shelby Counties,51548,1 
1802700,99999,IN,[not in any metro division],"Wayne, Fayette, Rush & Union Counties",52228,1 
1802800,99999,IN,[not in any metro division],"Greene, Daviess, Owen, Orange & Martin Counties",70980,1 
1802900,99999,IN,[not in any metro division],Monroe County--Bloomington City,63606,1 
1803000,99999,IN,[not in any metro division],Bartholomew & Jackson Counties--Columbus City,54386,1 
1803100,99999,IN,[not in any metro division],"Jefferson, Jennings, Decatur & Scott Counties",48187,1 
1803200,99999,IN,[not in any metro division],"Dearborn, Franklin, Ripley, Switzerland & Ohio Counties",49755,1 
1803300,99999,IN,[not in any metro division],"Warrick, Gibson & Posey Counties",51678,1 
1803400,99999,IN,[not in any metro division],Vanderburgh County--Evansville City,84058,1 
1803500,99999,IN,[not in any metro division],"Dubois, Knox, Spencer, Perry, Pike & Crawford Counties",64061,1 
1803600,99999,IN,[not in any metro division],"Floyd, Harrison & Washington Counties",63123,1 
1803700,99999,IN,[not in any metro division],Clark County--Jeffersonville City,52169,1 
1900100,99999,IA,[not in any metro division],"Sioux, Clay, Dickinson, OBrien, Lyon, Emmet, Palo Alto & Osceola Counties",58010,1 
1900200,99999,IA,[not in any metro division],"Cerro Gordo, Floyd, Kossuth, Hancock, Winnebago, Mitchell & Worth Counties",55650,1 
1900301,99999,IA,[not in any metro division],Linn County outside Cedar Rapids City,45507,1 
1900302,99999,IA,[not in any metro division],Cedar Rapids City,55723,1 
1900400,99999,IA,[not in any metro division],"Bremer, Winneshiek, Fayette, Clayton, Allamakee, Chickasaw & Howard Counties",54972,1 
1900500,99999,IA,[not in any metro division],Black Hawk County--Waterloo & Cedar Falls Cities,58559,1 
1900600,99999,IA,[not in any metro division],"Webster, Hardin, Hamilton, Butler, Wright, Grundy, Franklin & Humboldt Counties",59494,1 
1900700,99999,IA,[not in any metro division],"Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City",68857,1 
1900800,99999,IA,[not in any metro division],"Clinton, Muscatine, Jones & Cedar Counties",56944,1 
1900900,99999,IA,[not in any metro division],Scott County--Davenport City,77771,1 
1901100,99999,IA,[not in any metro division],Johnson County--Iowa City,65916,1 
1901200,99999,IA,[not in any metro division],"Marshall, Benton, Poweshiek, Tama & Iowa Counties",51643,1 
1901300,99999,IA,[not in any metro division],Story & Boone Counties,53282,1 
1901400,99999,IA,[not in any metro division],"Jasper, Marion, Warren Counties",51062,1 
1901501,99999,IA,[not in any metro division],Polk County (West),69928,1 
1901502,99999,IA,[not in any metro division],Polk County (East)--Ankeny & Altoona Cities,56091,1 
1901503,99999,IA,[not in any metro division],Des Moines City,84165,1 
1901600,99999,IA,[not in any metro division],"Dallas, Madison Counties",48038,1 
1901800,99999,IA,[not in any metro division],Southern Iowa,53275,1 
1901900,99999,IA,[not in any metro division],"Northwest Central Iowa--Storm Lake, Denison & Cherokee Region",55633,1 
1902000,99999,IA,[not in any metro division],Woodbury & Plymouth Counties--Sioux City,53519,1 
1902100,99999,IA,[not in any metro division],Southwest Iowa--Council Bluffs City,76591,1 
1902200,99999,IA,[not in any metro division],"Wapello, Mahaska, Washington, Jefferson, Keokuk, Davis & Van Buren Counties",54409,1 
1902300,99999,IA,[not in any metro division],"Des Moines, Lee, Henry & Louisa Counties",47750,1 
2000100,99999,KS,[not in any metro division],Northwest Kansas,53732,1 
2000200,99999,KS,[not in any metro division],North Central Kansas--Salina City,68264,1 
2000300,99999,KS,[not in any metro division],"Riley, Geary & Pottawatomie Counties--Manhattan City",56271,1 
2000400,99999,KS,[not in any metro division],Wyandotte County--Kansas City,68475,1 
2000501,99999,KS,[not in any metro division],Shawnee County (Central)--Topeka City,62013,1 
2000601,99999,KS,[not in any metro division],Shawnee (Outside Topeka City) & Northeast Kansas,56996,1 
2000700,99999,KS,[not in any metro division],Douglas County--Lawrence City,52846,1 
2000801,99999,KS,[not in any metro division],"Johnson County (Northwest)--Shawnee, Lenexa & De Soto Cities",51823,1 
2000802,99999,KS,[not in any metro division],"Johnson County (Northeast)--Overland Park (North), Prairie Village & Merriam",72543,1 
2000803,99999,KS,[not in any metro division],Johnson County (Southeast)--Blue Valley Region,64365,1 
2000804,99999,KS,[not in any metro division],"Johnson County (Southwest)--Olathe, Gardner, Spring Hill & Edgerton Cities",62950,1 
2000900,99999,KS,[not in any metro division],"Leavenworth, Miami & Linn County",50149,1 
2001000,99999,KS,[not in any metro division],Southeast Kansas,71374,1 
2001101,99999,KS,[not in any metro division],Flint Hills Region--Emporia City,66858,1 
2001201,99999,KS,[not in any metro division],Sedgwick (Northeast) & Butler (North & East) Counties--Wichita City (Northeast),70487,1 
2001301,99999,KS,[not in any metro division],Sedgwick (Northwest) & Harvey Counties--Wichita (Northwest) & Newton Cities,67772,1 
2001401,99999,KS,[not in any metro division],Sedgwick County (Central)--Wichita City (Central),57168,1 
2001501,99999,KS,[not in any metro division],Sedgwick (South) & Butler (Southwest) Counties--Wichita (South) & Derby Cities,69683,1 
2001600,99999,KS,[not in any metro division],Central Kansas--Hutchinson City,45685,1 
2001701,99999,KS,[not in any metro division],South Central Kansas,53472,1 
2001800,99999,KS,[not in any metro division],"Southwest Kansas--Dodge City, Garden City & Liberal City",52763,1 
2100100,99999,KY,[not in any metro division],Purchase Area Development District,94041,1 
2100200,99999,KY,[not in any metro division],Pennyrile Area Development District (North),49381,1 
2100300,99999,KY,[not in any metro division],Pennyrile Area Development District (South),46629,1 
2100400,99999,KY,[not in any metro division],Barren River Area Development District (Outer),80244,1 
2100500,99999,KY,[not in any metro division],Barren River Area Development District (Central)--Warren County,56881,1 
2100600,99999,KY,[not in any metro division],Lake Cumberland Area Development District (West),50743,1 
2100700,99999,KY,[not in any metro division],Lake Cumberland Area Development District (East),48549,1 
2100800,99999,KY,[not in any metro division],Cumberland Valley Area Development District (North),48389,1 
2100900,99999,KY,[not in any metro division],Cumberland Valley Area Development District (South),53671,1 
2101000,99999,KY,[not in any metro division],Kentucky River Area Development District,50071,1 
2101100,99999,KY,[not in any metro division],Big Sandy Area Development District,66713,1 
2101200,99999,KY,[not in any metro division],Lincoln Trail Area Development District (East/West),75658,1 
2101300,99999,KY,[not in any metro division],Lincoln Trail Area Development District (Central)--Hardin County,46669,1 
