puma22,metdiv23,stab,MetDivName,PUMA22name,hus20,afact
1207301,99999,FL,[not in any metro division],Leon County (Outer),62133,1 
1207302,99999,FL,[not in any metro division],Leon County (Central)--Tallahassee City (Central),71345,1 
1208101,99999,FL,[not in any metro division],Manatee County (North),65071,1 
1208102,99999,FL,[not in any metro division],Manatee County (West Central),70365,1 
1208103,99999,FL,[not in any metro division],Manatee County (South),71197,1 
1208301,99999,FL,[not in any metro division],Marion County (North),55470,1 
1208302,99999,FL,[not in any metro division],Marion County (Central)--Ocala City,51711,1 
1208303,99999,FL,[not in any metro division],Marion County (South Central),70199,1 
1208500,99999,FL,[not in any metro division],Martin County,81371,1 
1208601,33124,FL,"Miami-Miami Beach-Kendall, FL",Miami-Dade County (North Central)--Greater Miami Lakes Town,39696,1 
1208602,33124,FL,"Miami-Miami Beach-Kendall, FL",Miami-Dade County (North Central)--Miami Gardens City,35989,1 
1208603,33124,FL,"Miami-Miami Beach-Kendall, FL",Miami-Dade County (Northeast)--Greater North Miami Beach City (West),37199,1 
1208604,33124,FL,"Miami-Miami Beach-Kendall, FL","Miami-Dade County (NE)--Aventura, Sunny Isles Beach, North Miami Beach (East) Cities",67464,1 
1208605,33124,FL,"Miami-Miami Beach-Kendall, FL",Miami-Dade County--North Miami City & Miami Shores & Biscayne Park Villages,37923,1 
1208606,33124,FL,"Miami-Miami Beach-Kendall, FL","Miami-Dade County (Northeast)--Opa-Locka City, West Little River & Brownsville",42981,1 
1208607,33124,FL,"Miami-Miami Beach-Kendall, FL",Miami-Dade County (Northeast)--Greater Hialeah City (North),37428,1 
1208608,33124,FL,"Miami-Miami Beach-Kendall, FL",Miami-Dade County (North Central)--Sweetwater City & Fontainebleau,36248,1 
1208609,33124,FL,"Miami-Miami Beach-Kendall, FL",Miami-Dade County (Northeast)--Hialeah City (South),43126,1 
1208610,33124,FL,"Miami-Miami Beach-Kendall, FL","Miami-Dade County (Central)--MIA, Miami Springs & Doral Cities",38319,1 
1208611,33124,FL,"Miami-Miami Beach-Kendall, FL",Miami-Dade County (Northeast Central)--Miami City (North),55419,1 
1208612,33124,FL,"Miami-Miami Beach-Kendall, FL","Miami-Dade County (Northeast)--Miami Beach City, Surfside & Bay Harbor Islands Towns",77390,1 
1208613,33124,FL,"Miami-Miami Beach-Kendall, FL",Miami-Dade County (Northeast Central)--Miami City (Downtown),56105,1 
1208614,33124,FL,"Miami-Miami Beach-Kendall, FL",Miami-Dade County (East)--Miami City (South) & Key Biscayne Village,64074,1 
1208615,33124,FL,"Miami-Miami Beach-Kendall, FL",Miami-Dade County (East Central)--Miami City (West),40862,1 
1208616,33124,FL,"Miami-Miami Beach-Kendall, FL","Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South)",43883,1 
1208617,33124,FL,"Miami-Miami Beach-Kendall, FL","Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace",41474,1 
1208618,33124,FL,"Miami-Miami Beach-Kendall, FL","Miami-Dade County (North Central)--Tamiami Trail Region (South), Tamiami",32799,1 
1208619,33124,FL,"Miami-Miami Beach-Kendall, FL",Miami-Dade County (Central)--Kendale Lakes (Southwest) & Kendall West (South),36006,1 
1208620,33124,FL,"Miami-Miami Beach-Kendall, FL","Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes",40443,1 
1208621,33124,FL,"Miami-Miami Beach-Kendall, FL","Miami-Dade County (Central)--The Hammocks (West), Richmond West (West) & Country Walk",45851,1 
1208622,33124,FL,"Miami-Miami Beach-Kendall, FL",Miami-Dade County (Southwest)--South Miami Heights,41668,1 
1208623,33124,FL,"Miami-Miami Beach-Kendall, FL",Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village,38381,1 
1208624,33124,FL,"Miami-Miami Beach-Kendall, FL",Miami-Dade County (South)--Homestead City (North) & Florida City (North),32589,1 
1208625,33124,FL,"Miami-Miami Beach-Kendall, FL",Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties,11368,1 
1208625,99999,FL,[not in any metro division],Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties,53961,1 
1209101,99999,FL,[not in any metro division],Okaloosa County (North),44098,1 
1209102,99999,FL,[not in any metro division],Okaloosa County (South),57099,1 
1209501,99999,FL,[not in any metro division],Orange County (Northwest),53938,1 
1209502,99999,FL,[not in any metro division],"Orange County (West Central)--Winter Garden, Ocoee Cities & Oakland Town",52150,1 
1209503,99999,FL,[not in any metro division],Orange County (Southwest)--Disney-International Drive Region,71544,1 
1209504,99999,FL,[not in any metro division],"Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle PUM",68351,1 
1209505,99999,FL,[not in any metro division],Orange County (Central)--Orlando City (East Downtown) & Azalea Park,62804,1 
1209506,99999,FL,[not in any metro division],Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast),47355,1 
1209507,99999,FL,[not in any metro division],"Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities",56569,1 
1209508,99999,FL,[not in any metro division],Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park P,46830,1 
1209509,99999,FL,[not in any metro division],Orange County (Southeast),52749,1 
1209510,99999,FL,[not in any metro division],Orange County (Northeast),49561,1 
1209701,99999,FL,[not in any metro division],Osceola County (West),48007,1 
1209702,99999,FL,[not in any metro division],Osceola County (East),37280,1 
1209703,99999,FL,[not in any metro division],Osceola County (West)--Kissimmee,69393,1 
1209901,48424,FL,"West Palm Beach-Boca Raton-Delray Beach, FL",Palm Beach County (Northeast),56651,1 
1209902,48424,FL,"West Palm Beach-Boca Raton-Delray Beach, FL",Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities,64859,1 
1209903,48424,FL,"West Palm Beach-Boca Raton-Delray Beach, FL",Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town,82952,1 
1209904,48424,FL,"West Palm Beach-Boca Raton-Delray Beach, FL",Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North),57078,1 
1209905,48424,FL,"West Palm Beach-Boca Raton-Delray Beach, FL","Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City",55267,1 
1209906,48424,FL,"West Palm Beach-Boca Raton-Delray Beach, FL",Palm Beach County (East Central)--Greater Boynton Beach City (North),86539,1 
1209907,48424,FL,"West Palm Beach-Boca Raton-Delray Beach, FL",Palm Beach County (Southeast)--Greater Delray Beach City,80070,1 
1209908,48424,FL,"West Palm Beach-Boca Raton-Delray Beach, FL",Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town,65929,1 
1209909,48424,FL,"West Palm Beach-Boca Raton-Delray Beach, FL",Palm Beach County (West of Boca Raton City),51725,1 
1209910,48424,FL,"West Palm Beach-Boca Raton-Delray Beach, FL",Palm Beach County (Central)--Wellington Village & Agricultural Reserve,49110,1 
1209911,48424,FL,"West Palm Beach-Boca Raton-Delray Beach, FL",Palm Beach County (West)--Glades & Western Communities,55808,1 
1210101,45294,FL,"Tampa, FL",Pasco County (East Central),62485,1 
1210102,45294,FL,"Tampa, FL",Pasco County (West Central),58433,1 
1210103,45294,FL,"Tampa, FL",Pasco County (Gulf Coast),73381,1 
1210104,45294,FL,"Tampa, FL",Pasco County (South),62484,1 
1210301,41304,FL,"St. Petersburg-Clearwater-Largo, FL",Pinellas County (North),61925,1 
1210302,41304,FL,"St. Petersburg-Clearwater-Largo, FL",Pinellas County (North Central),60715,1 
1210303,41304,FL,"St. Petersburg-Clearwater-Largo, FL",Pinellas County (Central)--Clearwater City (South & Central),59673,1 
1210304,41304,FL,"St. Petersburg-Clearwater-Largo, FL",Pinellas County (Central)--Greater Largo City,59311,1 
1210305,41304,FL,"St. Petersburg-Clearwater-Largo, FL",Pinellas County (West Central)--Greater Seminole City,66166,1 
1210306,41304,FL,"St. Petersburg-Clearwater-Largo, FL",Pinellas County (Central)--Greater Pinellas Park City,58438,1 
1210307,41304,FL,"St. Petersburg-Clearwater-Largo, FL",Pinellas County (Southeast)--St. Petersburg City (East),86384,1 
1210308,41304,FL,"St. Petersburg-Clearwater-Largo, FL",Pinellas County (South Central)--St. Petersburg City (West),63712,1 
1210501,99999,FL,[not in any metro division],Polk County (Northwest),47137,1 
1210502,99999,FL,[not in any metro division],Polk County (Northeast),80908,1 
1210503,99999,FL,[not in any metro division],Polk County (Central),60825,1 
1210504,99999,FL,[not in any metro division],Polk County (South),73566,1 
1210505,99999,FL,[not in any metro division],Polk County (North),53945,1 
1210799,99999,FL,[not in any metro division],Putnam & St. Johns (South) Counties,52626,1 
1210902,99999,FL,[not in any metro division],St. Johns County (Northwest),35418,1 
1210903,99999,FL,[not in any metro division],St. Johns County (Northeast),67060,1 
1211101,99999,FL,[not in any metro division],St. Lucie County (North),57625,1 
1211102,99999,FL,[not in any metro division],St. Lucie County (Southeast),42150,1 
1211103,99999,FL,[not in any metro division],St. Lucie County (Southwest),48109,1 
1211300,99999,FL,[not in any metro division],Santa Rosa County,75854,1 
1211501,99999,FL,[not in any metro division],Sarasota County (North),79833,1 
1211502,99999,FL,[not in any metro division],Sarasota County (Central & Gulf Coast),89161,1 
1211503,99999,FL,[not in any metro division],Sarasota County (East),84237,1 
1211701,99999,FL,[not in any metro division],Seminole County (West),51947,1 
1211702,99999,FL,[not in any metro division],Seminole County (North Central),47286,1 
1211703,99999,FL,[not in any metro division],Seminole County (South Central),49322,1 
1211704,99999,FL,[not in any metro division],Seminole County (East),45235,1 
1211900,99999,FL,[not in any metro division],Sumter County,75304,1 
1212701,99999,FL,[not in any metro division],"Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town",56284,1 
1212702,99999,FL,[not in any metro division],"Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities",78870,1 
1212703,99999,FL,[not in any metro division],"Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities PUM",82733,1 
1212704,99999,FL,[not in any metro division],Volusia County (Southwest Central)--Deltona & Lake Helen Cities,54438,1 
1300100,99999,GA,[not in any metro division],"Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties PUM",75349,1 
1300200,99999,GA,[not in any metro division],Northwest Georgia Regional Commission (North Central)--Whitfield County,38876,1 
1300300,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Northwest Georgia Regional Commission (Northeast),14896,1 
1300300,99999,GA,[not in any metro division],Northwest Georgia Regional Commission (Northeast),74134,1 
1300400,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Georgia Mountains Regional Commission (North & Northwest),24932,1 
1300400,99999,GA,[not in any metro division],Georgia Mountains Regional Commission (North & Northwest),48750,1 
1300500,99999,GA,[not in any metro division],Georgia Mountains Regional Commission (Southeast),61217,1 
1300601,99999,GA,[not in any metro division],Georgia Mountains Regional Commission--Hall County (West)--Flowery Branch City,40385,1 
1300602,99999,GA,[not in any metro division],Georgia Mountains Regional Commission--Hall County (East)--Gainesville City,36480,1 
1300701,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Atlanta Regional Commission (Northeast)--Forsyth County (North),36090,1 
1300702,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Atlanta Regional Commision (Northeast)--Forsyth County (South)--Cumming City,51491,1 
1300801,31924,GA,"Marietta, GA",Atlanta Regional Commission (Northwest)--Cherokee County--Ball Ground City,40127,1 
1300802,31924,GA,"Marietta, GA",Atlanta Regional Commission (Northwest)--Cherokee County--Woodstock & Canton Cities P,60686,1 
1300900,31924,GA,"Marietta, GA",Northwest Georgia Regional Commission (East Central)--Bartow County,42435,1 
1301000,31924,GA,"Marietta, GA","Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PU",12292,1 
1301000,99999,GA,[not in any metro division],"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PU",57749,1 
1301100,31924,GA,"Marietta, GA",Northwest Georgia Regional Commission (Southeast)--Paulding County,59172,1 
1301200,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Atlanta Regional Commission (Southwest)--Douglas County,53885,1 
1301301,31924,GA,"Marietta, GA",Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities,52345,1 
1301302,31924,GA,"Marietta, GA",Atlanta Regional Commission (Northwest)--Cobb County (Northeast),57439,1 
1301303,31924,GA,"Marietta, GA",Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City,68932,1 
1301304,31924,GA,"Marietta, GA",Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City,50827,1 
1301305,31924,GA,"Marietta, GA",Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City,78961,1 
1301401,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell & Milton PU,55627,1 
1301402,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Atlanta Regional Commission--Fulton County (Northeast)--Johns Creek & Alpharetta,52849,1 
1301403,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Atlanta Regional Commission (Central)--Fulton County (Central)--Sandy Springs City PU,53638,1 
1301404,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Atlanta Regional Commission--Fulton County (Central)--Atlanta City (North),93256,1 
1301405,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (South) PUM,77947,1 
1301406,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Southwest),69910,1 
1301407,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Atlanta Regional Commission (Central)--Fulton County (South)--East Point & Union City,47960,1 
1301408,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Atlanta Regional Commission (Central)--Fulton County (South)--South Fulton & Fairburn,42819,1 
1301501,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Atlanta Regional Commission--DeKalb County (North)--Brookhaven & Dunwoody Cities,66279,1 
1301502,12054,GA,"Atlanta-Sandy Springs-Roswell, GA","Atlanta Regional Commission (Central)--DeKalb County (East)--Tucker, Clarkston Cities",53087,1 
1301503,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Atlanta Regional Commission (Central)--DeKalb County (Central),55852,1 
1301504,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Atlanta Regional Commission (Central)--DeKalb County (West)--Atlanta & Decatur Cities,52795,1 
1301505,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Atlanta Regional Commission (Central)--DeKalb County (Southwest),48238,1 
1301506,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Atlanta Regional Commission (Central)--DeKalb County (Southeast)--Stonecrest City PUM,49850,1 
1301601,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City,61780,1 
1301602,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City PUM,47102,1 
1301603,12054,GA,"Atlanta-Sandy Springs-Roswell, GA","Atlanta Regional Commission (Northeast)--Gwinnett County (East)--Dacula, Grayson",41498,1 
1301604,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Atlanta Regional Commission (Northeast)--Gwinnett County (Central)--Lawrenceville PUM,41433,1 
1301605,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Atlanta Regional Commission (Northeast)--Gwinnett County (Central),47309,1 
1301606,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Lilburn City,45515,1 
1301607,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUM,45932,1 
1301700,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties,30019,1 
1301700,99999,GA,[not in any metro division],Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties,27699,1 
1301800,99999,GA,[not in any metro division],Northeast Georgia Regional Commission (Central)--Clarke County--Athens City,55802,1 
1301900,99999,GA,[not in any metro division],Northeast Georgia Regional Commission (East),52790,1 
1302000,12054,GA,"Atlanta-Sandy Springs-Roswell, GA","Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties P",50061,1 
1302100,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties,77183,1 
1302201,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City,42621,1 
1302202,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City,43973,1 
1302301,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Atlanta Regional Commission (South Central)--Clayton County (Northwest)--Forest Park,61535,1 
1302302,12054,GA,"Atlanta-Sandy Springs-Roswell, GA","Atlanta Regional Commission (South Central)--Clayton County (South, East)--Jonesboro",52503,1 
1302400,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Atlanta Regional Commission (South Central)--Fayette County,45202,1 
1302500,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Three Rivers Regional Commission (North Central)--Coweta County,56729,1 
1302600,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Three Rivers Regional Commission (Northwest)--Carroll County,46239,1 
1302700,12054,GA,"Atlanta-Sandy Springs-Roswell, GA","Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",14198,1 
1302700,99999,GA,[not in any metro division],"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",28721,1 
1302800,12054,GA,"Atlanta-Sandy Springs-Roswell, GA",Three Rivers Regional Commission (East),44288,1 
1302800,99999,GA,[not in any metro division],Three Rivers Regional Commission (East),19862,1 
1302900,99999,GA,[not in any metro division],Middle Georgia Regional Commission (North & Outside Bibb County),81150,1 
1303000,99999,GA,[not in any metro division],Middle Georgia Regional Commission (Central)--Bibb County--Macon City,71901,1 
1303100,99999,GA,[not in any metro division],Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia),59570,1 
1303200,99999,GA,[not in any metro division],Central Savannah River Area Regional Commission (East Central)--Columbia County,58640,1 
1303301,99999,GA,[not in any metro division],Central Savannah River Area Regional Commission--Richmond County (Northeast)--Augusta,52047,1 
1303302,99999,GA,[not in any metro division],Central Savannah River Area Regional Commission--Richmond County (Southwest)--Augusta,40010,1 
1303400,99999,GA,[not in any metro division],"Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties",63800,1 
1303500,99999,GA,[not in any metro division],Heart of Georgia Altamaha Regional Commission (North & West),60074,1 
1303600,99999,GA,[not in any metro division],Middle Georgia Regional Commission (South)--Houston & Pulaski Counties,70914,1 
1303700,99999,GA,[not in any metro division],River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties),70165,1 
1303800,99999,GA,[not in any metro division],River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties PU,93590,1 
1303900,99999,GA,[not in any metro division],Southwest Georgia Regional Commission (West & Central),54138,1 
1304000,99999,GA,[not in any metro division],Southwest Georgia Regional Commission (North Central)--Dougherty & Lee Counties,53269,1 
1304100,99999,GA,[not in any metro division],"Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties",49017,1 
1304200,99999,GA,[not in any metro division],Southern Georgia Regional Commission (West),56102,1 
1304300,99999,GA,[not in any metro division],Southern Georgia Regional Commission (South Central)--Lowndes County--Valdosta City P,48717,1 
1304400,99999,GA,[not in any metro division],Southern Georgia Regional Commission (East & Central),71254,1 
1304500,99999,GA,[not in any metro division],Heart of Georgia Altamaha Regional Commission (Southeast),64142,1 
1304600,99999,GA,[not in any metro division],"Coastal Regional Commission (West)--Liberty, Bryan & Long Counties",49447,1 
1304701,99999,GA,[not in any metro division],Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City,78124,1 
1304702,99999,GA,[not in any metro division],Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City) PUM,56022,1 
1304800,99999,GA,[not in any metro division],Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties,71312,1 
1500100,99999,HI,[not in any metro division],"Maui, Kalawao & Kauai Counties",101710,1 
1500200,99999,HI,[not in any metro division],Hawaii County,88691,1 
1500301,99999,HI,[not in any metro division],Honolulu County--Rural Oahu,31339,1 
1500302,99999,HI,[not in any metro division],Honolulu County--Koolaupoko,40937,1 
1500303,99999,HI,[not in any metro division],Honolulu County--East Honolulu to Kapahulu,44366,1 
1500304,99999,HI,[not in any metro division],Honolulu County--Tantalus to Waikiki,74662,1 
1500305,99999,HI,[not in any metro division],Honolulu County--Nuuanu to Kalihi,41074,1 
1500306,99999,HI,[not in any metro division],Honolulu County--Moanalua to Pearl City,50196,1 
1500307,99999,HI,[not in any metro division],Honolulu County--Central Oahu,47836,1 
1500308,99999,HI,[not in any metro division],Honolulu County--Ewa,40255,1 
1600100,99999,ID,[not in any metro division],"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties",65147,1 
1600200,99999,ID,[not in any metro division],"Kootenai County (Northeast)--Coeur dAlene, Post Falls & Hayden Cities",70178,1 
1600300,99999,ID,[not in any metro division],Central Idaho--Lewiston City & Nez Perce Reservation,63233,1 
1600400,99999,ID,[not in any metro division],"Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City",51319,1 
1600500,99999,ID,[not in any metro division],Canyon (South) & Owyhee Counties--Caldwell & Nampa (South & West) Cities,46774,1 
1600600,99999,ID,[not in any metro division],Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities,54584,1 
1600701,99999,ID,[not in any metro division],Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities,49901,1 
1600702,99999,ID,[not in any metro division],Ada County (Northeast)--Boise (North & West) & Garden City Cities,48500,1 
1600800,99999,ID,[not in any metro division],Ada County (South)--Boise (South) & Kuna Cities,53316,1 
1600900,99999,ID,[not in any metro division],Twin Falls & Cassia Counties--Twin Falls City,43531,1 
1601000,99999,ID,[not in any metro division],"Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties",52941,1 
1601100,99999,ID,[not in any metro division],"Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties",54421,1 
1601200,99999,ID,[not in any metro division],Bonneville County--Idaho Falls City,45214,1 
1601300,99999,ID,[not in any metro division],"Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation",52800,1 
1700100,99999,IL,[not in any metro division],"Adams, Fulton, Pike, Mason, Schuyler & Brown Counties",65626,1 
1700701,99999,IL,[not in any metro division],Winnebago (Northeast) & Boone Counties,57946,1 
1701901,99999,IL,[not in any metro division],Champaign County (Southwest)--Champaign & Urbana Cities,78364,1 
1701902,99999,IL,[not in any metro division],"Champaign (North & East), Vermilion, Iroquois & Ford Counties",68162,1 
1702900,99999,IL,[not in any metro division],"Coles, Douglas, Crawford, Edgar, Clark & Cumberland Counties",59970,1 
1703101,16984,IL,"Chicago-Naperville-Schaumburg, IL",Cook County (Northwest)--Palatine & Barrington Townships,52623,1 
1703102,16984,IL,"Chicago-Naperville-Schaumburg, IL",Cook County (Northwest)--Hanover & Schaumburg (Northwest) Townships,44063,1 
1703103,16984,IL,"Chicago-Naperville-Schaumburg, IL",Cook County (Northwest)--Schaumburg Township (South & East),43590,1 
1703104,16984,IL,"Chicago-Naperville-Schaumburg, IL",Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships,52828,1 
1703105,16984,IL,"Chicago-Naperville-Schaumburg, IL",Cook County (North)--Wheeling Township (North & East),53393,1 
1703106,16984,IL,"Chicago-Naperville-Schaumburg, IL",Cook County (Northeast)--Northfield & New Trier Townships,58134,1 
1703107,16984,IL,"Chicago-Naperville-Schaumburg, IL",Cook County (Northeast)--Evanston & Niles (East) Townships,64036,1 
1703108,16984,IL,"Chicago-Naperville-Schaumburg, IL",Cook County (North)--Maine & Niles (West) Townships,68713,1 
1703109,16984,IL,"Chicago-Naperville-Schaumburg, IL",Cook County (West)--Leyden & Norwood Park Townships,47035,1 
1703110,16984,IL,"Chicago-Naperville-Schaumburg, IL",Cook County (West)--Proviso Township (North & West),42169,1 
1703111,16984,IL,"Chicago-Naperville-Schaumburg, IL","Cook County (West)--Oak Park, Riverside, River Forest & Proviso (Southeast) Townships",54485,1 
1703112,16984,IL,"Chicago-Naperville-Schaumburg, IL",Cook County (Central)--Cicero & Berwyn Townships,46873,1 
1703113,16984,IL,"Chicago-Naperville-Schaumburg, IL",Cook County (West)--Lyons & Stickney Townships,58829,1 
1703114,16984,IL,"Chicago-Naperville-Schaumburg, IL",Cook County (South Central)--Worth & Calumet Townships,70369,1 
1703115,16984,IL,"Chicago-Naperville-Schaumburg, IL","Cook County (Southwest)--Palos, Lemont & Orland (North & West) Townships",54059,1 
1703116,16984,IL,"Chicago-Naperville-Schaumburg, IL",Cook County (South Central)--Bremen & Orland (East) Townships,58744,1 
1703117,16984,IL,"Chicago-Naperville-Schaumburg, IL",Cook County (Southeast)--Thornton Township,66938,1 
1703118,16984,IL,"Chicago-Naperville-Schaumburg, IL",Cook County (South)--Bloom & Rich Townships,65779,1 
1703151,16984,IL,"Chicago-Naperville-Schaumburg, IL","Chicago City (Northwest)--Albany Park, Norwood Park, Forest Glen, North Park & OHare",59881,1 
1703152,16984,IL,"Chicago-Naperville-Schaumburg, IL","Chicago City (North)--West Ridge, Lincoln Square & North Center",64616,1 
1703153,16984,IL,"Chicago-Naperville-Schaumburg, IL","Chicago City (North)--Uptown, Edgewater & Rogers Park",96766,1 
1703154,16984,IL,"Chicago-Naperville-Schaumburg, IL",Chicago City (North)--Lake View & Lincoln Park,100569,1 
1703155,16984,IL,"Chicago-Naperville-Schaumburg, IL","Chicago City (Northwest)--Logan Square, Irving Park & Avondale",74154,1 
1703156,16984,IL,"Chicago-Naperville-Schaumburg, IL","Chicago City (Northwest)--Portage Park, Dunning & Jefferson Park",52703,1 
1703157,16984,IL,"Chicago-Naperville-Schaumburg, IL","Chicago City (West)--Belmont Cragin, Humboldt Park, Hermosa & Montclare",59463,1 
1703158,16984,IL,"Chicago-Naperville-Schaumburg, IL","Chicago City (West)--Austin, North Lawndale & East/West Garfield Park",71407,1 
1703159,16984,IL,"Chicago-Naperville-Schaumburg, IL",Chicago City (West)--West Town & Near West Side,82994,1 
1703160,16984,IL,"Chicago-Naperville-Schaumburg, IL","Chicago City (Central)--Near North Side, Loop & Near South Side",123406,1 
1703161,16984,IL,"Chicago-Naperville-Schaumburg, IL","Chicago City (South)--Hyde Park, Grand Boulevard, Woodlawn, Douglas & Kenwood",76596,1 
1703162,16984,IL,"Chicago-Naperville-Schaumburg, IL","Chicago City (Southwest)--New City, Lower West Side, Bridgeport & McKinley Park",58318,1 
1703163,16984,IL,"Chicago-Naperville-Schaumburg, IL","Chicago City (Southwest)--South Lawndale, Brighton Park & Gage Park",47780,1 
1703164,16984,IL,"Chicago-Naperville-Schaumburg, IL","Chicago City (Southwest)--Ashburn, Garfield Ridge, West Lawn, Clearing & West Elsdon",55078,1 
1703165,16984,IL,"Chicago-Naperville-Schaumburg, IL","Chicago City (South)--Chicago Lawn, Greater Grand Crossing & West Englewood/Englewood",59695,1 
1703166,16984,IL,"Chicago-Naperville-Schaumburg, IL","Chicago City (Southwest)--Auburn Gresham, Washington Heights, Morgan Park & Beverly P",55393,1 
1703167,16984,IL,"Chicago-Naperville-Schaumburg, IL","Chicago City (South)--Roseland, Chatham, West Pullman, Calumet Heights & Avalon Park",63567,1 
