state,puma22,stab,PUMA22name,hus20,afact
12,1210101,FL,Pasco County (East Central),62485,1 
12,1210102,FL,Pasco County (West Central),58433,1 
12,1210103,FL,Pasco County (Gulf Coast),73381,1 
12,1210104,FL,Pasco County (South),62484,1 
12,1210301,FL,Pinellas County (North),61925,1 
12,1210302,FL,Pinellas County (North Central),60715,1 
12,1210303,FL,Pinellas County (Central)--Clearwater City (South & Central),59673,1 
12,1210304,FL,Pinellas County (Central)--Greater Largo City,59311,1 
12,1210305,FL,Pinellas County (West Central)--Greater Seminole City,66166,1 
12,1210306,FL,Pinellas County (Central)--Greater Pinellas Park City,58438,1 
12,1210307,FL,Pinellas County (Southeast)--St. Petersburg City (East),86384,1 
12,1210308,FL,Pinellas County (South Central)--St. Petersburg City (West),63712,1 
12,1210501,FL,Polk County (Northwest),47137,1 
12,1210502,FL,Polk County (Northeast),80908,1 
12,1210503,FL,Polk County (Central),60825,1 
12,1210504,FL,Polk County (South),73566,1 
12,1210505,FL,Polk County (North),53945,1 
12,1210799,FL,Putnam & St. Johns (South) Counties,52626,1 
12,1210902,FL,St. Johns County (Northwest),35418,1 
12,1210903,FL,St. Johns County (Northeast),67060,1 
12,1211101,FL,St. Lucie County (North),57625,1 
12,1211102,FL,St. Lucie County (Southeast),42150,1 
12,1211103,FL,St. Lucie County (Southwest),48109,1 
12,1211300,FL,Santa Rosa County,75854,1 
12,1211501,FL,Sarasota County (North),79833,1 
12,1211502,FL,Sarasota County (Central & Gulf Coast),89161,1 
12,1211503,FL,Sarasota County (East),84237,1 
12,1211701,FL,Seminole County (West),51947,1 
12,1211702,FL,Seminole County (North Central),47286,1 
12,1211703,FL,Seminole County (South Central),49322,1 
12,1211704,FL,Seminole County (East),45235,1 
12,1211900,FL,Sumter County,75304,1 
12,1212701,FL,"Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town",56284,1 
12,1212702,FL,"Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities",78870,1 
12,1212703,FL,"Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities PUM",82733,1 
12,1212704,FL,Volusia County (Southwest Central)--Deltona & Lake Helen Cities,54438,1 
13,1300100,GA,"Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties PUM",75349,1 
13,1300200,GA,Northwest Georgia Regional Commission (North Central)--Whitfield County,38876,1 
13,1300300,GA,Northwest Georgia Regional Commission (Northeast),89030,1 
13,1300400,GA,Georgia Mountains Regional Commission (North & Northwest),73682,1 
13,1300500,GA,Georgia Mountains Regional Commission (Southeast),61217,1 
13,1300601,GA,Georgia Mountains Regional Commission--Hall County (West)--Flowery Branch City,40385,1 
13,1300602,GA,Georgia Mountains Regional Commission--Hall County (East)--Gainesville City,36480,1 
13,1300701,GA,Atlanta Regional Commission (Northeast)--Forsyth County (North),36090,1 
13,1300702,GA,Atlanta Regional Commision (Northeast)--Forsyth County (South)--Cumming City,51491,1 
13,1300801,GA,Atlanta Regional Commission (Northwest)--Cherokee County--Ball Ground City,40127,1 
13,1300802,GA,Atlanta Regional Commission (Northwest)--Cherokee County--Woodstock & Canton Cities P,60686,1 
13,1300900,GA,Northwest Georgia Regional Commission (East Central)--Bartow County,42435,1 
13,1301000,GA,"Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties PU",70041,1 
13,1301100,GA,Northwest Georgia Regional Commission (Southeast)--Paulding County,59172,1 
13,1301200,GA,Atlanta Regional Commission (Southwest)--Douglas County,53885,1 
13,1301301,GA,Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities,52345,1 
13,1301302,GA,Atlanta Regional Commission (Northwest)--Cobb County (Northeast),57439,1 
13,1301303,GA,Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City,68932,1 
13,1301304,GA,Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City,50827,1 
13,1301305,GA,Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City,78961,1 
13,1301401,GA,Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell & Milton PU,55627,1 
13,1301402,GA,Atlanta Regional Commission--Fulton County (Northeast)--Johns Creek & Alpharetta,52849,1 
13,1301403,GA,Atlanta Regional Commission (Central)--Fulton County (Central)--Sandy Springs City PU,53638,1 
13,1301404,GA,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (North),93256,1 
13,1301405,GA,Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (South) PUM,77947,1 
13,1301406,GA,Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Southwest),69910,1 
13,1301407,GA,Atlanta Regional Commission (Central)--Fulton County (South)--East Point & Union City,47960,1 
13,1301408,GA,Atlanta Regional Commission (Central)--Fulton County (South)--South Fulton & Fairburn,42819,1 
13,1301501,GA,Atlanta Regional Commission--DeKalb County (North)--Brookhaven & Dunwoody Cities,66279,1 
13,1301502,GA,"Atlanta Regional Commission (Central)--DeKalb County (East)--Tucker, Clarkston Cities",53087,1 
13,1301503,GA,Atlanta Regional Commission (Central)--DeKalb County (Central),55852,1 
13,1301504,GA,Atlanta Regional Commission (Central)--DeKalb County (West)--Atlanta & Decatur Cities,52795,1 
13,1301505,GA,Atlanta Regional Commission (Central)--DeKalb County (Southwest),48238,1 
13,1301506,GA,Atlanta Regional Commission (Central)--DeKalb County (Southeast)--Stonecrest City PUM,49850,1 
13,1301601,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City,61780,1 
13,1301602,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City PUM,47102,1 
13,1301603,GA,"Atlanta Regional Commission (Northeast)--Gwinnett County (East)--Dacula, Grayson",41498,1 
13,1301604,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (Central)--Lawrenceville PUM,41433,1 
13,1301605,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (Central),47309,1 
13,1301606,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Lilburn City,45515,1 
13,1301607,GA,Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City PUM,45932,1 
13,1301700,GA,Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties,57718,1 
13,1301800,GA,Northeast Georgia Regional Commission (Central)--Clarke County--Athens City,55802,1 
13,1301900,GA,Northeast Georgia Regional Commission (East),52790,1 
13,1302000,GA,"Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties P",50061,1 
13,1302100,GA,Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties,77183,1 
13,1302201,GA,Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City,42621,1 
13,1302202,GA,Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City,43973,1 
13,1302301,GA,Atlanta Regional Commission (South Central)--Clayton County (Northwest)--Forest Park,61535,1 
13,1302302,GA,"Atlanta Regional Commission (South Central)--Clayton County (South, East)--Jonesboro",52503,1 
13,1302400,GA,Atlanta Regional Commission (South Central)--Fayette County,45202,1 
13,1302500,GA,Three Rivers Regional Commission (North Central)--Coweta County,56729,1 
13,1302600,GA,Three Rivers Regional Commission (Northwest)--Carroll County,46239,1 
13,1302700,GA,"Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",42919,1 
13,1302800,GA,Three Rivers Regional Commission (East),64150,1 
13,1302900,GA,Middle Georgia Regional Commission (North & Outside Bibb County),81150,1 
13,1303000,GA,Middle Georgia Regional Commission (Central)--Bibb County--Macon City,71901,1 
13,1303100,GA,Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia),59570,1 
13,1303200,GA,Central Savannah River Area Regional Commission (East Central)--Columbia County,58640,1 
13,1303301,GA,Central Savannah River Area Regional Commission--Richmond County (Northeast)--Augusta,52047,1 
13,1303302,GA,Central Savannah River Area Regional Commission--Richmond County (Southwest)--Augusta,40010,1 
13,1303400,GA,"Coastal Regional Commission (North)--Bulloch, Effingham & Screven Counties",63800,1 
13,1303500,GA,Heart of Georgia Altamaha Regional Commission (North & West),60074,1 
13,1303600,GA,Middle Georgia Regional Commission (South)--Houston & Pulaski Counties,70914,1 
13,1303700,GA,River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties),70165,1 
13,1303800,GA,River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties PU,93590,1 
13,1303900,GA,Southwest Georgia Regional Commission (West & Central),54138,1 
13,1304000,GA,Southwest Georgia Regional Commission (North Central)--Dougherty & Lee Counties,53269,1 
13,1304100,GA,"Southwest Georgia Regional Commission (East)--Colquitt, Thomas & Worth Counties",49017,1 
13,1304200,GA,Southern Georgia Regional Commission (West),56102,1 
13,1304300,GA,Southern Georgia Regional Commission (South Central)--Lowndes County--Valdosta City P,48717,1 
13,1304400,GA,Southern Georgia Regional Commission (East & Central),71254,1 
13,1304500,GA,Heart of Georgia Altamaha Regional Commission (Southeast),64142,1 
13,1304600,GA,"Coastal Regional Commission (West)--Liberty, Bryan & Long Counties",49447,1 
13,1304701,GA,Coastal Regional Commission (East)--Chatham County (West Central)--Savannah City,78124,1 
13,1304702,GA,Coastal Regional Commission (East)--Chatham County (East & Outside Savannah City) PUM,56022,1 
13,1304800,GA,Coastal Regional Commission (South)--Glynn Camden & McIntosh Counties,71312,1 
15,1500100,HI,"Maui, Kalawao & Kauai Counties",101710,1 
15,1500200,HI,Hawaii County,88691,1 
15,1500301,HI,Honolulu County--Rural Oahu,31339,1 
15,1500302,HI,Honolulu County--Koolaupoko,40937,1 
15,1500303,HI,Honolulu County--East Honolulu to Kapahulu,44366,1 
15,1500304,HI,Honolulu County--Tantalus to Waikiki,74662,1 
15,1500305,HI,Honolulu County--Nuuanu to Kalihi,41074,1 
15,1500306,HI,Honolulu County--Moanalua to Pearl City,50196,1 
15,1500307,HI,Honolulu County--Central Oahu,47836,1 
15,1500308,HI,Honolulu County--Ewa,40255,1 
16,1600100,ID,"Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties",65147,1 
16,1600200,ID,"Kootenai County (Northeast)--Coeur dAlene, Post Falls & Hayden Cities",70178,1 
16,1600300,ID,Central Idaho--Lewiston City & Nez Perce Reservation,63233,1 
16,1600400,ID,"Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City",51319,1 
16,1600500,ID,Canyon (South) & Owyhee Counties--Caldwell & Nampa (South & West) Cities,46774,1 
16,1600600,ID,Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities,54584,1 
16,1600701,ID,Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities,49901,1 
16,1600702,ID,Ada County (Northeast)--Boise (North & West) & Garden City Cities,48500,1 
16,1600800,ID,Ada County (South)--Boise (South) & Kuna Cities,53316,1 
16,1600900,ID,Twin Falls & Cassia Counties--Twin Falls City,43531,1 
16,1601000,ID,"Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties",52941,1 
16,1601100,ID,"Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties",54421,1 
16,1601200,ID,Bonneville County--Idaho Falls City,45214,1 
16,1601300,ID,"Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation",52800,1 
17,1700100,IL,"Adams, Fulton, Pike, Mason, Schuyler & Brown Counties",65626,1 
17,1700701,IL,Winnebago (Northeast) & Boone Counties,57946,1 
17,1701901,IL,Champaign County (Southwest)--Champaign & Urbana Cities,78364,1 
17,1701902,IL,"Champaign (North & East), Vermilion, Iroquois & Ford Counties",68162,1 
17,1702900,IL,"Coles, Douglas, Crawford, Edgar, Clark & Cumberland Counties",59970,1 
17,1703101,IL,Cook County (Northwest)--Palatine & Barrington Townships,52623,1 
17,1703102,IL,Cook County (Northwest)--Hanover & Schaumburg (Northwest) Townships,44063,1 
17,1703103,IL,Cook County (Northwest)--Schaumburg Township (South & East),43590,1 
17,1703104,IL,Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships,52828,1 
17,1703105,IL,Cook County (North)--Wheeling Township (North & East),53393,1 
17,1703106,IL,Cook County (Northeast)--Northfield & New Trier Townships,58134,1 
17,1703107,IL,Cook County (Northeast)--Evanston & Niles (East) Townships,64036,1 
17,1703108,IL,Cook County (North)--Maine & Niles (West) Townships,68713,1 
17,1703109,IL,Cook County (West)--Leyden & Norwood Park Townships,47035,1 
17,1703110,IL,Cook County (West)--Proviso Township (North & West),42169,1 
17,1703111,IL,"Cook County (West)--Oak Park, Riverside, River Forest & Proviso (Southeast) Townships",54485,1 
17,1703112,IL,Cook County (Central)--Cicero & Berwyn Townships,46873,1 
17,1703113,IL,Cook County (West)--Lyons & Stickney Townships,58829,1 
17,1703114,IL,Cook County (South Central)--Worth & Calumet Townships,70369,1 
17,1703115,IL,"Cook County (Southwest)--Palos, Lemont & Orland (North & West) Townships",54059,1 
17,1703116,IL,Cook County (South Central)--Bremen & Orland (East) Townships,58744,1 
17,1703117,IL,Cook County (Southeast)--Thornton Township,66938,1 
17,1703118,IL,Cook County (South)--Bloom & Rich Townships,65779,1 
17,1703151,IL,"Chicago City (Northwest)--Albany Park, Norwood Park, Forest Glen, North Park & OHare",59881,1 
17,1703152,IL,"Chicago City (North)--West Ridge, Lincoln Square & North Center",64616,1 
17,1703153,IL,"Chicago City (North)--Uptown, Edgewater & Rogers Park",96766,1 
17,1703154,IL,Chicago City (North)--Lake View & Lincoln Park,100569,1 
17,1703155,IL,"Chicago City (Northwest)--Logan Square, Irving Park & Avondale",74154,1 
17,1703156,IL,"Chicago City (Northwest)--Portage Park, Dunning & Jefferson Park",52703,1 
17,1703157,IL,"Chicago City (West)--Belmont Cragin, Humboldt Park, Hermosa & Montclare",59463,1 
17,1703158,IL,"Chicago City (West)--Austin, North Lawndale & East/West Garfield Park",71407,1 
17,1703159,IL,Chicago City (West)--West Town & Near West Side,82994,1 
17,1703160,IL,"Chicago City (Central)--Near North Side, Loop & Near South Side",123406,1 
17,1703161,IL,"Chicago City (South)--Hyde Park, Grand Boulevard, Woodlawn, Douglas & Kenwood",76596,1 
17,1703162,IL,"Chicago City (Southwest)--New City, Lower West Side, Bridgeport & McKinley Park",58318,1 
17,1703163,IL,"Chicago City (Southwest)--South Lawndale, Brighton Park & Gage Park",47780,1 
17,1703164,IL,"Chicago City (Southwest)--Ashburn, Garfield Ridge, West Lawn, Clearing & West Elsdon",55078,1 
17,1703165,IL,"Chicago City (South)--Chicago Lawn, Greater Grand Crossing & West Englewood/Englewood",59695,1 
17,1703166,IL,"Chicago City (Southwest)--Auburn Gresham, Washington Heights, Morgan Park & Beverly P",55393,1 
17,1703167,IL,"Chicago City (South)--Roseland, Chatham, West Pullman, Calumet Heights & Avalon Park",63567,1 
17,1703168,IL,"Chicago City (South)--South Shore, South Chicago, East Side & South Deering",59920,1 
17,1703700,IL,DeKalb & Ogle Counties,63943,1 
17,1704301,IL,"DuPage County (Northwest)--Wayne, Bloomingdale (South) & Winfield (North) Townships P",61748,1 
17,1704302,IL,DuPage County (Northeast)--Addison & Bloomingdale (North) Townships,43767,1 
17,1704303,IL,DuPage County (East Central)--York Township,53543,1 
17,1704304,IL,DuPage County (Central)--Milton Township,46243,1 
17,1704305,IL,DuPage County (Southwest)--Naperville & Winfield (South) Townships,48861,1 
17,1704306,IL,DuPage County (South Central)--Lisle Township,48875,1 
17,1704307,IL,DuPage County (Southeast)--Downers Grove Township,61933,1 
17,1704900,IL,"Effingham, Fayette, Wayne, Richland, Lawrence, Clay & Jasper Counties",55838,1 
17,1707300,IL,"Henry, McDonough, Hancock, Warren, Mercer & Henderson Counties",63022,1 
17,1708901,IL,Kane County (West),49200,1 
17,1708902,IL,Kane County (Northeast)--Dundee & Elgin (North & Central) Townships,49066,1 
17,1708903,IL,"Kane County (East)--St. Charles, Batavia (East) & Geneva (East) Townships",45828,1 
17,1708904,IL,Kane County (Southeast)--Aurora Township,44416,1 
17,1709100,IL,Kankakee & Grundy Counties,66444,1 
17,1709300,IL,Kendall County,45008,1 
17,1709500,IL,"Knox, Woodford, Bureau, Marshall, Putnam & Stark Counties",66590,1 
17,1709701,IL,"Lake County (Northwest)--Avon, Lake Villa, Grant & Antioch Townships",61901,1 
17,1709702,IL,"Lake County (Northeast)--Waukegan, Zion, Benton & Newport Townships",51233,1 
17,1709703,IL,"Lake County (East Central)--Warren, Shields & Libertyville (North & West) Townships P",57164,1 
17,1709704,IL,"Lake County (Southwest)--Ela, Fremont, Wauconda & Cuba Townships",45372,1 
17,1709705,IL,"Lake County (Southeast)--Vernon, Moraine & West Deerfield Townships",53708,1 
17,1709900,IL,LaSalle & Livingston Counties,65732,1 
17,1711101,IL,"McHenry County (North, West & Central)",51444,1 
17,1711102,IL,"McHenry County (Southeast)--Algonquin, McHenry & Nunda Townships",68264,1 
17,1711300,IL,McLean County--Bloomington City & Normal Town,74855,1 
17,1711500,IL,Macon & Christian Counties--Decatur City,64911,1 
17,1711700,IL,"Macoupin, Morgan, Jersey, Cass, Greene, Scott & Calhoun Counties",61939,1 
17,1711901,IL,Madison County (West),65376,1 
17,1711902,IL,Madison County (East),53203,1 
17,1712100,IL,"Marion, Jefferson, Clinton, Randolph, Bond & Washington Counties",76185,1 
17,1713500,IL,"Montgomery, Logan, Shelby, Piatt, De Witt, Moultrie & Menard Counties",60929,1 
17,1714300,IL,Peoria County--Peoria City,85074,1 
17,1716100,IL,Rock Island County,66729,1 
17,1716301,IL,St. Clair County (Northwest),76709,1 
17,1716302,IL,St. Clair (South & East) & Monroe Counties,52426,1 
17,1716500,IL,"South & Southeast Illinois--Saline, Union & Massac Counties",63572,1 
17,1716700,IL,Sangamon County--Springfield City,92982,1 
17,1717900,IL,Tazewell County,58550,1 
17,1719500,IL,"Whiteside, Stephenson, Lee, Jo Daviess & Carroll Counties",83776,1 
17,1719701,IL,Will County (Northwest)--Wheatland & DuPage Townships,58172,1 
17,1719702,IL,Will County (Northwest)--Plainfield & Lockport Townships,49233,1 
17,1719703,IL,Will County (West Central)--Joliet & Troy Townships,51482,1 
17,1719704,IL,"Will County (Northeast)--Frankfort, Homer & New Lenox (North) Townships",45875,1 
17,1719705,IL,Will County (South),45916,1 
17,1719900,IL,"Williamson, Jackson, Franklin & Perry Counties",87164,1 
17,1720101,IL,Winnebago County (Southeast & West)--Rockford City,87194,1 
18,1800101,IN,Lake County (Northwest)--Hammond & East Chicago Cities,45651,1 
18,1800102,IN,Lake County (Northeast)--Gary City & Griffith Town,58693,1 
18,1800103,IN,Lake County (Central),51468,1 
18,1800104,IN,Lake County (South),58963,1 
18,1800200,IN,Porter County,71483,1 
18,1800300,IN,LaPorte County,49780,1 
18,1800401,IN,St. Joseph County (North)--South Bend City,49508,1 
18,1800402,IN,St. Joseph County (Outside South Bend City)--Mishawaka City,68615,1 
18,1800501,IN,Elkhart County--Elkhart City,43258,1 
18,1800502,IN,Elkhart County (Outside Elkhart City)--Goshen City,36336,1 
18,1800600,IN,"Noble, DeKalb, LaGrange & Steuben Counties",71827,1 
18,1800700,IN,"Jasper, Starke, Fulton, Newton & Pulaski Counties",46004,1 
18,1800800,IN,Kosciusko & Marshall Counties,57787,1 
18,1800900,IN,"Huntington, Whitley, Adams & Wells Counties",56164,1 
18,1801001,IN,Allen County (Central)--Fort Wayne City (South),60556,1 
18,1801002,IN,Allen County (Central)--Fort Wayne City (North),55312,1 
18,1801003,IN,Allen County (Outside Fort Wayne City),46563,1 
18,1801100,IN,"Montgomery, Clinton, White, Carroll & Benton Counties",56046,1 
18,1801200,IN,Tippecanoe County--Lafayette & West Lafayette Cities,77797,1 
18,1801300,IN,"Howard, Cass & Tipton Counties--Kokomo City",62781,1 
18,1801400,IN,"Grant, Miami & Wabash Counties",58699,1 
18,1801500,IN,"Henry, Randolph, Jay & Blackford Counties",47093,1 
18,1801600,IN,"Clay, Sullivan, Parke, Fountain, Vermillion & Warren Counties",46672,1 
18,1801700,IN,Vigo County--Terre Haute City,46932,1 
18,1801801,IN,Boone & Hamilton (Northwest) Counties,56340,1 
18,1801901,IN,Hamilton County (Central)--Carmel City & Fishers Town (West),54969,1 
18,1801902,IN,Hamilton County (East)--Noblesville City & Fishers Town (East),51858,1 
18,1802000,IN,Madison County--Anderson City,58784,1 
18,1802100,IN,Delaware County--Muncie City,51464,1 
18,1802200,IN,"Morgan, Putnam & Brown Counties",52733,1 
18,1802300,IN,Hendricks County,66869,1 
18,1802401,IN,Marion County--Pike & Washington (Northwest) Townships & Indianapolis City (Northwest,49376,1 
18,1802402,IN,Marion County--Washington Township (South & East) & Indianapolis City (North),55996,1 
18,1802403,IN,"Marion County--Lawrence Township, Indianapolis (Northeast) & Lawrence Cities",53551,1 
18,1802404,IN,Marion County--Wayne & Decatur (Northwest) Townships & Indianapolis City (West),64524,1 
18,1802405,IN,Marion County--Center Township & Indianapolis City (Central),80885,1 
18,1802406,IN,Marion County--Warren & Franklin Townships & Indianapolis City (East & Southeast) PUM,70295,1 
18,1802407,IN,Marion County--Perry & Decatur (South & East) Townships & Indianapolis City (South) P,62371,1 
18,1802500,IN,Johnson County--Greenwood City,63393,1 
18,1802600,IN,Hancock & Shelby Counties,51548,1 
18,1802700,IN,"Wayne, Fayette, Rush & Union Counties",52228,1 
18,1802800,IN,"Greene, Daviess, Owen, Orange & Martin Counties",70980,1 
18,1802900,IN,Monroe County--Bloomington City,63606,1 
18,1803000,IN,Bartholomew & Jackson Counties--Columbus City,54386,1 
18,1803100,IN,"Jefferson, Jennings, Decatur & Scott Counties",48187,1 
18,1803200,IN,"Dearborn, Franklin, Ripley, Switzerland & Ohio Counties",49755,1 
18,1803300,IN,"Warrick, Gibson & Posey Counties",51678,1 
18,1803400,IN,Vanderburgh County--Evansville City,84058,1 
18,1803500,IN,"Dubois, Knox, Spencer, Perry, Pike & Crawford Counties",64061,1 
18,1803600,IN,"Floyd, Harrison & Washington Counties",63123,1 
18,1803700,IN,Clark County--Jeffersonville City,52169,1 
19,1900100,IA,"Sioux, Clay, Dickinson, OBrien, Lyon, Emmet, Palo Alto & Osceola Counties",58010,1 
19,1900200,IA,"Cerro Gordo, Floyd, Kossuth, Hancock, Winnebago, Mitchell & Worth Counties",55650,1 
19,1900301,IA,Linn County outside Cedar Rapids City,45507,1 
19,1900302,IA,Cedar Rapids City,55723,1 
19,1900400,IA,"Bremer, Winneshiek, Fayette, Clayton, Allamakee, Chickasaw & Howard Counties",54972,1 
19,1900500,IA,Black Hawk County--Waterloo & Cedar Falls Cities,58559,1 
19,1900600,IA,"Webster, Hardin, Hamilton, Butler, Wright, Grundy, Franklin & Humboldt Counties",59494,1 
19,1900700,IA,"Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City",68857,1 
19,1900800,IA,"Clinton, Muscatine, Jones & Cedar Counties",56944,1 
19,1900900,IA,Scott County--Davenport City,77771,1 
19,1901100,IA,Johnson County--Iowa City,65916,1 
19,1901200,IA,"Marshall, Benton, Poweshiek, Tama & Iowa Counties",51643,1 
19,1901300,IA,Story & Boone Counties,53282,1 
19,1901400,IA,"Jasper, Marion, Warren Counties",51062,1 
19,1901501,IA,Polk County (West),69928,1 
19,1901502,IA,Polk County (East)--Ankeny & Altoona Cities,56091,1 
19,1901503,IA,Des Moines City,84165,1 
19,1901600,IA,"Dallas, Madison Counties",48038,1 
19,1901800,IA,Southern Iowa,53275,1 
19,1901900,IA,"Northwest Central Iowa--Storm Lake, Denison & Cherokee Region",55633,1 
19,1902000,IA,Woodbury & Plymouth Counties--Sioux City,53519,1 
19,1902100,IA,Southwest Iowa--Council Bluffs City,76591,1 
19,1902200,IA,"Wapello, Mahaska, Washington, Jefferson, Keokuk, Davis & Van Buren Counties",54409,1 
19,1902300,IA,"Des Moines, Lee, Henry & Louisa Counties",47750,1 
20,2000100,KS,Northwest Kansas,53732,1 
20,2000200,KS,North Central Kansas--Salina City,68264,1 
20,2000300,KS,"Riley, Geary & Pottawatomie Counties--Manhattan City",56271,1 
20,2000400,KS,Wyandotte County--Kansas City,68475,1 
20,2000501,KS,Shawnee County (Central)--Topeka City,62013,1 
20,2000601,KS,Shawnee (Outside Topeka City) & Northeast Kansas,56996,1 
20,2000700,KS,Douglas County--Lawrence City,52846,1 
20,2000801,KS,"Johnson County (Northwest)--Shawnee, Lenexa & De Soto Cities",51823,1 
20,2000802,KS,"Johnson County (Northeast)--Overland Park (North), Prairie Village & Merriam",72543,1 
20,2000803,KS,Johnson County (Southeast)--Blue Valley Region,64365,1 
20,2000804,KS,"Johnson County (Southwest)--Olathe, Gardner, Spring Hill & Edgerton Cities",62950,1 
20,2000900,KS,"Leavenworth, Miami & Linn County",50149,1 
20,2001000,KS,Southeast Kansas,71374,1 
20,2001101,KS,Flint Hills Region--Emporia City,66858,1 
20,2001201,KS,Sedgwick (Northeast) & Butler (North & East) Counties--Wichita City (Northeast),70487,1 
20,2001301,KS,Sedgwick (Northwest) & Harvey Counties--Wichita (Northwest) & Newton Cities,67772,1 
20,2001401,KS,Sedgwick County (Central)--Wichita City (Central),57168,1 
20,2001501,KS,Sedgwick (South) & Butler (Southwest) Counties--Wichita (South) & Derby Cities,69683,1 
20,2001600,KS,Central Kansas--Hutchinson City,45685,1 
20,2001701,KS,South Central Kansas,53472,1 
20,2001800,KS,"Southwest Kansas--Dodge City, Garden City & Liberal City",52763,1 
21,2100100,KY,Purchase Area Development District,94041,1 
21,2100200,KY,Pennyrile Area Development District (North),49381,1 
21,2100300,KY,Pennyrile Area Development District (South),46629,1 
21,2100400,KY,Barren River Area Development District (Outer),80244,1 
21,2100500,KY,Barren River Area Development District (Central)--Warren County,56881,1 
21,2100600,KY,Lake Cumberland Area Development District (West),50743,1 
21,2100700,KY,Lake Cumberland Area Development District (East),48549,1 
21,2100800,KY,Cumberland Valley Area Development District (North),48389,1 
21,2100900,KY,Cumberland Valley Area Development District (South),53671,1 
21,2101000,KY,Kentucky River Area Development District,50071,1 
21,2101100,KY,Big Sandy Area Development District,66713,1 
21,2101200,KY,Lincoln Trail Area Development District (East/West),75658,1 
21,2101300,KY,Lincoln Trail Area Development District (Central)--Hardin County,46669,1 
21,2101400,KY,Green River Area Development District (Outer),49829,1 
21,2101500,KY,Green River Area Development District (Central)--Daviess County,43863,1 
21,2101600,KY,KIPDA Area Development District (South),40134,1 
21,2101701,KY,KIPDA Area Development District (Central)--Louisville/Jefferson Co (Northwest),68869,1 
21,2101702,KY,KIPDA Area Development District (Central)--Louisville/Jefferson Co (North Central),53455,1 
21,2101703,KY,KIPDA Area Development District (Central)--Louisville/Jefferson Co (Northeast),52644,1 
21,2101704,KY,KIPDA Area Development District (Central)--Louisville/Jefferson Co (Southeast),61782,1 
21,2101705,KY,KIPDA Area Development District (Central)--Louisville/Jefferson Co (South Central),57089,1 
21,2101706,KY,KIPDA Area Development District (Central)--Louisville/Jefferson Co (Southwest),63048,1 
21,2101800,KY,KIPDA Area Development District (Northeast),52306,1 
21,2101901,KY,Bluegrass Area Development District (Central)--Lexington-Fayette County (Central),54692,1 
21,2101902,KY,Bluegrass Area Development District (Central)--Lexington-Fayette County (North),45773,1 
21,2101903,KY,Blugrass Area Development District (Central)--Lexington-Fayette County (South),45677,1 
21,2102000,KY,Bluegrass Area Development District (West),55869,1 
21,2102100,KY,Bluegrass Area Development District (South),51586,1 
21,2102200,KY,Bluegrass Area Development District (Southeast),51733,1 
21,2102300,KY,Bluegrass Area Development District (Northeast),59402,1 
21,2102400,KY,Northern Kentucky Area Development District (North Central)--Kenton County,72585,1 
21,2102500,KY,Northern Kentucky Area Development District (Northwest)--Boone County,51468,1 
21,2102600,KY,Northern Kentucky Area Development District (Outer),71384,1 
21,2102700,KY,Buffalo Trace & Gateway Area Development Districts,62767,1 
