puma22,cd118,stab,PUMA22name,hus20,afact
0603734,0634,CA,"Los Angeles County--LA City (East Central/Silver Lake, Echo Park & Westlake)",49073,0.598 
0603735,0628,CA,"Los Angeles County--LA City (Mount Washington, Highland Park & Glassell Park)",48,0.0007 
0603735,0634,CA,"Los Angeles County--LA City (Mount Washington, Highland Park & Glassell Park)",65272,0.9993 
0603736,0628,CA,Los Angeles County (Central)--Alhambra & South Pasadena Cities,42612,0.9475 
0603736,0634,CA,Los Angeles County (Central)--Alhambra & South Pasadena Cities,2362,0.0525 
0603737,0628,CA,Los Angeles County (Central)--Monterey Park & Rosemead Cities,39852,0.9816 
0603737,0631,CA,Los Angeles County (Central)--Monterey Park & Rosemead Cities,2,0 
0603737,0634,CA,Los Angeles County (Central)--Monterey Park & Rosemead Cities,746,0.0184 
0603738,0628,CA,Los Angeles County (Central)--El Monte & South El Monte Cities,2,0.0001 
0603738,0631,CA,Los Angeles County (Central)--El Monte & South El Monte Cities,34228,0.9919 
0603738,0638,CA,Los Angeles County (Central)--El Monte & South El Monte Cities,277,0.008 
0603739,0631,CA,Los Angeles County (Southeast)--Whittier City & Hacienda Heights,3,0.0001 
0603739,0638,CA,Los Angeles County (Southeast)--Whittier City & Hacienda Heights,55920,0.9999 
0603740,0628,CA,Los Angeles County (Central)--Pico Rivera & Montebello Cities,429,0.0111 
0603740,0634,CA,Los Angeles County (Central)--Pico Rivera & Montebello Cities,174,0.0045 
0603740,0638,CA,Los Angeles County (Central)--Pico Rivera & Montebello Cities,37975,0.9844 
0603741,0642,CA,"Los Angeles County (Central)--Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities P",35734,1 
0603742,0642,CA,"Los Angeles County (Central)--Huntington Park City, Florence-Graham & Walnut Park PUM",33422,1 
0603743,0634,CA,Los Angeles County (Central)--East Los Angeles,31669,0.9995 
0603743,0638,CA,Los Angeles County (Central)--East Los Angeles,16,0.0005 
0603744,0630,CA,Los Angeles County (Central)--LA City (East Central/Central City & Boyle Heights) PUM,28,0.0004 
0603744,0634,CA,Los Angeles County (Central)--LA City (East Central/Central City & Boyle Heights) PUM,58133,0.7381 
0603744,0637,CA,Los Angeles County (Central)--LA City (East Central/Central City & Boyle Heights) PUM,20598,0.2615 
0603745,0637,CA,Los Angeles County (Central)--LA City (Southeast/East Vernon),29557,1 
0603746,0634,CA,Los Angeles County--LA City (Central/Univ. of Southern California & Exposition Park),3824,0.1068 
0603746,0637,CA,Los Angeles County--LA City (Central/Univ. of Southern California & Exposition Park),31987,0.8932 
0603747,0637,CA,Los Angeles County (Central)--LA City (Central/West Adams & Baldwin Hills),64754,1 
0603748,0636,CA,Los Angeles County--LA (Southwest/Marina del Rey & Westchester) & Culver City Cities,68164,0.7301 
0603748,0637,CA,Los Angeles County--LA (Southwest/Marina del Rey & Westchester) & Culver City Cities,20705,0.2218 
0603748,0643,CA,Los Angeles County--LA (Southwest/Marina del Rey & Westchester) & Culver City Cities,4493,0.0481 
0603750,0637,CA,Los Angeles County (South Central)--LA City (South Central/Westmont),43578,0.8051 
0603750,0643,CA,Los Angeles County (South Central)--LA City (South Central/Westmont),10547,0.1949 
0603751,0637,CA,Los Angeles County (South Central)--LA City (South Central/Watts),13896,0.3493 
0603751,0643,CA,Los Angeles County (South Central)--LA City (South Central/Watts),25887,0.6507 
0603752,0642,CA,Los Angeles County (South)--South Gate & Lynwood Cities,943,0.0222 
0603752,0643,CA,Los Angeles County (South)--South Gate & Lynwood Cities,696,0.0163 
0603752,0644,CA,Los Angeles County (South)--South Gate & Lynwood Cities,40930,0.9615 
0603753,0638,CA,Los Angeles County (South)--Downey City,4424,0.124 
0603753,0642,CA,Los Angeles County (South)--Downey City,31255,0.876 
0603754,0638,CA,Los Angeles County (Southeast)--La Mirada & Santa Fe Springs Cities,41264,1 
0603757,0643,CA,Los Angeles County (South Central)--Compton City & West Rancho Dominquez,39692,0.9695 
0603757,0644,CA,Los Angeles County (South Central)--Compton City & West Rancho Dominquez,1249,0.0305 
0603758,0643,CA,"Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens",52917,0.9817 
0603758,0644,CA,"Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens",988,0.0183 
0603759,0643,CA,Los Angeles County (South Central)--Hawthorne City,39552,1 
0603760,0636,CA,"Los Angeles County--Redondo Beach, Manhattan Beach & Hermosa Beach Cities",63531,1 
0603761,0636,CA,Los Angeles County (South Central)--Torrance City,23644,0.4719 
0603761,0643,CA,Los Angeles County (South Central)--Torrance City,26462,0.5281 
0603762,0643,CA,Los Angeles County (South Central)--Carson City,370,0.0103 
0603762,0644,CA,Los Angeles County (South Central)--Carson City,35654,0.9897 
0603763,0644,CA,Los Angeles County (South Central)--Long Beach City (North),47001,1 
0603764,0642,CA,"Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities PUM",15467,0.2925 
0603764,0644,CA,"Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities PUM",11564,0.2187 
0603764,0645,CA,"Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities PUM",25855,0.4889 
0603766,0642,CA,Los Angeles County (South)--Long Beach City (Southwest & Port),27667,0.7172 
0603766,0644,CA,Los Angeles County (South)--Long Beach City (Southwest & Port),10911,0.2828 
0603767,0636,CA,Los Angeles County (South)--LA City (South/San Pedro),3758,0.0592 
0603767,0644,CA,Los Angeles County (South)--LA City (South/San Pedro),59691,0.9408 
0603768,0636,CA,Los Angeles County (Southwest)--Palos Verdes Peninsula,43871,0.9473 
0603768,0642,CA,Los Angeles County (Southwest)--Palos Verdes Peninsula,2441,0.0527 
0603770,0636,CA,"Los Angeles County (West Central)--LA City (West Los Angeles, Century City & Palms) P",36585,0.7369 
0603770,0637,CA,"Los Angeles County (West Central)--LA City (West Los Angeles, Century City & Palms) P",13064,0.2631 
0603771,0627,CA,Los Angeles County (Northwest)--Santa Clarita City (South),37753,1 
0603772,0623,CA,Los Angeles County (North/Unincorporated)--Castaic,5441,0.1595 
0603772,0627,CA,Los Angeles County (North/Unincorporated)--Castaic,28644,0.8397 
0603772,0628,CA,Los Angeles County (North/Unincorporated)--Castaic,4,0.0001 
0603772,0629,CA,Los Angeles County (North/Unincorporated)--Castaic,23,0.0007 
0603772,0630,CA,Los Angeles County (North/Unincorporated)--Castaic,1,0 
0603773,0627,CA,Los Angeles County (Northwest)--Santa Clarita City (North),43383,1 
0603774,0626,CA,"Los Angeles County--Calabasas, Agoura Hills, Malibu & Westlake Village Cities",20398,0.3289 
0603774,0632,CA,"Los Angeles County--Calabasas, Agoura Hills, Malibu & Westlake Village Cities",41603,0.6708 
0603774,0636,CA,"Los Angeles County--Calabasas, Agoura Hills, Malibu & Westlake Village Cities",16,0.0003 
0603775,0629,CA,Los Angeles County (Central)--LA City (Central),5925,0.1037 
0603775,0630,CA,Los Angeles County (Central)--LA City (Central),1778,0.0311 
0603775,0632,CA,Los Angeles County (Central)--LA City (Central),49441,0.8652 
0603776,0632,CA,Los Angeles County (West Central)--LA City (Central/Westwood & West Los Angeles),13245,0.2783 
0603776,0636,CA,Los Angeles County (West Central)--LA City (Central/Westwood & West Los Angeles),34354,0.7217 
0603778,0643,CA,Los Angeles County (Central)--Inglewood City,40521,1 
0603779,0642,CA,Los Angeles County (Southeast)--Long Beach City (East),43795,0.8464 
0603779,0644,CA,Los Angeles County (Southeast)--Long Beach City (East),7947,0.1536 
0603780,0642,CA,Los Angeles County (Southeast)--Long Beach (Central) & Signal Hill Cities,47503,1 
0603781,0638,CA,Los Angeles County (Southeast)--Norwalk City,28863,0.9949 
0603781,0645,CA,Los Angeles County (Southeast)--Norwalk City,148,0.0051 
0603782,0642,CA,Los Angeles County (Southeast)--Bellflower & Paramount Cities,20497,0.5114 
0603782,0644,CA,Los Angeles County (Southeast)--Bellflower & Paramount Cities,19584,0.4886 
0603900,0605,CA,Madera County--Madera City,14865,0.2999 
0603900,0613,CA,Madera County--Madera City,34707,0.7001 
0604103,0602,CA,Marin County (North & West)--Novato & San Rafael (North) Cities,44113,1 
0604104,0602,CA,"Marin County (Southeast)--San Rafael (South), Mill Valley & Sausalito Cities",67451,1 
0604701,0613,CA,Merced County (West & South)--Los Banos & Livingston Cities,35015,1 
0604702,0613,CA,Merced County (Northeast)--Merced & Atwater Cities,52768,1 
0605301,0618,CA,"Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities PUM",5711,0.0754 
0605301,0619,CA,"Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities PUM",70078,0.9246 
0605302,0618,CA,Monterey County (Northeast)--Salinas City,46660,0.9592 
0605302,0619,CA,Monterey County (Northeast)--Salinas City,1987,0.0408 
0605303,0618,CA,Monterey (South & East) & San Benito Counties,38595,0.9756 
0605303,0619,CA,Monterey (South & East) & San Benito Counties,965,0.0244 
0605500,0604,CA,"Napa County--Napa, American Canyon & St. Helena Cities",55448,1 
0605700,0603,CA,Nevada & Sierra Counties,55754,1 
0605906,0638,CA,"Orange County (North)--Yorba Linda, La Habra & Brea Cities",17772,0.2656 
0605906,0640,CA,"Orange County (North)--Yorba Linda, La Habra & Brea Cities",29930,0.4474 
0605906,0645,CA,"Orange County (North)--Yorba Linda, La Habra & Brea Cities",19203,0.287 
0605907,0638,CA,Orange County (North Central)--Fullerton & Placentia Cities,3029,0.0443 
0605907,0640,CA,Orange County (North Central)--Fullerton & Placentia Cities,749,0.0109 
0605907,0645,CA,Orange County (North Central)--Fullerton & Placentia Cities,43131,0.6302 
0605907,0646,CA,Orange County (North Central)--Fullerton & Placentia Cities,21531,0.3146 
0605908,0645,CA,"Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities",51131,0.7691 
0605908,0646,CA,"Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities",1016,0.0153 
0605908,0647,CA,"Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities",14337,0.2156 
0605909,0645,CA,Orange County (North Central)--Anaheim City (West),3422,0.0763 
0605909,0646,CA,Orange County (North Central)--Anaheim City (West),41399,0.9237 
0605912,0645,CA,"Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities",37110,0.7015 
0605912,0646,CA,"Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities",13055,0.2468 
0605912,0647,CA,"Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities",2733,0.0517 
0605913,0645,CA,Orange County (Northwest)--Garden Grove City (East),40448,0.9185 
0605913,0646,CA,Orange County (Northwest)--Garden Grove City (East),3587,0.0815 
0605914,0645,CA,Orange County (Northwest)--Huntington Beach City,1376,0.0168 
0605914,0647,CA,Orange County (Northwest)--Huntington Beach City,80309,0.9832 
0605916,0645,CA,Orange County (Central)--Santa Ana City (West),2004,0.0561 
0605916,0646,CA,Orange County (Central)--Santa Ana City (West),33739,0.9439 
0605917,0640,CA,Orange County (Central)--Santa Ana City (East),103,0.0025 
0605917,0646,CA,Orange County (Central)--Santa Ana City (East),40605,0.9975 
0605918,0645,CA,Orange County (Central)--Costa Mesa & Fountain Valley Cities,19113,0.2711 
0605918,0647,CA,Orange County (Central)--Costa Mesa & Fountain Valley Cities,51385,0.7289 
0605919,0640,CA,Orange County (North Central)--Anaheim City (East),15685,0.2482 
0605919,0645,CA,Orange County (North Central)--Anaheim City (East),50,0.0008 
0605919,0646,CA,Orange County (North Central)--Anaheim City (East),47459,0.751 
0605920,0640,CA,Orange County (Central)--Orange & Villa Park Cities,34825,0.7059 
0605920,0646,CA,Orange County (Central)--Orange & Villa Park Cities,14511,0.2941 
0605921,0640,CA,"Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado",32655,0.6644 
0605921,0647,CA,"Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado",16491,0.3356 
0605922,0640,CA,Orange County (Central)--Irvine (Northwest) & Tustin Cities,34706,0.6844 
0605922,0646,CA,Orange County (Central)--Irvine (Northwest) & Tustin Cities,2368,0.0467 
0605922,0647,CA,Orange County (Central)--Irvine (Northwest) & Tustin Cities,13633,0.2689 
0605923,0647,CA,Orange County (Central)--Irvine City (Central),53751,1 
0605924,0640,CA,Orange County (Central)--Irvine City (South),4276,0.1059 
0605924,0647,CA,Orange County (Central)--Irvine City (South),36107,0.8941 
0605925,0640,CA,"Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Woods Cities",36202,0.4034 
0605925,0647,CA,"Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Woods Cities",52902,0.5894 
0605925,0649,CA,"Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Woods Cities",648,0.0072 
0605926,0640,CA,Orange County (South Central)--Mission Viejo and Laguna Hills Cities,41888,0.9538 
0605926,0649,CA,Orange County (South Central)--Mission Viejo and Laguna Hills Cities,2028,0.0462 
0605927,0640,CA,Orange County (Southeast)--Rancho Santa Margarita City & Ladera Ranch,22489,0.5754 
0605927,0649,CA,Orange County (Southeast)--Rancho Santa Margarita City & Ladera Ranch,16598,0.4246 
0605928,0649,CA,"Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities P",78296,1 
0606101,0603,CA,Placer County (Southwest)--Roseville City,59652,1 
0606102,0603,CA,"Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town",50369,1 
0606103,0603,CA,Placer County (East/High Country Region)--Auburn & Colfax Cities,62335,1 
0606501,0625,CA,"Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",59305,0.8975 
0606501,0641,CA,"Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities",6775,0.1025 
0606502,0625,CA,"Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",23809,0.2821 
0606502,0641,CA,"Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",59617,0.7063 
0606502,0648,CA,"Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities",980,0.0116 
0606507,0625,CA,"Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities PU",50807,0.8474 
0606507,0641,CA,"Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities PU",9148,0.1526 
0606509,0639,CA,"Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",23753,0.6535 
0606509,0641,CA,"Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley",12593,0.3465 
0606511,0639,CA,Riverside County (Northwest)--Riverside City (West),50325,0.9547 
0606511,0641,CA,Riverside County (Northwest)--Riverside City (West),2387,0.0453 
0606514,0635,CA,Riverside County (Northwest)--Jurupa Valley & Eastvale Cities,13046,0.2784 
0606514,0639,CA,Riverside County (Northwest)--Jurupa Valley & Eastvale Cities,28732,0.6131 
0606514,0641,CA,Riverside County (Northwest)--Jurupa Valley & Eastvale Cities,5089,0.1086 
0606515,0625,CA,"Riverside County (Central)--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",35317,0.3908 
0606515,0641,CA,"Riverside County (Central)--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",54500,0.6031 
0606515,0648,CA,"Riverside County (Central)--Palm Desert, La Quinta (West) & Desert Hot Springs Cities",552,0.0061 
0606516,0639,CA,Riverside County (Southwest)--Lake Elsinore & Canyon Lake Cities,1468,0.0437 
0606516,0641,CA,Riverside County (Southwest)--Lake Elsinore & Canyon Lake Cities,31962,0.9511 
0606516,0648,CA,Riverside County (Southwest)--Lake Elsinore & Canyon Lake Cities,174,0.0052 
0606517,0625,CA,Riverside County (Southwest)--Menifee City,510,0.0126 
0606517,0639,CA,Riverside County (Southwest)--Menifee City,1253,0.031 
0606517,0641,CA,Riverside County (Southwest)--Menifee City,38681,0.9564 
0606518,0639,CA,Riverside County (Northwest)--Moreno Valley City (North),30079,0.9948 
0606518,0641,CA,Riverside County (Northwest)--Moreno Valley City (North),158,0.0052 
0606519,0639,CA,Riverside County (Northwest)--Moreno Valley City (South),27162,0.9997 
0606519,0641,CA,Riverside County (Northwest)--Moreno Valley City (South),7,0.0003 
0606520,0639,CA,Riverside County (Northwest)--Riverside City (East),49738,1 
0606521,0639,CA,"Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens",6521,0.2065 
0606521,0641,CA,"Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens",25061,0.7935 
0606522,0640,CA,Riverside County (West Central)--Corona (Northwest) & Norco Cities,3719,0.0869 
0606522,0641,CA,Riverside County (West Central)--Corona (Northwest) & Norco Cities,39097,0.9131 
0606523,0641,CA,Riverside County (Southwest)--Temecula City,1773,0.0371 
0606523,0648,CA,Riverside County (Southwest)--Temecula City,45953,0.9629 
0606524,0641,CA,Riverside County (Southwest)--Murrieta & Wildomar Cities,20228,0.3407 
0606524,0648,CA,Riverside County (Southwest)--Murrieta & Wildomar Cities,39148,0.6593 
0606525,0625,CA,Riverside County (Southwest)--Hemet City & East Hemet,45247,0.9211 
0606525,0641,CA,Riverside County (Southwest)--Hemet City & East Hemet,3875,0.0789 
0606701,0603,CA,Sacramento County (North Central)--Citrus Heights City,2944,0.0644 
0606701,0606,CA,Sacramento County (North Central)--Citrus Heights City,42770,0.9356 
0606703,0606,CA,"Sacramento County (North Central)--Arden-Arcade, Carmichael & Fair Oaks (West)",50080,1 
0606704,0606,CA,"Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park P",52525,1 
0606705,0606,CA,Sacramento County (Northwest)--Sacramento City (Northwest/Natomas),45801,1 
0606706,0606,CA,"Sacramento County (North)--Sacramento City (North), Antelope & Rio Linda",39260,1 
0606707,0606,CA,Sacramento County (West)--Sacramento City (Central/Downtown & Midtown),6877,0.1075 
0606707,0607,CA,Sacramento County (West)--Sacramento City (Central/Downtown & Midtown),57102,0.8925 
0606709,0607,CA,"Sacramento County--Sacramento City (Southwest/Pocket, Meadowview & North Laguna)",51716,1 
0606712,0603,CA,"Sacramento County (Northeast)--Folsom City, Orangevale & Fair Oaks (East)",43963,0.9745 
0606712,0606,CA,"Sacramento County (Northeast)--Folsom City, Orangevale & Fair Oaks (East)",1150,0.0255 
0606713,0603,CA,Sacramento County (Central)--Rancho Cordova City,367,0.0089 
0606713,0606,CA,Sacramento County (Central)--Rancho Cordova City,40827,0.9911 
0606714,0607,CA,"Sacramento County--Sacramento City (Southeast/Fruitridge, Avondale & Depot Park)",49648,1 
